timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
71030778,70842947,2490378,0.0019110648,0.00046198614,-0.0014822177,0.15,2.1288122e-07,2.1224837e-07,4.8287075e-07,2490378,0.008709839,-0.008401693,0.018574834,0.4,0.0002695285,0.00044582787,4.4375905e-05,527633,-0.0012462755,0.012872351,0.0032216264,0.5,8.131712e-06,1.4580512e-05,4.4629945e-05,1,1,1,1,1,1
71829065,71641228,2490378,0.0019174758,0.00046881216,-0.0015697769,0.15,2.1232817e-07,2.0984638e-07,4.797133e-07,2490378,0.010343891,-0.008569514,0.018553667,0.4,0.00026629886,0.00044087454,4.372225e-05,527633,-0.0011119221,0.012891928,0.0030469703,0.5,7.952831e-06,1.4536206e-05,4.4304245e-05,1,1,1,1,1,1
72834290,72646473,2490378,0.0019180789,0.0005092858,-0.0016788575,0.15,2.1194711e-07,2.0738229e-07,4.744522e-07,2490378,0.011253633,-0.010331517,0.019133437,0.4,0.0002627508,0.0004351358,4.293897e-05,527633,-0.0009812455,0.013048842,0.0028622355,0.5,7.748597e-06,1.4476087e-05,4.367755e-05,1,1,1,1,1,1
73928340,73740415,2490378,0.0018764032,0.0004924244,-0.0015920047,0.15,2.1150949e-07,2.0475834e-07,4.7015817e-07,2490378,0.012666076,-0.00847057,0.018589297,0.4,0.00025962305,0.00042925298,4.21045e-05,527633,-0.00075974007,0.01326604,0.0035416423,0.5,7.579434e-06,1.4377148e-05,4.275983e-05,1,1,1,1,1,1
74943344,74755515,2490378,0.0018518507,0.00051940617,-0.0017000725,0.15,2.1096398e-07,2.0323779e-07,4.6734854e-07,2490378,0.014328903,-0.008968902,0.01872022,0.4,0.00025733543,0.0004250779,4.1439955e-05,527633,-0.00040204523,0.013246595,0.0038021216,0.5,7.4095456e-06,1.4341583e-05,4.2345397e-05,1,1,1,1,1,1
75574076,75386256,2490378,0.0018649496,0.0005683277,-0.0017547262,0.15,2.114989e-07,2.0289339e-07,4.647469e-07,2490378,0.015191738,-0.009515728,0.018922841,0.4,0.00025617282,0.00042319487,4.1111918e-05,527633,-0.0002715616,0.0132287685,0.00394551,0.5,7.317795e-06,1.4306682e-05,4.208444e-05,1,1,1,1,1,1
77101768,76913832,2490378,0.0018083875,0.00060906843,-0.0018646083,0.15,2.1110843e-07,2.0088982e-07,4.6031835e-07,2490378,0.017007412,-0.010275818,0.019161997,0.4,0.00025344288,0.00041915762,4.0304625e-05,527633,-0.00020228018,0.013515898,0.0036172608,0.5,7.1366526e-06,1.4236087e-05,4.1456122e-05,1,1,1,1,1,1
77821145,77633271,2490378,0.0017704443,0.00058791594,-0.0019058748,0.15,2.094628e-07,1.9934335e-07,4.5820715e-07,2490378,0.018117653,-0.010126715,0.0187769,0.4,0.00025230786,0.00041741124,3.9905804e-05,527633,0.0001404837,0.013587004,0.0037650447,0.5,7.0388073e-06,1.4137985e-05,4.133385e-05,1,1,1,1,1,1
79161519,78973593,2490378,0.0018882715,0.0010403247,-0.0018379404,0.15,2.1215496e-07,1.9801757e-07,4.3076463e-07,2490378,0.019173758,-0.010387252,0.019106375,0.4,0.00025050846,0.00041519353,3.9460487e-05,527633,-3.44564e-05,0.012767426,0.0034850803,0.5,6.9032417e-06,1.3259158e-05,4.0249142e-05,1,0,1,0,1,0
79723190,79535345,2490378,0.0019371684,0.00078779727,-0.0018506479,0.15,2.1556457e-07,1.9738268e-07,4.2252796e-07,2490378,0.017516315,-0.011856657,0.019117171,0.4,0.00024850506,0.00041461785,3.9417904e-05,527633,0.0003054092,0.012504534,0.0036875666,0.5,6.868549e-06,1.2996091e-05,3.905726e-05,1,0,1,0,1,0
81024422,80836242,2490378,0.0019145303,0.00068631064,-0.0019463799,0.15,2.2217561e-07,1.9852548e-07,4.1668025e-07,2490378,0.018906951,-0.013187071,0.019166805,0.4,0.00024252867,0.00041233902,3.9288116e-05,527633,0.0004893132,0.012779681,0.0036560309,0.5,6.75119e-06,1.2779148e-05,3.8384045e-05,1,0,1,0,1,0
82029557,81841479,2490378,0.0018204744,0.0005610462,-0.0019902107,0.15,2.2246336e-07,1.9893027e-07,4.1164833e-07,2490378,0.019280972,-0.013190273,0.019123333,0.4,0.00024010165,0.00041113223,3.9265222e-05,527633,0.00045319076,0.012775995,0.0034394776,0.5,6.676919e-06,1.2680212e-05,3.780328e-05,1,0,1,0,1,0
82285554,82097715,2490378,0.0018099467,0.0005492966,-0.0019876692,0.15,2.2205863e-07,1.9936759e-07,4.1019314e-07,2490378,0.020087114,-0.0126119135,0.018934518,0.4,0.00023916451,0.00041053252,3.923694e-05,527633,0.00035242247,0.012725498,0.0033000694,0.5,6.6522084e-06,1.2662067e-05,3.774846e-05,1,0,1,0,1,0
84030581,83842089,2490378,0.0018519568,0.0004685426,-0.00218881,0.15,2.1366192e-07,1.9565857e-07,4.0246718e-07,2490378,0.02052768,-0.013996397,0.018999208,0.4,0.00023478731,0.00040726157,3.9112856e-05,527633,2.9126279e-05,0.012933569,0.0024560785,0.5,6.5569793e-06,1.252661e-05,3.6774625e-05,1,0,1,0,1,0
85153478,84965580,2490378,0.0017908915,0.00053541,-0.0022239264,0.15,2.1277762e-07,1.9500173e-07,4.0719286e-07,2490378,0.02033588,-0.014766547,0.01910725,0.4,0.00023266207,0.00040594,3.9057813e-05,527633,0.0051890356,-0.0035288436,0.0064023607,0.5,0.0013686575,0.0019385978,0.0013273135,1,0,1,0,1,0
86168603,85980663,2490378,0.0017339698,0.00058754894,-0.002243094,0.15,2.1600354e-07,1.9849878e-07,4.1507903e-07,2490378,0.01971566,-0.015375225,0.0192808,0.4,0.00023122877,0.00040518955,3.904418e-05,527633,0.005956226,-0.013223155,0.0042535705,0.5,0.0012487421,0.0015332596,0.0012516918,1,0,1,0,1,0
86523295,86335449,2490378,0.0017074463,0.0005599833,-0.0022585283,0.15,2.1694217e-07,2.0001171e-07,4.176329e-07,2490378,0.020196281,-0.015087411,0.019135788,0.4,0.00023068293,0.00040487622,3.9034177e-05,527633,0.005406477,-0.009211455,0.0047561233,0.5,0.0012349907,0.001454144,0.0012215402,1,0,1,0,1,0
88179064,87991113,2490378,0.0018015419,0.0005975697,-0.0021949608,0.15,2.2147982e-07,2.0888736e-07,4.2795938e-07,2490378,0.01998602,-0.015095261,0.019294875,0.4,0.00022788877,0.0004031693,3.896249e-05,527633,-0.004871641,-0.011299484,0.009285137,0.5,0.0009907039,0.001037976,0.0011533353,1,0,1,0,1,0
89155020,88966770,2490378,0.001839755,0.0006317288,-0.0021692691,0.15,2.2325553e-07,2.1312056e-07,4.3341504e-07,2490378,0.020388624,-0.014832034,0.019106215,0.4,0.00022637701,0.00040230554,3.8926566e-05,527633,-0.0071802028,-0.02084357,0.009851215,0.5,0.00050658034,0.00049862853,0.0010244991,1,1,1,0,1,0
90110531,89922715,2490378,0.0018134349,0.0005775408,-0.00218162,0.15,2.2831918e-07,2.1593685e-07,4.4087096e-07,2490378,0.020380914,-0.015145161,0.018924717,0.4,0.00022372446,0.0003992726,3.8815942e-05,527633,-0.0035593119,-0.0196136,0.013794605,0.5,0.00034526672,0.00025182808,0.0008325394,1,1,1,0,1,0
91174939,90987064,2490378,0.0017615529,0.00041620983,-0.0021873626,0.15,2.341825e-07,2.1441228e-07,4.485034e-07,2490378,0.019888,-0.018529052,0.019284422,0.4,0.0002193358,0.0003875948,3.8486167e-05,527633,-0.0015168996,-0.022575188,0.024165606,0.5,0.0003133619,0.00016155164,0.00058495044,1,1,1,0,1,0
92002765,91814890,2490378,0.0016941738,0.00039179975,-0.0022500574,0.15,2.3822187e-07,2.0820944e-07,4.5200923e-07,2490378,0.018414622,-0.019375918,0.018609274,0.4,0.0002153685,0.00037714723,3.8044283e-05,527633,0.0013018411,-0.02467043,0.01846577,0.5,0.00023291247,0.000144467,0.0003452276,1,1,1,0,1,0
92268810,92080980,2490378,0.0016974636,0.0003825355,-0.002246653,0.15,2.3806012e-07,2.0475542e-07,4.519827e-07,2490378,0.018572072,-0.01912493,0.018443448,0.4,0.00021497818,0.0003764381,3.801103e-05,527633,0.0019614943,-0.024651963,0.017325351,0.5,0.00022819279,0.00014348526,0.00033703202,1,1,1,0,1,0
93806241,93618362,2490378,0.0018310068,0.00028589708,-0.0022198502,0.15,2.3661869e-07,2.0137935e-07,4.5920876e-07,2490378,0.018224008,-0.020156803,0.019042606,0.4,0.00021373182,0.00037400695,3.7795307e-05,527633,0.002815801,-0.025851725,0.017830376,0.5,0.0002197709,0.00014065256,0.0003209671,1,1,1,1,1,0
94900260,94712269,2490378,0.0019669044,0.00025022624,-0.0022564156,0.15,2.3563963e-07,2.0048225e-07,4.6620497e-07,2490378,0.017536134,-0.02037406,0.01883508,0.4,0.00021267739,0.00037180027,3.7542693e-05,527633,0.002244357,-0.026896361,0.018313235,0.5,0.00021510677,0.00013840703,0.00031300375,1,1,1,1,1,0
95905121,95717479,2490378,0.002029468,0.00021152568,-0.0022479224,0.15,2.3604372e-07,1.997489e-07,4.7183767e-07,2490378,0.017238054,-0.02041886,0.018764777,0.4,0.00021195173,0.00037050078,3.7418977e-05,527633,0.0023346648,-0.02700595,0.01851184,0.5,0.00021077217,0.00013313527,0.0003087116,1,1,1,1,1,0
97058538,96870512,2490378,0.0019642757,0.00017863292,-0.00227528,0.15,2.3591878e-07,1.9817577e-07,4.7757345e-07,2490378,0.017526014,-0.020533714,0.018754749,0.4,0.00021096329,0.00036911177,3.728143e-05,527633,0.0015658725,-0.027514856,0.019026255,0.5,0.00020799375,0.00012721191,0.00030132246,1,1,1,1,1,0
98063352,97875718,2490378,0.001975322,0.00012125792,-0.0022977693,0.15,2.3593039e-07,1.9776557e-07,4.826051e-07,2490378,0.017949797,-0.020037374,0.018562067,0.4,0.000210151,0.0003680664,3.720389e-05,527633,0.0015071317,-0.027766094,0.018124318,0.5,0.00020559366,0.00012540928,0.000294651,1,1,1,1,1,0
99068547,98880924,2490378,0.002035775,0.00012300396,-0.0023069028,0.15,2.3622223e-07,1.9687313e-07,4.849947e-07,2490378,0.018520283,-0.019805672,0.018426841,0.4,0.00020945416,0.0003671676,3.7168917e-05,527633,0.0015102105,-0.028128792,0.017495919,0.5,0.00020503979,0.00012441077,0.00029297068,1,1,1,1,1,0
99679754,99491930,2490378,0.0020578406,0.00010523482,-0.0023153364,0.15,2.3642026e-07,1.9673104e-07,4.8571536e-07,2490378,0.018476581,-0.01989001,0.018383808,0.4,0.00020900536,0.0003666,3.714849e-05,527633,0.0018307796,-0.028430734,0.016549736,0.5,0.0002025484,0.00012371496,0.00028740583,1,1,1,1,1,1
100684763,100497133,2490378,0.002047141,1.02651275e-05,-0.0022977325,0.15,2.3541591e-07,1.9592329e-07,4.8775723e-07,2490378,0.01809882,-0.019372275,0.018230759,0.4,0.0002081684,0.0003655152,3.710972e-05,527633,0.0018187913,-0.0288,0.016417297,0.5,0.00019954357,0.0001231816,0.00028108372,1,1,1,1,1,1
101591527,101403785,2490378,0.002121941,-5.4515026e-06,-0.0022907292,0.15,2.3525246e-07,1.9491014e-07,4.863376e-07,2490378,0.017094431,-0.019310672,0.0181798,0.4,0.0002071035,0.00036418738,3.7045385e-05,527633,0.0019854642,-0.029188694,0.016530644,0.5,0.00019870396,0.00012288801,0.0002798875,1,1,1,1,1,1
102596610,102408985,2490378,0.002221441,-4.0535757e-05,-0.0023260093,0.15,2.3681942e-07,1.9387761e-07,4.791899e-07,2490378,0.017608767,-0.01899475,0.017924467,0.4,0.00020603812,0.00036299592,3.7004218e-05,527633,0.0018709964,-0.029701618,0.01666072,0.5,0.0001975466,0.00012251367,0.0002779159,1,1,1,1,1,1
103601921,103414184,2490378,0.0022721859,-8.7643246e-05,-0.002362765,0.15,2.3652267e-07,1.9236694e-07,4.7573232e-07,2490378,0.018251259,-0.018535573,0.017713604,0.4,0.00020519737,0.00036219595,3.699006e-05,527633,0.002243921,-0.029785577,0.01613361,0.5,0.00019550226,0.0001223274,0.00027345732,1,1,1,1,1,1
104607220,104419382,2490378,0.002381651,-0.00013984143,-0.002335098,0.15,2.3551488e-07,1.916462e-07,4.7434813e-07,2490378,0.017782504,-0.018503334,0.017603466,0.4,0.00020421196,0.0003613331,3.696399e-05,527633,0.0021571629,-0.029703602,0.016262198,0.5,0.00019438667,0.00012197048,0.00027065864,1,1,1,1,1,1
105612202,105424579,2490378,0.0024310309,-0.00017327079,-0.002294535,0.15,2.3507181e-07,1.9130435e-07,4.73301e-07,2490378,0.016983382,-0.018808195,0.017731937,0.4,0.00020343377,0.0003607398,3.6966034e-05,527633,0.002200565,-0.029635563,0.016368605,0.5,0.00019217256,0.0001208507,0.000268043,1,1,1,1,1,1
107031741,106843679,2490378,0.0024408035,-0.00011072943,-0.0022203068,0.15,2.3459282e-07,1.9016306e-07,4.683599e-07,2490378,0.017332735,-0.018246986,0.017579295,0.4,0.00020171946,0.00035954485,3.6923422e-05,527633,0.0030443475,-0.029236272,0.015571273,0.5,0.00018175395,0.00011571977,0.00026240785,1,1,1,1,1,1
108145142,107957276,2490378,0.0024581382,-6.0221842e-05,-0.002217592,0.15,2.3640045e-07,1.9289877e-07,4.64279e-07,2490378,0.017621003,-0.017389037,0.017428441,0.4,0.00020031097,0.00035794565,3.689152e-05,527633,-0.00047679467,-0.031591274,0.017076854,0.5,0.00015280356,9.961601e-05,0.00025614092,1,1,1,1,1,1
108924082,108735808,2490378,0.002446548,-8.919056e-05,-0.0022271306,0.15,2.3600411e-07,1.9465183e-07,4.6146116e-07,2490378,0.01778723,-0.016837027,0.017198475,0.4,0.0001996665,0.00035679783,3.68961e-05,527633,0.0009830657,-0.032981098,0.017227987,0.5,0.00012835904,8.362974e-05,0.00025287742,1,1,1,1,1,1
110116901,109928242,2490378,0.0024150177,-0.00013551115,-0.0022241548,0.15,2.373292e-07,1.9964637e-07,4.6698128e-07,2490378,0.017274065,-0.016259942,0.01683089,0.4,0.00019744298,0.0003523538,3.6783968e-05,527633,0.0047357404,-0.033713,0.018193042,0.5,0.00010087294,6.08638e-05,0.00024898164,1,1,1,1,1,1
111170628,110982708,2490378,0.0023616059,-0.0001859823,-0.0022035872,0.15,2.3922055e-07,2.0329001e-07,4.742292e-07,2490378,0.01648875,-0.014958462,0.016265692,0.4,0.0001940585,0.0003449298,3.6551257e-05,527633,0.0077833775,-0.03496677,0.020020245,0.5,8.64865e-05,4.6490837e-05,0.00024628156,1,1,1,1,1,1
111909641,111721819,2490378,0.0023321877,-0.0002029449,-0.0021807493,0.15,2.4174284e-07,2.0556652e-07,4.7916285e-07,2490378,0.016173825,-0.013803501,0.016042847,0.4,0.0001925759,0.00034140176,3.6468293e-05,527633,0.0078285495,-0.03636305,0.020312801,0.5,8.092189e-05,3.857854e-05,0.00024168594,1,1,1,1,1,1
