timestamp,timestamp_sample,time_last_fuse,observation[0],observation[1],device_id,observation_variance[0],observation_variance[1],innovation[0],innovation[1],innovation_filtered[0],innovation_filtered[1],innovation_variance[0],innovation_variance[1],test_ratio[0],test_ratio[1],test_ratio_filtered[0],test_ratio_filtered[1],estimator_instance,innovation_rejected,fused
70725271,70534691,70537432,31.185629147254307,117.19753725005395,0,0.25,0.25,0.038088225,-0.038049012,0.031572126,-0.04533243,0.26595262,0.26601166,0.00021819118,0.00021769381,0.0001525565,-0.00031807658,1,0,1
71178822,70984710,70990777,31.1856292874151,117.19753735205857,0,0.25,0.25,0.02803051,-0.039685052,0.03303612,-0.040218152,0.2661673,0.26623482,0.00011807752,0.0002366187,0.00016812823,-0.00025148143,1,0,1
71730793,71533721,71542675,31.18562888513389,117.19753736536349,0,0.25,0.25,0.045942698,-0.02927398,0.036017757,-0.035393007,0.26602805,0.2660954,0.0003173698,0.00012882086,0.00019995362,-0.00019419666,1,0,1
72164799,71972690,71976310,31.185629084826406,117.19753734007291,0,0.25,0.25,0.03925849,-0.032733686,0.036703702,-0.032716736,0.26597115,0.26604104,0.00023178892,0.0001611021,0.0002056198,-0.00016510002,1,0,1
72726029,72534691,72538064,31.18562910606143,117.19753721979666,0,0.25,0.25,0.03836152,-0.026173772,0.042483576,-0.030255243,0.2659611,0.26602983,0.00022132653,0.00010300594,0.00027755575,-0.00014069241,1,0,1
73189348,72991737,73001265,31.185629118465968,117.19753693662787,0,0.25,0.25,0.055850193,-0.014480524,0.044217125,-0.026043802,0.26630414,0.26638013,0.00046852356,3.1486667e-05,0.00030419545,-0.00011073409,1,0,1
73731874,73534691,73543308,31.185629216693474,117.1975358904612,0,0.25,0.25,0.051006563,0.0033298517,0.04994556,-0.0060699307,0.26602092,0.26609004,0.0003911977,1.666791e-06,0.00038290318,-3.6254616e-05,1,0,1
74164789,73974690,73976943,31.185629714651057,117.19753618237277,0,0.25,0.25,0.04360924,-0.016973818,0.04470576,-0.009779476,0.26595825,0.26602775,0.0002860247,4.3320364e-05,0.00030986342,-3.1761883e-05,1,0,1
74726678,74536726,74538697,31.185629725703034,117.19753580763488,0,0.25,0.25,0.03279307,-0.028131811,0.040925242,-0.012151507,0.26595855,0.26601863,0.0001617373,0.000118999,0.00025803872,-3.684035e-05,1,0,1
75179922,74984691,74992043,31.18562861336073,117.19753565115683,0,0.25,0.25,0.029135894,-0.013808783,0.03552392,-0.0148510765,0.2661624,0.26621994,0.00012757629,2.865037e-05,0.0001969063,-4.4113378e-05,1,0,1
75732054,75536690,75543941,31.185630229439152,117.19753485594941,0,0.25,0.25,0.028086498,0.008994028,0.025555586,-0.0027553325,0.26601523,0.26607734,0.000118617485,1.2160755e-05,0.00011475222,-9.843089e-06,1,0,1
76165407,75973740,75977576,31.185630304750124,117.1975345502062,0,0.25,0.25,0.033353735,-0.014476849,0.028223777,-0.004214176,0.26595774,0.26601616,0.00016731553,3.1513748e-05,0.00012986486,-1.1102114e-05,1,0,1
76727161,76534706,76539329,31.18563019114111,117.19753496051577,0,0.25,0.25,0.02498262,-0.004074127,0.025098462,-0.010520747,0.26596212,0.2660119,9.38677e-05,2.4959052e-06,0.00010096194,-2.7287591e-05,1,0,1
77170869,76981753,76982820,31.18563055075237,117.1975347829874,0,0.25,0.25,0.038431995,-0.0022477617,0.025866413,-0.010793306,0.26604012,0.2660934,0.00022207451,7.594976e-07,0.00011236096,-2.8352006e-05,1,0,1
77722760,77532690,77534717,31.18562942796222,117.19753556594786,0,0.25,0.25,0.031183483,0.0015123072,0.023970965,-0.009426506,0.2659231,0.26596543,0.00014626929,3.439655e-07,0.00011047907,-2.4309911e-05,1,0,1
78225199,78030695,78037339,31.185625385398264,117.19753740157459,0,0.25,0.25,-0.016593084,0.000516618,0.00832663,-0.0026536153,0.26535985,0.26540202,4.150295e-05,4.022489e-08,4.2434247e-05,-1.5288299e-05,1,0,1
78718412,78529690,78530104,31.18562593481465,117.19753634629912,0,0.25,0.25,-0.0080396775,0.018294467,-0.0024416235,0.0066603897,0.2649047,0.2649419,9.7599495e-06,5.0529947e-05,-2.0595218e-07,1.9695597e-05,1,0,1
79161529,78972693,78973593,31.185638199419714,117.19752618448265,0,0.25,0.25,0.120300114,-0.061595216,0.009675906,0.0058508427,0.2654646,0.26574492,0.0021806473,0.0005710695,0.00033427268,3.609691e-05,1,0,1
79723199,79527690,79535345,31.185661513510954,117.19750422098515,0,0.25,0.25,0.010887968,0.04828653,-0.008963662,0.036500994,0.26581803,0.2661607,1.783895e-05,0.00035040322,9.459764e-06,0.0003334199,1,0,1
80216025,80026785,80028110,31.185677742666215,117.19748671814965,0,0.25,0.25,-0.03740779,0.038825624,0.03189296,0.0016495611,0.26522937,0.265486,0.00021103886,0.00022711993,0.0010401772,-0.0002848633,1,0,1
