timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7],control[8],control[9],control[10],control[11],reversible_flags
70420233,70420107,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
70422732,70422602,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
70522523,70522399,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
70619824,70619700,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
70722114,70721992,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
70824413,70824283,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
70921708,70921585,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
71023999,71023876,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
71121302,71121178,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
71223596,71223469,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
71320890,71320771,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
71420703,71420568,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
71522980,71522859,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
71620281,71620161,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
71722582,71722452,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
71819890,71819754,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
71922171,71922046,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
72019471,72019347,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
72121829,72121639,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
72224051,72223930,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
72321358,72321231,0.024630575,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
72423650,72423523,0.023399053,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
72521121,72520825,0.06403943,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
72623236,72623116,0.07512318,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
72720680,72720418,0.08743846,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
72822833,72822709,0.08743846,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
72922731,72922506,0.114532046,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
73022427,73022303,0.13669951,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
73122280,73122099,0.13546799,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
73222037,73221895,0.13669951,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
73321857,73321692,0.15147786,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
73419115,73418994,0.16379313,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
73521427,73521285,0.16379313,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
73623711,73623577,0.17733993,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
73721001,73720879,0.20566504,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
73823288,73823170,0.2130542,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
