timestamp,imbalanced_prop_metric,motor_failure_mask,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
70296239,0.008597638,0,0,0,0,0,0,0,0,0
70797663,0.01945819,0,0,0,0,0,0,0,0,0
71303648,0.025923846,0,0,0,0,0,0,0,0,0
71809646,-0.010430315,0,0,0,0,0,0,0,0,0
72315649,0.0032103998,0,0,0,0,0,0,0,0,0
72821647,0.019391159,0,0,0,0,0,0,0,0,0
73327670,0.011590942,0,0,0,0,0,0,0,0,0
73833647,0.001805793,0,0,0,0,0,0,0,0,0
74339668,-0.020102162,0,0,0,0,0,0,0,0,0
74845687,-0.052500095,0,0,0,0,0,0,0,0,0
75351666,-0.08192459,0,0,0,0,0,0,0,0,0
75857665,-0.15266632,0,0,0,0,0,0,0,0,0
76363665,-0.15745081,0,0,0,0,0,0,0,0,0
76869919,-0.12284618,0,0,0,0,0,0,0,0,0
77375665,-0.1322125,0,0,0,0,0,0,0,0,0
77881665,-0.10895535,0,0,0,0,0,0,0,0,0
78387666,-0.06056127,0,0,0,0,0,0,0,0,0
78893665,5.670299e-05,0,0,0,0,0,0,0,0,0
79400032,0.04268358,0,0,0,0,0,0,0,0,0
79905667,-0.060426965,0,0,0,0,0,0,0,0,0
80411665,-0.29965976,0,0,0,0,0,0,0,0,0
80917665,-0.5483063,0,0,0,0,0,0,0,0,0
81423665,-0.7001618,0,0,0,0,0,0,0,0,0
81930913,-0.94415665,0,0,0,0,0,0,0,0,0
82436646,-1.1370193,0,0,0,0,0,0,0,0,0
82942663,-1.4121468,0,0,0,0,0,0,0,0,0
83448801,-1.715705,0,0,0,0,0,0,0,0,0
83954648,-1.8101431,0,0,0,0,0,0,0,0,0
84460648,-2.0663667,0,0,0,0,0,0,0,0,0
84967646,-2.1599562,0,0,0,0,0,0,0,0,0
85473646,-2.3503716,0,0,0,0,0,0,0,0,0
85979646,-2.5032964,0,0,0,0,0,0,0,0,0
86485646,-2.5834856,0,0,0,0,0,0,0,0,0
86991800,-2.8067272,0,0,0,0,0,0,0,0,0
87497645,-2.7763567,0,0,0,0,0,0,0,0,0
88003648,-3.0088325,0,0,0,0,0,0,0,0,0
88509646,-2.9977255,0,0,0,0,0,0,0,0,0
89016912,-3.0784495,0,0,0,0,0,0,0,0,0
89522783,-3.1562707,0,0,0,0,0,0,0,0,0
90028656,-3.143529,0,0,0,0,0,0,0,0,0
90325785,-3.180272,0,0,0,0,0,0,0,0,0
90831658,-3.0473557,0,0,0,0,0,0,0,0,0
91339647,-2.8508923,0,0,0,0,0,0,0,0,0
91845648,-2.7369652,0,0,0,0,0,0,0,0,0
92351646,-2.7106683,0,0,0,0,0,0,0,0,0
92857648,-2.8262033,0,0,0,0,0,0,0,0,0
93363649,-2.848896,0,0,0,0,0,0,0,0,0
93870647,-2.8186066,0,0,0,0,0,0,0,0,0
94376647,-2.782042,0,0,0,0,0,0,0,0,0
94883646,-2.7408977,0,0,0,0,0,0,0,0,0
95390646,-2.914672,0,0,0,0,0,0,0,0,0
95896647,-2.9521701,0,0,0,0,0,0,0,0,0
96402749,-2.9812078,0,0,0,0,0,0,0,0,0
96908841,-3.06096,0,0,0,0,0,0,0,0,0
97414648,-3.0084403,0,0,0,0,0,0,0,0,0
97920646,-2.9885204,0,0,0,0,0,0,0,0,0
98427651,-3.040519,0,0,0,0,0,0,0,0,0
98933648,-3.0438836,0,0,0,0,0,0,0,0,0
99439671,-3.1733327,0,0,0,0,0,0,0,0,0
99946649,-3.1659718,0,0,0,0,0,0,0,0,0
100452648,-3.1473792,0,0,0,0,0,0,0,0,0
100958807,-3.1896873,0,0,0,0,0,0,0,0,0
101465678,-3.2814856,0,0,0,0,0,0,0,0,0
101971685,-3.2339563,0,0,0,0,0,0,0,0,0
102477665,-3.375474,0,0,0,0,0,0,0,0,0
102983666,-3.3570693,0,0,0,0,0,0,0,0,0
103489665,-3.3779845,0,0,0,0,0,0,0,0,0
103995693,-3.469473,0,0,0,0,0,0,0,0,0
104502645,-3.4298952,0,0,0,0,0,0,0,0,0
105008799,-3.4649813,0,0,0,0,0,0,0,0,0
