timestamp,timestamp_sample,indicated_airspeed_m_s,true_airspeed_m_s,confidence
71400801,71369135,3.3385937,3.4033313,1.0
72413740,72382506,3.3385937,3.403311,1.0
73416697,73389217,3.7960417,3.8696754,1.0
74374736,74342507,4.668645,4.7599144,1.0
75387697,75355855,1.982843,2.021277,1.0
76400612,76369131,4.2040043,4.2862086,1.0
77403565,77375790,3.6223774,3.693277,1.0
78416534,78389205,1.2356453,1.2598035,1.0
79374549,79342497,4.6317058,4.72234,1.0
80362574,80333563,4.3905444,4.476474,1.0
81375472,81342498,-2.3117461,-2.356866,1.0
82388392,82355861,3.8185997,3.8930948,1.0
83401474,83365784,6.1318455,6.2517443,1.0
84349377,84329168,5.696164,5.8089223,1.0
85387257,85362495,6.796195,6.931213,1.0
86390195,86352497,6.827716,6.9634066,1.0
87403121,87337941,6.2703485,6.3952813,1.0
88336220,88309329,2.7457137,2.800506,1.0
89389051,89364774,5.1134987,5.216932,1.0
90377014,90351439,4.1214743,4.205101,1.0
91414874,91382506,4.4035664,4.4927106,1.0
92347965,92329098,7.224983,7.370374,1.0
93375846,93349196,7.6578026,7.8133492,1.0
94388759,94362506,7.0444136,7.1880493,1.0
95416641,95389216,6.2014837,6.327875,1.0
96389642,96362489,7.6578026,7.8155093,1.0
97387571,97362497,4.3742127,4.46451,1.0
98280733,98235789,3.312768,3.3811855,1.0
99403412,99375668,6.6039114,6.741572,1.0
100361426,100329128,5.5742345,5.6908536,1.0
101414292,101409321,-3.4950192,-3.568189,1.0
102402205,102375798,6.5385604,6.676829,1.0
103415105,103382512,6.3722515,6.5076075,1.0
104403067,104395685,7.9602604,8.129643,1.0
105400994,105369133,5.9613953,6.0895724,1.0
106373977,106349205,5.771062,5.895278,1.0
107376932,107369334,5.5433326,5.662756,1.0
108389803,108362506,4.840259,4.9455776,1.0
109402702,109373558,4.8254495,4.930793,1.0
110400630,110355825,6.405858,6.547121,1.0
111358659,111335674,6.4058585,6.5473804,1.0
112401467,112369127,6.564779,6.7099924,1.0
113334543,113302498,6.694331,6.842582,1.0
114347421,114312491,5.8450007,5.9757414,1.0
115400267,115395674,6.921417,7.0761857,1.0
116348259,116322494,5.5044622,5.6286707,1.0
117401072,117365800,2.7457125,2.8078773,1.0
118374156,118322509,7.1051135,7.266249,1.0
119362090,119329132,6.616904,6.7683487,1.0
120399839,120347779,7.1412854,7.304868,1.0
121402741,121382495,5.2787895,5.399682,1.0
122400663,122373543,5.1134987,5.2316637,1.0
123373634,123342499,3.6342127,3.7190132,1.0
124376541,124347043,7.0444136,7.209218,1.0
125374460,125362492,8.067433,8.256288,1.0
126387353,126362507,7.4011493,7.574576,1.0
127375333,127351437,7.2051435,7.3753824,1.0
128388178,128355863,5.99014,6.1317935,1.0
129361169,129329131,5.257051,5.3824277,1.0
130374030,130322519,3.9075317,4.0008082,1.0
131416869,131402502,4.423028,4.528833,1.0
132359888,132342489,5.5433326,5.6768107,1.0
133402713,133369125,7.2605586,7.4349093,1.0
134320795,134285785,4.7052946,4.8185306,1.0
135388564,135362490,2.2276251,2.281685,1.0
136376497,136349210,-1.3815482,-1.4150956,1.0
137374435,137342503,5.815538,5.9569297,1.0
138362348,138335801,3.9620998,4.0592275,1.0
139375236,139347047,7.1252317,7.3003273,1.0
140388145,140355867,5.5433326,5.679742,1.0
141401002,141372493,5.9180155,6.064828,1.0
142349021,142329159,4.7052946,4.8221684,1.0
143376870,143324772,4.519076,4.6313024,1.0
144389755,144364768,4.3248467,4.4323125,1.0
145372697,145339202,5.3861666,5.5210724,1.0
146385604,146382511,4.8844185,5.0067053,1.0
147363534,147335668,4.9715605,5.096248,1.0
148374011,148369347,7.7414627,7.9369354,1.0
149374493,149351437,7.084938,7.264051,1.0
150402180,150375799,5.5433326,5.6836247,1.0
151390108,151333546,6.0377445,6.191646,1.0
152388070,152355868,5.9034843,6.054179,1.0
153415861,153389200,5.5044622,5.644797,1.0
154413776,154382495,6.378987,6.5427938,1.0
155401708,155369082,2.0256958,2.077769,1.0
156389645,156364766,6.0377445,6.192959,1.0
157402547,157375790,5.4653144,5.605804,1.0
158400426,158369077,6.7007427,6.874152,1.0
159373388,159342508,4.423028,4.5375896,1.0
160376290,160349329,6.6039114,6.775069,1.0
161414117,161382495,5.305838,5.444216,1.0
162417043,162395901,7.6297116,7.82823,1.0
163400041,163365795,4.423028,4.538222,1.0
164402855,164377942,7.165299,7.353245,1.0
165415730,165409321,6.921417,7.1032324,1.0
166388703,166360223,7.3623652,7.555909,1.0
167386597,167342493,6.9831862,7.167015,1.0
168374530,168342492,5.620268,5.7693467,1.0
169372432,169329199,7.105113,7.293957,1.0
170390356,170362511,6.796195,6.9770436,1.0
171413152,171369171,6.0849767,6.2473617,1.0
172361168,172335787,6.5385604,6.714389,1.0
173413964,173382507,7.6297116,7.8351398,1.0
174376977,174369323,6.921417,7.107781,1.0
175399794,175349088,4.884418,5.0169473,1.0
176347806,176315905,5.8450007,6.0038133,1.0
177400623,177329172,7.9602604,8.177194,1.0
178398708,178377944,5.4914436,5.6412106,1.0
179376470,179332492,6.3384657,6.5117264,1.0
180374520,180339207,6.7645273,6.9508996,1.0
181417172,181360394,6.2703485,6.4433928,1.0
182415085,182409335,8.7811,9.023646,1.0
183403013,183325786,7.1352696,7.3339224,1.0
184375971,184347045,8.748437,8.992457,1.0
185413798,185359205,7.013867,7.209761,1.0
186361807,186342492,4.9715605,5.1104317,1.0
