timestamp,time_estimate,safe_time_estimate,valid
70857516,0.0,0.0,0
72873209,0.0,0.0,0
74899352,0.0,0.0,0
76925083,0.0,0.0,0
78950860,124.8164,237.29803,1
80976716,124.30931,236.74025,1
82992895,124.40978,236.85077,1
85018359,122.11487,234.32635,1
87044201,120.58958,232.64854,1
89070173,118.37101,230.20811,1
91086968,117.0958,228.80539,1
93112021,120.29381,232.3232,1
95137683,119.16732,231.08406,1
97163383,119.03881,230.94269,1
99189399,119.665504,231.63206,1
101215434,119.47246,231.41971,1
103240837,119.20234,231.12257,1
105266672,118.39409,230.2335,1
107292672,117.56955,229.3265,1
109308506,116.41287,228.05417,1
111334125,114.52293,225.97522,1
113359849,112.500565,223.75063,1
115385748,111.28229,222.41052,1
117411510,109.70947,220.68042,1
119437248,107.48075,218.22884,1
121453120,105.64639,216.21103,1
123479712,103.65661,214.02228,1
125504562,101.78273,211.961,1
127530388,99.62023,209.58226,1
129556416,97.55724,207.31297,1
131581934,95.105995,204.6166,1
133607833,93.605995,202.9666,1
135633540,92.24809,201.4729,1
137649371,91.83305,201.01636,1
139675209,90.9325,200.02576,1
141700837,89.030266,197.93329,1
143732020,88.463394,197.30974,1
145752329,88.03642,196.84007,1
147778112,87.587746,196.34653,1
149793926,86.56022,195.21625,1
151819667,85.673485,194.24083,1
153845580,85.51713,194.06885,1
155871891,88.92966,197.82263,1
157896995,92.49,201.739,1
159922591,95.7009,205.271,1
161948709,98.03467,207.83813,1
163954263,99.5034,209.45375,1
165979920,100.052666,210.05794,1
168004724,101.36965,211.50662,1
170028716,102.22509,212.4476,1
172047321,101.3921,211.53131,1
174073195,102.43323,212.67656,1
176101358,104.09472,214.5042,1
178124512,105.7887,216.36757,1
180150243,106.122765,216.73505,1
182174722,107.690186,218.45921,1
184196876,106.94685,217.64154,1
186217459,109.194534,220.11398,1
188243562,109.25458,220.18004,1
190269067,108.32411,219.15652,1
192295049,108.78676,219.66544,1
194318876,108.181244,218.99937,1
196343999,107.95941,218.75536,1
198362016,106.0494,216.65434,1
200387817,101.670105,211.83711,1
202413534,98.42067,208.26274,1
204439426,96.404495,206.04495,1
206463718,95.20978,204.73076,1
208480969,94.903984,204.39438,1
210514871,91.978836,201.17673,1
212539707,90.16113,199.17725,1
214558239,87.02295,195.72525,1
216583741,83.9192,192.31111,1
218609572,81.175934,189.29353,1
220636120,78.78374,186.66211,1
222659706,77.12723,184.83995,1
224684724,76.24967,183.87463,1
226702511,75.0536,182.55896,1
228728284,73.84573,181.23032,1
230754030,72.775566,180.05313,1
232779781,73.31785,180.64963,1
234805437,74.92858,182.42145,1
236829722,76.603806,184.26419,1
238847029,78.60817,186.469,1
240872713,79.69167,187.66084,1
242898395,82.35635,190.592,1
244924459,84.5,192.95,1
246949908,87.1383,195.85213,1
248975683,89.98235,198.98059,1
251000703,93.18531,202.50385,1
253024719,96.25603,205.88164,1
255042955,98.13401,207.94742,1
257068607,101.49491,211.64441,1
259094442,104.408455,214.8493,1
261120202,106.498146,217.14796,1
263146190,109.06999,219.97699,1
265169734,112.597466,223.85721,1
267194904,116.67572,228.34329,1
269213224,120.19321,232.21252,1
271238769,124.18783,236.60661,1
273264594,127.013985,239.7154,1
275280314,127.09693,239.80663,1
277296016,0.0,0.0,0
279321751,0.0,0.0,0
281327448,0.0,0.0,0
283353254,0.0,0.0,0
285379309,0.0,0.0,0
287404835,124.760414,237.23647,1
289430568,123.85624,236.24187,1
291446282,123.39349,235.73285,1
293472253,122.981224,235.27934,1
295497870,122.464905,234.7114,1
297523731,122.006035,234.20663,1
299549667,121.521675,233.67384,1
301565224,121.60467,233.76514,1
303590888,121.47422,233.62164,1
305616698,121.4817,233.62987,1
307642439,0.0,0.0,0
309668294,0.0,0.0,0
311693993,0.0,0.0,0
313719769,0.0,0.0,0
