timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,wheel_rate_integ
70420214,0.0,0.0,0.0,0.0
70422714,0.0,0.0,0.0,0.0
70619805,0.0,0.0,0.0,0.0
70824390,0.0,0.0,0.0,0.0
71023980,0.0,0.0,0.0,0.0
71223577,0.0,0.0,0.0,0.0
71420685,0.0,0.0,0.0,0.0
71620263,0.0,0.0,0.0,0.0
71819872,0.0,0.0,0.0,0.0
72019453,0.0,0.0,0.0,0.0
72224034,0.0,0.0,0.0,0.0
72423632,0.0,0.0,0.0,0.0
72623219,0.0,0.0,0.0,0.0
72822812,0.0,0.0,0.0,0.0
73022406,0.0,0.0,0.0,0.0
73222016,0.0,0.0,0.0,0.0
73419095,0.0,0.0,0.0,0.0
73623693,0.0,0.0,0.0,0.0
73823270,0.0,0.0,0.0,0.0
74022878,0.0,0.0,0.0,0.0
74222455,0.0,0.0,0.0,0.0
74422051,0.0,0.0,0.0,0.0
74621643,0.0,0.0,0.0,0.0
74821237,0.0,0.0,0.0,0.0
75023325,0.0,0.0,0.0,0.0
75222923,0.0,0.0,0.0,0.0
75422518,0.0,0.0,0.0,0.0
75622105,0.0,0.0,0.0,0.0
75821700,0.0,0.0,0.0,0.0
76021291,0.0,0.0,0.0,0.0
76220888,0.0,0.0,0.0,0.0
76422971,0.0,0.0,0.0,0.0
76622568,0.0,0.0,0.0,0.0
76822155,0.0,0.0,0.0,0.0
77021749,0.0,0.0,0.0,0.0
77221342,0.0,0.0,0.0,0.0
77420936,0.0,0.0,0.0,0.0
77620529,0.0,0.0,0.0,0.0
77820133,0.0,0.0,0.0,0.0
78022242,0.0,0.0,0.0,0.0
78221805,-0.010332242,-0.00433256,0.006438309,0.0
78421414,-0.027294617,-0.015573679,0.009564503,0.0
78620993,-0.041869987,-0.013504461,0.01768347,0.0
78820586,-0.05957825,-0.014649968,0.022973439,0.0
79020178,-0.081700094,-0.055391587,0.038320724,0.0
79222265,-0.09224477,-0.07675555,0.052934162,0.0
79421857,-0.097421564,-0.08670445,0.0572166,0.0
79621451,-0.09714665,-0.08749262,0.05388869,0.0
79821040,-0.09630652,-0.085781425,0.049735427,0.0
80020638,-0.0873116,-0.0839092,0.0441219,0.0
80220230,-0.100388244,-0.08236727,0.041492272,0.0
80419820,-0.10246864,-0.08200912,0.04266356,0.0
80624416,-0.10116996,-0.08266081,0.046118855,0.0
80824008,-0.10730618,-0.08567781,0.050640907,0.0
81021102,-0.1103848,-0.09123322,0.052951187,0.0
81220695,-0.10816837,-0.09565399,0.053045288,0.0
81420445,-0.10313132,-0.09972673,0.051295597,0.0
81620011,-0.096248895,-0.10403182,0.047469776,0.0
81819590,-0.092807345,-0.10529677,0.04541831,0.0
82024075,-0.07890592,-0.10015463,0.045034014,0.0
82223646,-0.070835315,-0.1056492,0.045444176,0.0
82423237,-0.068836406,-0.11723662,0.05002357,0.0
82622824,-0.071506836,-0.122793116,0.04886489,0.0
82822420,-0.07665842,-0.13717832,0.049509056,0.0
83022009,-0.079165444,-0.15127303,0.04867154,0.0
83221612,-0.079413995,-0.1576351,0.052559134,0.0
83423681,-0.077568166,-0.16618395,0.058683816,0.0
83623275,-0.0826471,-0.18487196,0.061871365,0.0
83822867,-0.09224505,-0.19891642,0.06377215,0.0
84022456,-0.10110184,-0.21252209,0.06370777,0.0
84222049,-0.1053754,-0.22039841,0.066611126,0.0
84421642,-0.09910112,-0.22790416,0.06974281,0.0
84621232,-0.0851006,-0.2356495,0.072883315,0.0
84823317,-0.07485685,-0.24388988,0.07132748,0.0
85022915,-0.0713377,-0.25418803,0.06923918,0.0
85222509,-0.08125245,-0.26116088,0.06903128,0.0
85422091,-0.08661199,-0.2706329,0.07402543,0.0
85621682,-0.086046405,-0.27986827,0.075918555,0.0
85821272,-0.08657162,-0.28450224,0.076134734,0.0
86020866,-0.0821263,-0.29451612,0.0772155,0.0
86222951,-0.0846091,-0.30596802,0.07986092,0.0
86422540,-0.08825556,-0.31774032,0.08335964,0.0
86622132,-0.085764155,-0.3252459,0.08609642,0.0
86821729,-0.08482993,-0.33447698,0.08629967,0.0
87021312,-0.07902256,-0.34378165,0.08870579,0.0
87220903,-0.071219884,-0.34754452,0.08974208,0.0
87420496,-0.06608493,-0.35697705,0.09183138,0.0
87622581,-0.0679482,-0.36571667,0.094882645,0.0
87822186,-0.071484074,-0.36536577,0.098741055,0.0
