timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],reset_integral,fw_control_yaw_wheel
70417859,0.0,0.9281683,-0.01313125,0.14427449,-0.3428062,0.014778346,0.0,0.0,0,0
70422851,0.0,0.92829734,-0.013185581,0.14426953,-0.3424566,0.014778346,0.0,0.0,0,0
70472743,0.0,0.9294018,0.039243374,0.12466573,-0.34515327,0.014778346,0.0,0.0,0,0
70522666,0.0,0.92973226,0.09655974,0.083804525,-0.34532717,0.014778346,0.0,0.0,0,0
70572582,0.0,0.93956274,0.07410364,0.010680673,-0.33409035,0.014778346,0.0,0.0,0,0
70617452,0.0,0.9453598,-0.027926259,0.008228339,-0.32472616,0.014778346,0.0,0.0,0,0
70672360,0.0,0.9406536,-0.0161757,0.14874743,-0.3046034,0.014778346,0.0,0.0,0,0
70722248,0.0,0.9429932,-0.01977233,0.14351518,-0.29962695,0.014778346,0.0,0.0,0,0
70767146,0.0,0.94414335,-0.020326437,0.14343776,-0.2959829,0.014778346,0.0,0.0,0,0
70822030,0.0,0.94497454,-0.02073099,0.14337985,-0.2933183,0.014778346,0.0,0.0,0,0
70871924,0.0,0.9455171,-0.02099695,0.14334115,-0.2915647,0.014778346,0.0,0.0,0,0
70921845,0.0,0.9458273,-0.021149721,0.14331868,-0.29055676,0.014778346,0.0,0.0,0,0
70971734,0.0,0.9456,-0.020111047,0.14305402,-0.29149926,0.014778346,0.0,0.0,0,0
71021626,0.0,0.9446104,-0.02055331,0.14340544,-0.29448903,0.014778346,0.0,0.0,0,0
71071527,0.0,0.94308037,-0.019814087,0.14350943,-0.2993526,0.014778346,0.0,0.0,0,0
71121443,0.0,0.94123924,-0.018939495,0.14362746,-0.305092,0.014778346,0.0,0.0,0,0
71171345,0.0,0.9394172,-0.018089142,0.14373705,-0.31065717,0.014778346,0.0,0.0,0,0
71221220,0.0,0.93790245,-0.017393168,0.14382292,-0.31520078,0.014778346,0.0,0.0,0,0
71271114,0.0,0.93694115,-0.01695642,0.14387508,-0.31804696,0.014778346,0.0,0.0,0,0
71321019,0.0,0.9366137,-0.016808499,0.14389242,-0.31901002,0.014778346,0.0,0.0,0,0
71370911,0.0,0.9371604,-0.017055715,0.14386334,-0.31740022,0.014778346,0.0,0.0,0,0
71420825,0.0,0.9385919,-0.016791012,0.1434816,-0.313331,0.014778346,0.0,0.0,0,0
71470710,0.0,0.9406056,-0.017721802,0.14336962,-0.3072333,0.014778346,0.0,0.0,0,0
71520617,0.0,0.9427268,-0.019644884,0.1435327,-0.30046418,0.014778346,0.0,0.0,0,0
71570490,0.0,0.94445205,-0.020476287,0.14341645,-0.2949963,0.014778346,0.0,0.0,0,0
71620391,0.0,0.9453716,-0.019999133,0.14306971,-0.29223886,0.014778346,0.0,0.0,0,0
71670292,0.0,0.945615,-0.021045106,0.14333408,-0.29124704,0.014778346,0.0,0.0,0,0
71720268,0.0,0.94579864,-0.020208646,0.14304027,-0.29085398,0.014778346,0.0,0.0,0,0
71770089,0.0,0.9465427,-0.021503942,0.14326596,-0.28821775,0.014778346,0.0,0.0,0,0
71820033,0.0,0.94718003,-0.021821845,0.14321789,-0.28611636,0.014778346,0.0,0.0,0,0
71869888,0.0,0.94715756,-0.021810604,0.14321959,-0.2861907,0.014778346,0.0,0.0,0,0
71919830,0.0,0.94664216,-0.021553399,0.14325853,-0.28789097,0.014778346,0.0,0.0,0,0
71969691,0.0,0.94606155,-0.02126541,0.14330156,-0.2897931,0.014778346,0.0,0.0,0,0
72019582,0.0,0.94547904,-0.020978257,0.14334388,-0.291688,0.014778346,0.0,0.0,0,0
72069487,0.0,0.9452042,-0.020843402,0.14336355,-0.29257733,0.014778346,0.0,0.0,0,0
72119499,0.0,0.9453805,-0.02092986,0.14335096,-0.29200724,0.014778346,0.0,0.0,0,0
72169293,0.0,0.94565386,-0.021064244,0.14333127,-0.29112074,0.014778346,0.0,0.0,0,0
72224165,0.0,0.9456026,-0.021038996,0.14333498,-0.29128736,0.014778346,0.0,0.0,0,0
72269070,0.0,0.9450762,-0.02078073,0.14337265,-0.29299048,0.020935982,0.0,0.0,0,0
72319015,0.0,0.9440612,-0.019361971,0.14315733,-0.2964449,0.024630576,0.0,0.0,0,0
72368866,0.0,0.94280916,-0.019684264,0.1435273,-0.30020553,0.023399055,0.0,0.0,0,0
72423762,0.0,0.94140124,-0.01901581,0.14361739,-0.30459183,0.023399055,0.0,0.0,0,0
72468682,0.0,0.9403769,-0.017615205,0.14338274,-0.30793253,0.025862098,0.0,0.0,0,0
72518671,0.0,0.9393792,-0.018071579,0.14373925,-0.31077194,0.06403944,0.0,0.0,0,0
72573458,0.0,0.9379971,-0.017436389,0.1438177,-0.3149189,0.06773403,0.0,0.0,0,0
72623348,0.0,0.9358161,-0.016450012,0.14393385,-0.32134214,0.07758623,0.0,0.0,0,0
72668260,0.0,0.9332716,-0.014411404,0.1437401,-0.32883924,0.08374387,0.0,0.0,0,0
72718209,0.0,0.9306087,-0.013260026,0.1438509,-0.33630136,0.087438464,0.0,0.0,0,0
72773053,0.0,0.9291277,-0.013536498,0.14423703,-0.34019738,0.087438464,0.0,0.0,0,0
72822955,0.0,0.92974657,-0.01289253,0.1438843,-0.33867738,0.087438464,0.0,0.0,0,0
72867858,0.0,0.9319603,-0.013841315,0.14379613,-0.33253738,0.088669986,0.0,0.0,0,0
72922871,0.0,0.9362569,-0.016647838,0.1439111,-0.32005548,0.11453205,0.0,0.0,0,0
72972681,0.0,0.9408355,-0.018749762,0.14365236,-0.30633503,0.135468,0.0,0.0,0,0
73022554,0.0,0.9455604,-0.021018235,0.14333802,-0.2914243,0.13669953,0.0,0.0,0,0
73067443,0.0,0.94956774,-0.02303324,0.14302805,-0.27808928,0.135468,0.0,0.0,0,0
73122399,0.0,0.95362633,-0.02423531,0.14241333,-0.26406032,0.135468,0.0,0.0,0,0
73172231,0.0,0.9561415,-0.026555983,0.14241607,-0.25457042,0.13669953,0.0,0.0,0,0
73212149,0.0,0.95742774,-0.027282218,0.14227873,-0.24968906,0.13669953,0.0,0.0,0,0
73272030,0.0,0.9582909,-0.027777202,0.14218292,-0.24635556,0.1490148,0.0,0.0,0,0
73321971,0.0,0.95858896,-0.027949605,0.14214914,-0.24519327,0.15147787,0.0,0.0,0,0
73371846,0.0,0.95897365,-0.027227802,0.14187162,-0.24392758,0.15517244,0.0,0.0,0,0
73416744,0.0,0.95937335,-0.027461026,0.14182664,-0.24235052,0.16379315,0.0,0.0,0,0
73471623,0.0,0.96037275,-0.028050475,0.14171125,-0.23835954,0.16379315,0.0,0.0,0,0
73521545,0.0,0.9612974,-0.029553466,0.14182436,-0.23434992,0.16379315,0.0,0.0,0,0
73571432,0.0,0.9615316,-0.02874596,0.14157182,-0.2336411,0.17364535,0.0,0.0,0,0
73621349,0.0,0.96084833,-0.029282711,0.1418805,-0.2361843,0.17733994,0.0,0.0,0,0
73671214,0.0,0.9596356,-0.028561287,0.1420275,-0.24106435,0.17733994,0.0,0.0,0,0
73721116,0.0,0.9585269,-0.02791363,0.1421562,-0.24543588,0.20566505,0.0,0.0,0,0
73771008,0.0,0.958003,-0.02761137,0.14221522,-0.24747297,0.21305421,0.0,0.0,0,0
73820914,0.0,0.958189,-0.027718445,0.14219439,-0.24675155,0.21305421,0.0,0.0,0,0
73870808,0.0,0.9587405,-0.027092412,0.14189753,-0.24484254,0.21182269,0.0,0.0,0,0
73920717,0.0,0.95887184,-0.027168624,0.14188296,-0.24432755,0.21059117,0.0,0.0,0,0
73970607,0.0,0.9584009,-0.026896153,0.14193486,-0.24616818,0.21305421,0.0,0.0,0,0
74020547,0.0,0.95748836,-0.02731676,0.1422721,-0.24945661,0.22536948,0.0,0.0,0,0
74070402,0.0,0.9567954,-0.026923535,0.14234704,-0.25210133,0.22413796,0.0,0.0,0,0
74120300,0.0,0.9566514,-0.026842289,0.14236239,-0.2526474,0.22413796,0.0,0.0,0,0
74170192,0.0,0.95706767,-0.027077576,0.14231782,-0.2510657,0.22413796,0.0,0.0,0,0
74220136,0.0,0.9577802,-0.026539894,0.14200191,-0.24857244,0.22290644,0.0,0.0,0,0
74269999,0.0,0.958344,-0.02780786,0.14217693,-0.24614893,0.22290644,0.0,0.0,0,0
74319895,0.0,0.9587014,-0.027069787,0.14190185,-0.2449954,0.22290644,0.0,0.0,0,0
74369795,0.0,0.95892817,-0.027201362,0.14187668,-0.2441063,0.22783256,0.0,0.0,0,0
74419732,0.0,0.95886153,-0.028107956,0.1421179,-0.24412516,0.25000003,0.0,0.0,0,0
74469592,0.0,0.9580447,-0.026691334,0.14197353,-0.24755074,0.25000003,0.0,0.0,0,0
74519490,0.0,0.9564243,-0.025772924,0.14214312,-0.2537393,0.25000003,0.0,0.0,0,0
74569396,0.0,0.95467055,-0.024802351,0.14231567,-0.26025993,0.24876851,0.0,0.0,0,0
74619300,0.0,0.95335853,-0.025028327,0.14269246,-0.26480183,0.25000003,0.0,0.0,0,0
74674165,0.0,0.95298076,-0.02388857,0.14247191,-0.26638088,0.26600987,0.0,0.0,0,0
74719143,0.0,0.9534928,-0.025100762,0.14267974,-0.2643178,0.28448278,0.0,0.0,0,0
74768982,0.0,0.95471513,-0.024826722,0.14231142,-0.26009646,0.28448278,0.0,0.0,0,0
74818882,0.0,0.95656216,-0.02585022,0.14212908,-0.25321913,0.28325126,0.0,0.0,0,0
74873758,0.0,0.9583962,-0.027838022,0.14217103,-0.2459456,0.28325126,0.0,0.0,0,0
74918708,0.0,0.959237,-0.028327167,0.14207438,-0.24264562,0.28325126,0.0,0.0,0,0
74968571,0.0,0.9597234,-0.027666446,0.14178672,-0.24096054,0.28325126,0.0,0.0,0,0
75023454,0.0,0.9604762,-0.029059852,0.14192632,-0.23769303,0.28325126,0.0,0.0,0,0
75073366,0.0,0.96161157,-0.029744102,0.1417845,-0.23305736,0.28325126,0.0,0.0,0,0
75118313,0.0,0.96302176,-0.029660475,0.14138304,-0.22742093,0.28325126,0.0,0.0,0,0
75168165,0.0,0.9645258,-0.030608367,0.14118086,-0.22095473,0.28325126,0.0,0.0,0,0
75223052,0.0,0.9653378,-0.031131234,0.14106649,-0.21737964,0.29556653,0.0,0.0,0,0
75273007,0.0,0.9653855,-0.03116216,0.14105967,-0.21716803,0.3029557,0.0,0.0,0,0
75317871,0.0,0.96474975,-0.030751765,0.1411497,-0.21997485,0.32266012,0.0,0.0,0,0
75372747,0.0,0.962601,-0.029399902,0.14143746,-0.22919506,0.32389164,0.0,0.0,0,0
75422651,0.0,0.9598984,-0.02776955,0.14176656,-0.24026251,0.32758623,0.0,0.0,0,0
75472553,0.0,0.95774883,-0.026521996,0.14200525,-0.24869314,0.32389164,0.0,0.0,0,0
75517453,0.0,0.95766145,-0.02647212,0.14201456,-0.24902949,0.32389164,0.0,0.0,0,0
75572356,0.0,0.9596322,-0.027612798,0.14179718,-0.24132362,0.3362069,0.0,0.0,0,0
75622232,0.0,0.9619337,-0.028990433,0.14152195,-0.23198004,0.362069,0.0,0.0,0,0
75667169,0.0,0.9634071,-0.029900884,0.14133239,-0.22578277,0.3706897,0.0,0.0,0,0
75722035,0.0,0.9636251,-0.030037628,0.14130339,-0.22485043,0.39285716,0.0,0.0,0,0
75771949,0.0,0.96271396,-0.029469669,0.14142294,-0.2287202,0.39162564,0.0,0.0,0,0
