timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping,gyro_clipping,accel_calibration_count,gyro_calibration_count
70417612,-0.8178644,-0.3773456,0.06645743,4989,0,3.2263515,1.7935593,-8.678249,4900,0,0,2,1
70422602,-0.77482915,-0.38194844,0.08815589,4990,0,3.146453,1.601035,-8.768699,4900,0,0,2,1
70427594,-0.729263,-0.38648635,0.09159522,4992,0,3.0331373,1.7602489,-8.713024,4901,0,0,2,1
70432582,-0.71751404,-0.40070024,0.10925552,4988,0,2.979229,2.1523018,-8.772267,4899,0,0,2,1
70437572,-0.6850887,-0.39886376,0.121190265,4990,0,2.9163098,1.8257295,-8.682474,4900,0,0,2,1
70442562,-0.6752122,-0.41891047,0.10859802,4990,0,2.9742186,2.1527033,-8.710037,7354,0,0,2,1
70447551,-0.68805796,-0.41422167,0.13021232,4989,0,3.0290313,2.3788621,-8.68141,4895,0,0,2,1
70452541,-0.68069875,-0.4129203,0.14975013,4990,0,2.8598676,1.7729639,-8.675574,4902,0,0,2,1
70457531,-0.6429263,-0.4171104,0.15528393,4990,0,2.9056845,2.1096058,-8.747015,4898,0,0,2,1
70462521,-0.6306049,-0.41618323,0.17472163,4990,0,2.8228812,2.0853918,-8.735699,4900,0,0,2,1
70467511,-0.595975,-0.41840017,0.17418855,4990,0,2.7290986,2.0904882,-8.753799,4900,0,0,2,1
70472500,-0.5671059,-0.4127158,0.18478377,4989,0,2.7711582,2.3570757,-8.824766,4900,0,0,2,1
70477490,-0.5413224,-0.41413292,0.19505915,4990,0,2.6870604,2.3176162,-8.871436,4900,0,0,2,1
70482480,-0.48625976,-0.4099592,0.20698306,4990,0,2.7092607,2.4078467,-8.836561,4900,0,0,2,1
