timestamp,altitude_sp,altitude_reference,altitude_time_constant,height_rate_reference,height_rate_direct,height_rate_setpoint,height_rate,equivalent_airspeed_sp,true_airspeed_sp,true_airspeed_filtered,true_airspeed_derivative_sp,true_airspeed_derivative,true_airspeed_derivative_raw,total_energy_rate_sp,total_energy_rate,total_energy_balance_rate_sp,total_energy_balance_rate,throttle_integ,pitch_integ,throttle_sp,pitch_sp_rad,throttle_trim,underspeed_ratio,fast_descend_ratio
90357496,41.761658,41.7771,10.0,1.0280797,nan,0.15421197,1.0280797,6.995485,7.137229,6.640829,0.0,0.0,0.0,1.5123029,10.082019,2.2684543,15.123028,0.0,0.0,0.58396053,0.0052249054,0.6121659,0.0,0.0
90377308,41.761658,41.79711,10.0,0.9904638,nan,0.14895485,1.179883,6.9958577,7.1376095,6.640829,0.09935608,0.0,0.0,2.1706944,10.15226,1.8365399,17.356049,-3.9899063e-05,-0.00023601827,0.5861889,-0.0007406147,0.61217844,0.0,0.0
90556930,70.47092,41.949875,10.0,0.8,nan,0.12359269,0.72455055,6.9964585,7.138359,6.313105,0.16505079,-0.29548272,0.0,2.3911443,8.991334,1.2289495,11.590828,-0.00037115757,-0.0021012346,0.6063963,-0.0073561226,0.6121659,0.0,0.0
90756518,70.47092,42.109543,10.0,0.8,nan,0.1339473,0.44316843,6.9952664,7.1370244,6.275895,0.17222586,-0.25852963,0.0,2.5471225,6.9480224,1.3557713,7.3302493,-0.00064444676,-0.0033319828,0.6288499,0.0041356552,0.61216366,0.0,0.0
90956132,70.47092,42.269238,10.0,0.8,nan,0.153115,-0.13860042,7.0,7.1419725,5.599638,0.3084669,-0.84972924,0.0,3.715651,3.4553945,1.1507869,0.3402794,-0.00075084786,-0.0038261707,0.6513065,0.01934406,0.612173,0.0,0.0
91155980,70.47092,42.42911,10.0,0.8,nan,0.19674218,-1.5405205,7.0,7.1420546,5.18611,0.39118892,-1.0076163,0.0,4.7333903,-4.4312778,1.4971263,-20.048216,-0.00050366396,-0.0009144848,0.6737895,0.0911068,0.61217767,0.0,0.0
91355286,70.47092,42.588554,10.0,0.8,nan,0.24778016,-2.4419565,7.0,7.1417437,5.1404877,0.4002512,-0.7749281,0.0,5.2961597,-10.699162,2.2155943,-33.929363,0.00013761822,0.0035939936,0.69621146,0.12851638,0.6121425,0.0,0.0
91554883,70.47092,42.748234,10.0,0.8,nan,0.31575614,-2.0225873,7.0,7.1416163,5.744177,0.2794879,0.031891048,0.0,5.1101747,-16.070389,3.6467671,-29.843803,0.0011311142,0.010509373,0.71866614,0.16442698,0.6121229,0.0,0.0
91754501,70.47092,42.907925,10.0,0.8,nan,0.38786653,-2.024645,7.0000005,7.1413064,6.2361155,0.18103819,0.4602553,0.0,5.119232,-18.32362,5.0590825,-31.217583,0.002262446,0.01760537,0.74112326,0.19262943,0.61211747,0.0,0.0
91954168,70.47092,43.06766,10.0,0.8,nan,0.44645417,-2.102058,7.0000005,7.140868,6.552341,0.11770544,0.65031326,0.0,5.2456455,-16.811506,6.14707,-33.051758,0.0033932508,0.023016583,0.76358575,0.21018663,0.6120822,0.0,0.0
