timestamp,x,y,z,vx,vy,vz,acceleration[0],acceleration[1],acceleration[2],thrust[0],thrust[1],thrust[2],yaw,yawspeed
990444,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan
90327611,0.0,0.0,33.085495,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan
90357504,128.55812,-4.8499546,-8.676163,nan,nan,nan,nan,nan,nan,0.58396053,0.0,0.0,nan,nan
90417287,128.71382,-5.2659817,-37.38542,nan,nan,nan,nan,nan,nan,0.5906861,0.0,0.0,nan,nan
90517197,129.09613,-6.3188133,-37.38542,nan,nan,nan,nan,nan,nan,0.6019259,0.0,0.0,nan,nan
90616815,129.3284,-6.981901,-37.38542,nan,nan,nan,nan,nan,nan,0.613133,0.0,0.0,nan,nan
90716748,129.71207,-8.120468,-37.38542,nan,nan,nan,nan,nan,nan,0.62437385,0.0,0.0,nan,nan
90816432,130.24092,-9.791199,-37.38542,nan,nan,nan,nan,nan,nan,0.63558984,0.0,0.0,nan,nan
90916267,130.82538,-11.804659,-37.38542,nan,nan,nan,nan,nan,nan,0.64682126,0.0,0.0,nan,nan
91016191,131.36157,-13.851776,-37.38542,nan,nan,nan,nan,nan,nan,0.65806276,0.0,0.0,nan,nan
91115903,131.72125,-15.365877,-37.38542,nan,nan,nan,nan,nan,nan,0.6692804,0.0,0.0,nan,nan
91215621,132.10634,-17.15451,-37.38542,nan,nan,nan,nan,nan,nan,0.6804984,0.0,0.0,nan,nan
91315461,132.4205,-18.785921,-37.38542,nan,nan,nan,nan,nan,nan,0.6917307,0.0,0.0,nan,nan
91415174,132.60033,-19.812931,-37.38542,nan,nan,nan,nan,nan,nan,0.7029484,0.0,0.0,nan,nan
91515035,132.819,-21.184101,-37.38542,nan,nan,nan,nan,nan,nan,0.7141828,0.0,0.0,nan,nan
91614773,133.01965,-22.602581,-37.38542,nan,nan,nan,nan,nan,nan,0.7254034,0.0,0.0,nan,nan
91714744,133.16695,-23.78307,-37.38542,nan,nan,nan,nan,nan,nan,0.7366501,0.0,0.0,nan,nan
91814378,133.32425,-25.240482,-37.38542,nan,nan,nan,nan,nan,nan,0.747859,0.0,0.0,nan,nan
91914172,133.45555,-26.709404,-37.38542,nan,nan,nan,nan,nan,nan,0.7590858,0.0,0.0,nan,nan
92014139,133.55803,-28.15247,-37.38542,nan,nan,nan,nan,nan,nan,0.7703321,0.0,0.0,nan,nan
92113802,133.63953,-29.716368,-37.38542,nan,nan,nan,nan,nan,nan,0.7815441,0.0,0.0,nan,nan
92213566,133.68527,-31.068663,-37.38542,nan,nan,nan,nan,nan,nan,0.792766,0.0,0.0,nan,nan
92313315,133.70892,-32.521633,-37.38542,nan,nan,nan,nan,nan,nan,0.80398935,0.0,0.0,nan,nan
92433376,133.70305,-34.223446,-37.38542,nan,nan,nan,nan,nan,nan,0.81749606,0.0,0.0,nan,nan
92512910,133.68132,-35.275772,-37.38542,nan,nan,nan,nan,nan,nan,0.8264436,0.0,0.0,nan,nan
92632700,133.6265,-36.772995,-37.38542,nan,nan,nan,nan,nan,nan,0.83992,0.0,0.0,nan,nan
92712500,133.57872,-37.695484,-37.38542,nan,nan,nan,nan,nan,nan,0.84889746,0.0,0.0,nan,nan
92832455,133.49448,-38.97886,-37.38542,nan,nan,nan,nan,nan,nan,0.83875275,0.0,0.0,nan,nan
92912183,133.43451,-39.742527,-37.38542,nan,nan,nan,nan,nan,nan,0.8297832,0.0,0.0,nan,nan
93031846,133.34471,-40.743782,-37.38542,nan,nan,nan,nan,nan,nan,0.8163212,0.0,0.0,nan,nan
93131650,133.27686,-41.420242,-37.38542,nan,nan,nan,nan,nan,nan,0.80509317,0.0,0.0,nan,nan
93231496,133.2157,-41.985477,-37.38542,nan,nan,nan,nan,nan,nan,0.7938606,0.0,0.0,nan,nan
93331280,133.16318,-42.443207,-37.38542,nan,nan,nan,nan,nan,nan,0.7826351,0.0,0.0,nan,nan
93431024,133.11415,-42.85105,-37.38542,nan,nan,nan,nan,nan,nan,0.772254,0.0,0.0,nan,nan
93531036,133.06844,-43.216217,-37.38542,nan,nan,nan,nan,nan,nan,0.7658373,0.0,0.0,nan,nan
93630620,133.02722,-43.53431,-37.38542,nan,nan,nan,nan,nan,nan,0.7546343,0.0,0.0,nan,nan
93730448,132.99083,-43.80725,-37.38542,nan,nan,nan,nan,nan,nan,0.743852,0.0,0.0,nan,nan
93830202,132.95673,-44.056763,-37.38542,nan,nan,nan,nan,nan,nan,0.73440844,0.0,0.0,nan,nan
93930031,132.92656,-44.27274,-37.38542,nan,nan,nan,nan,nan,nan,0.7409434,0.0,0.0,nan,nan
94009853,132.90506,-44.42407,-37.38542,nan,nan,nan,nan,nan,nan,0.7499232,0.0,0.0,nan,nan
94129602,132.87524,-44.63062,-37.38542,nan,nan,nan,nan,nan,nan,0.76339495,0.0,0.0,nan,nan
94229649,132.85843,-44.745453,-37.38542,nan,nan,nan,nan,nan,nan,0.7746503,0.0,0.0,nan,nan
94329271,132.84126,-44.861458,-37.38542,nan,nan,nan,nan,nan,nan,0.78585774,0.0,0.0,nan,nan
94429286,132.82831,-44.948357,-37.38542,nan,nan,nan,nan,nan,nan,0.7971094,0.0,0.0,nan,nan
94528963,132.82524,-44.968765,-37.38542,nan,nan,nan,nan,nan,nan,0.8083232,0.0,0.0,nan,nan
94628606,132.82523,-44.968834,-37.38542,nan,nan,nan,nan,nan,nan,0.8195329,0.0,0.0,nan,nan
94728393,132.82892,-44.944252,-37.38542,nan,nan,nan,nan,nan,nan,0.8307589,0.0,0.0,nan,nan
94828437,132.8386,-44.879387,-37.38542,nan,nan,nan,nan,nan,nan,0.842014,0.0,0.0,nan,nan
94928140,132.84952,-44.805866,-37.38542,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
95027814,132.86562,-44.696495,-37.38542,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
95127558,132.87785,-44.61266,-37.38542,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
95217359,132.89307,-44.507587,-37.38542,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
95317345,132.90404,-44.431213,-37.38542,nan,nan,nan,nan,nan,nan,0.845485,0.0,0.0,nan,nan
95416950,132.91496,-44.354668,-37.38542,nan,nan,nan,nan,nan,nan,0.8342794,0.0,0.0,nan,nan
95516719,132.93143,-44.238197,-37.38542,nan,nan,nan,nan,nan,nan,0.82856375,0.0,0.0,nan,nan
95616530,132.94495,-44.141663,-37.38542,nan,nan,nan,nan,nan,nan,0.8185009,0.0,0.0,nan,nan
95716373,132.96266,-44.013783,-37.38542,nan,nan,nan,nan,nan,nan,0.81695056,0.0,0.0,nan,nan
95816131,132.97644,-43.91336,-37.38542,nan,nan,nan,nan,nan,nan,0.82817334,0.0,0.0,nan,nan
95915918,132.99152,-43.80218,-37.38542,nan,nan,nan,nan,nan,nan,0.8393988,0.0,0.0,nan,nan
96015930,133.0093,-43.66967,-37.38542,nan,nan,nan,nan,nan,nan,0.84723175,0.0,0.0,nan,nan
96115557,133.02142,-43.578358,-37.38542,nan,nan,nan,nan,nan,nan,0.83877236,0.0,0.0,nan,nan
96215372,133.03758,-43.455368,-37.38542,nan,nan,nan,nan,nan,nan,0.84746426,0.0,0.0,nan,nan
96315082,133.05049,-43.355995,-37.38542,nan,nan,nan,nan,nan,nan,0.84488857,0.0,0.0,nan,nan
96414970,133.0643,-43.248634,-37.38542,nan,nan,nan,nan,nan,nan,0.8336512,0.0,0.0,nan,nan
96514679,133.07768,-43.143486,-37.38542,nan,nan,nan,nan,nan,nan,0.8224339,0.0,0.0,nan,nan
96614537,133.0871,-43.068775,-37.38542,nan,nan,nan,nan,nan,nan,0.81120235,0.0,0.0,nan,nan
96714441,133.09927,-42.97133,-37.38542,nan,nan,nan,nan,nan,nan,0.79996055,0.0,0.0,nan,nan
96814158,133.10364,-42.936172,-37.38542,nan,nan,nan,nan,nan,nan,0.7887425,0.0,0.0,nan,nan
96913848,133.10742,-42.905624,-37.38542,nan,nan,nan,nan,nan,nan,0.77752733,0.0,0.0,nan,nan
97013695,133.10841,-42.897705,-37.38542,nan,nan,nan,nan,nan,nan,0.76629454,0.0,0.0,nan,nan
97113438,133.10425,-42.93136,-37.38542,nan,nan,nan,nan,nan,nan,0.7550735,0.0,0.0,nan,nan
97213327,133.10176,-42.951393,-37.38542,nan,nan,nan,nan,nan,nan,0.7438359,0.0,0.0,nan,nan
97333212,133.09344,-43.018093,-37.38542,nan,nan,nan,nan,nan,nan,0.7393835,0.0,0.0,nan,nan
97413048,133.08688,-43.07054,-37.38542,nan,nan,nan,nan,nan,nan,0.74836516,0.0,0.0,nan,nan
97532882,133.07726,-43.14675,-37.38542,nan,nan,nan,nan,nan,nan,0.7618465,0.0,0.0,nan,nan
97612492,133.06848,-43.215855,-37.38542,nan,nan,nan,nan,nan,nan,0.7708026,0.0,0.0,nan,nan
97732416,133.05965,-43.284985,-37.38542,nan,nan,nan,nan,nan,nan,0.7842935,0.0,0.0,nan,nan
97812112,133.05263,-43.33938,-37.38542,nan,nan,nan,nan,nan,nan,0.79325986,0.0,0.0,nan,nan
97932028,133.04367,-43.408554,-37.38542,nan,nan,nan,nan,nan,nan,0.8067503,0.0,0.0,nan,nan
98031794,133.03867,-43.44706,-37.38542,nan,nan,nan,nan,nan,nan,0.81797415,0.0,0.0,nan,nan
98131370,133.03186,-43.49907,-37.38542,nan,nan,nan,nan,nan,nan,0.8291764,0.0,0.0,nan,nan
98231381,133.02777,-43.53014,-37.38542,nan,nan,nan,nan,nan,nan,0.84042776,0.0,0.0,nan,nan
98330939,133.02184,-43.57514,-37.38542,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
98430929,133.01501,-43.62672,-37.38542,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
98530893,133.00845,-43.67601,-37.38542,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
98630545,132.99876,-43.74843,-37.38542,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
98730294,132.9915,-43.802322,-37.38542,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
98829930,132.98251,-43.868732,-37.38542,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
98929898,132.97636,-43.91384,-37.38542,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
99029735,132.97015,-43.959225,-37.38542,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
99129300,132.96022,-44.031506,-37.38542,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
99229305,132.95164,-44.093456,-37.38542,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
99328905,132.93636,-44.20311,-37.38542,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
