timestamp,indicated_airspeed_m_s,calibrated_airspeed_m_s,true_airspeed_m_s,calibrated_ground_minus_wind_m_s,true_ground_minus_wind_m_s,airspeed_derivative_filtered,throttle_filtered,pitch_filtered,airspeed_sensor_measurement_valid,selected_airspeed_index
70396213,3.2867403,3.2984655,3.362422,nan,nan,0.0,0.0,0.0,1,1
70496213,3.180497,3.1918433,3.2537155,nan,nan,0.0,0.0,0.0,1,1
70596212,3.4399576,3.4522295,3.5191674,nan,nan,0.0,0.0,0.0,1,1
70796212,3.5018206,3.5143132,3.5824225,nan,nan,0.0,0.0,0.0,1,1
70996212,3.180497,3.1918433,3.253707,nan,nan,0.0,0.0,0.0,1,1
71196225,3.3385937,3.350504,3.4155216,nan,nan,0.0,0.0,0.0,1,1
71396212,3.180497,3.1918433,3.253736,nan,nan,0.0,0.0,0.0,1,1
71596212,3.6223774,3.6353002,3.7057686,nan,nan,0.0,0.0,0.0,1,1
71796212,3.5626085,3.5753179,3.644605,nan,nan,0.0,0.0,0.0,1,1
71996230,3.681176,3.6943083,3.7659638,nan,nan,0.0,0.0,0.0,1,1
72196212,3.2340555,3.2455928,3.3084688,nan,nan,0.0,0.0,0.0,1,1
72396211,3.5626085,3.5753179,3.644605,nan,nan,0.0,0.0,0.0,1,1
72596212,3.5866356,3.5994308,3.6691942,nan,nan,0.0,0.0,0.0,1,1
72796212,2.8978984,2.9082365,2.9646413,nan,nan,0.0,0.0,0.0,1,1
72996212,3.2867403,3.2984655,3.362353,nan,nan,0.0,0.0,0.0,1,1
73196212,3.0424802,3.0533342,3.1130517,nan,nan,0.0,0.0,0.0,1,1
73396213,3.7275474,3.7408452,3.8134081,nan,nan,0.0,0.0,0.0,1,1
73596227,4.224385,4.239455,4.321635,nan,nan,0.0,0.0,0.0,1,1
73796213,4.069043,4.0835595,4.1634316,nan,nan,0.0,0.0,0.0,1,1
73996212,3.2340546,3.2455919,3.309111,nan,nan,0.0,0.0,0.0,1,1
74196212,3.4399576,3.4522295,3.519753,nan,nan,0.0,0.0,0.0,1,1
74396212,4.668645,4.6853,4.776862,nan,nan,0.0,0.0,0.0,1,1
74596212,4.069043,4.0835595,4.1627226,nan,nan,0.0,0.0,0.0,1,1
74796212,2.8978972,2.9082353,2.965122,nan,nan,0.0,0.0,0.0,1,1
74996216,3.9075317,3.9214716,3.998168,nan,nan,0.0,0.0,0.0,1,1
75196212,4.1214743,4.1361775,4.2169814,nan,nan,0.0,0.0,0.0,1,1
75396212,1.982843,1.9899168,2.0288408,nan,nan,0.0,0.0,0.0,1,1
75596212,2.8978984,2.9082365,2.9650705,nan,nan,0.0,0.0,0.0,1,1
75796212,-3.6158035,-3.6287026,-3.6996207,nan,nan,0.0,0.0,0.0,1,1
75996212,3.3769617,3.3890088,3.4553618,nan,nan,0.0,0.0,0.0,1,1
76196213,4.7416606,4.7585764,4.851527,nan,nan,0.0,0.0,0.0,1,1
76396212,3.681176,3.6943083,3.7665617,nan,nan,0.0,0.0,0.0,1,1
76596212,2.0676606,2.0750368,2.1156068,nan,nan,0.0,0.0,0.0,1,1
76796212,2.8228312,2.8329015,2.8882668,nan,nan,0.0,0.0,0.0,1,1
76996213,4.1214743,4.1361775,4.2170353,nan,nan,0.0,0.0,0.0,1,1
77196229,4.162944,4.177795,4.259466,nan,nan,0.0,0.0,0.0,1,1
77396212,2.1290565,2.1366518,2.178482,nan,nan,0.0,0.0,0.0,1,1
77596212,3.5866365,3.5994318,3.6698203,nan,nan,0.0,0.0,0.0,1,1
77796212,2.8978984,2.9082365,2.9651725,nan,nan,0.0,0.0,0.0,1,1
77996212,4.442404,4.458252,4.5454116,nan,nan,0.0,0.0,0.0,1,1
78196212,3.2473066,3.258891,3.3226159,nan,nan,0.0,0.0,0.0,1,1
78396213,4.0372586,4.0516615,4.1308937,1.3933977,1.4206462,0.0,0.0,0.0,1,1
78596212,6.304499,6.32699,6.4506426,1.769584,1.8041681,0.0,0.0,0.0,1,1
78796214,4.7052946,4.7220807,4.81438,4.159449,4.2407513,0.0,0.0,0.0,1,1
