timestamp,timestamp_last_signal,rssi,rssi_dbm,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,rc_frame_rate,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source,link_quality,link_snr
191749326,191748737,48,nan,0,31942,0,0,1577,1495,1094,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
192236899,192236340,48,nan,0,32024,0,0,1577,1495,1094,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
192751746,192751187,48,nan,0,32110,0,0,1576,1495,1094,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
193261489,193260930,48,nan,0,32196,0,0,1576,1495,1094,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
193749230,193748670,48,nan,0,32277,0,0,1576,1495,1094,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
194259000,194258441,48,nan,0,32363,0,0,1577,1495,1094,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
194746646,194746087,48,nan,0,32445,0,0,1576,1495,1094,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
195256577,195256011,48,nan,0,32530,0,0,1576,1495,1094,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
195744158,195743599,48,nan,0,32612,0,0,1576,1495,1094,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
196254065,196253501,48,nan,0,32697,0,0,1576,1495,1094,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
196763808,196763249,48,nan,0,32783,0,0,1576,1495,1094,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
197251482,197250924,48,nan,0,32865,0,0,1577,1495,1094,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
197763801,197763218,48,nan,0,32950,0,0,1576,1495,1094,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
198251443,198250885,48,nan,0,33032,0,0,1577,1495,1094,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
198763752,198763182,48,nan,0,33118,0,0,1576,1495,1094,1503,1094,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
199253897,199253337,48,nan,0,33200,0,0,1576,1495,1094,1503,1094,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
