timestamp,normalized_wheel_setpoint
191289939,0.009615483
191295167,0.009615483
191393668,0.009615483
191492526,0.009615483
191590670,0.009615483
191693851,0.009615483
191792329,0.009615483
191891176,0.009615483
191994555,0.009615483
192093144,0.009615483
192191644,0.009615483
192290407,0.009615483
192393274,0.009615483
192491812,0.009615483
192590314,0.009615483
192694141,0.009615483
192792555,0.009615483
192891076,0.009615483
192989587,0.009615483
193092872,0.009615483
193191269,0.009615483
193289741,0.009615483
193393549,0.009615483
193492092,0.009615483
193590515,0.009615483
193689074,0.009615483
193792236,0.009615483
193896308,0.009615483
193989300,0.009615483
194093019,0.009615483
194191497,0.009615483
194294675,0.009615483
194388518,0.009615483
194491789,0.009615483
194595419,0.009615483
194694242,0.009615483
194792443,0.009615483
194891019,0.009615483
194994163,0.009615483
195092690,0.009615483
195191198,0.009615483
195294987,0.009615483
195393396,0.009615483
195492207,0.009615483
195590456,0.009615483
195693653,0.009615483
195792142,0.009615483
195890726,0.009615483
195994389,0.009615483
196092945,0.009615483
196191392,0.009615483
196290240,0.009615483
196393112,0.009615483
196491683,0.009615483
196590155,0.009615483
196693938,0.009615483
196792380,0.009615483
196895560,0.009615483
196989458,0.009615483
197092618,0.009615483
197191101,0.009615483
197294875,0.009615483
197393320,0.009615483
197491928,0.009615483
197595034,0.009615483
197693581,0.009615483
197792065,0.009615483
197890574,0.009615483
197994353,0.009615483
198092822,0.009615483
198191309,0.009615483
198294544,0.009615483
198393034,0.009615483
198491563,0.009615483
198590077,0.009615483
198694182,0.009615483
198792374,0.009615483
198890874,0.009615483
198994009,0.009615483
199092505,0.009615483
199191031,0.009615483
199289553,0.009615483
