timestamp,indicated_airspeed_m_s,calibrated_airspeed_m_s,true_airspeed_m_s,calibrated_ground_minus_wind_m_s,calibraded_airspeed_synth_m_s,airspeed_derivative_filtered,throttle_filtered,pitch_filtered,airspeed_source
191207487,-2.9821286,-3.0534635,-3.0234146,nan,7.0,0.0,0.014423041,0.0,1
191307487,-2.9821286,-3.0534635,-3.0233958,nan,7.0,0.0,0.014423041,0.0,1
191407487,-2.78351,-2.8500936,-2.8220317,nan,7.0,0.0,0.014423041,0.0,1
191607487,-3.5517428,-3.6367033,-3.60087,nan,7.0,0.0,0.014423041,0.0,1
191807487,-2.943477,-3.0138872,-2.9841907,nan,7.0,0.0,0.014423041,0.0,1
192007487,-2.7315993,-2.7969413,-2.7693617,nan,7.0,0.0,0.014423041,0.0,1
192207487,-3.0297496,-3.1022236,-3.0716984,nan,7.0,0.0,0.014423041,0.0,1
192407486,-2.5695834,-2.6310499,-2.605103,nan,7.0,0.0,0.014423041,0.0,1
192607486,-3.168321,-3.2441096,-3.2121446,nan,7.0,0.0,0.014423041,0.0,1
192807486,-2.7315996,-2.7969415,-2.7693858,nan,7.0,0.0,0.014423041,0.0,1
193007487,-3.168321,-3.2441096,-3.2121525,nan,7.0,0.0,0.014423041,0.0,1
193207486,-2.3966405,-2.45397,-2.4297721,nan,7.0,0.0,0.014423041,0.0,1
193407487,-3.0297496,-3.1022236,-3.0710762,nan,7.0,0.0,0.014423041,0.0,1
193607486,-3.168321,-3.2441096,-3.2121286,nan,7.0,0.0,0.014423041,0.0,1
193807486,-2.210206,-2.2630758,-2.240769,nan,7.0,0.0,0.014423041,0.0,1
194007486,-2.3966405,-2.45397,-2.4297693,nan,7.0,0.0,0.014423041,0.0,1
194207487,1.4092479,1.4429581,1.4287385,nan,7.0,0.0,0.014423041,0.0,1
194407486,-2.5695834,-2.6310499,-2.6051095,nan,7.0,0.0,0.014423041,0.0,1
194607486,-2.6999733,-2.7645588,-2.737319,nan,7.0,0.0,0.014423041,0.0,1
194807486,-1.8964969,-1.9418626,-1.9227313,nan,7.0,0.0,0.014423041,0.0,1
195007486,-2.2102063,-2.263076,-2.240744,nan,7.0,0.0,0.014423041,0.0,1
195207490,-2.78351,-2.8500936,-2.8219898,nan,7.0,0.0,0.014423041,0.0,1
195407486,-2.9821286,-3.0534635,-3.023347,nan,7.0,0.0,0.014423041,0.0,1
195607486,-3.670661,-3.758466,-3.721405,nan,7.0,0.0,0.014423041,0.0,1
195807487,-3.7478442,-3.8374956,-3.7996647,nan,7.0,0.0,0.014423041,0.0,1
196007486,-4.163975,-4.2635803,-4.221659,nan,7.0,0.0,0.014423041,0.0,1
196207488,-4.163975,-4.2635803,-4.221612,nan,7.0,0.0,0.014423041,0.0,1
196407493,-3.428703,-3.5107203,-3.4762058,nan,7.0,0.0,0.014423041,0.0,1
196607488,-4.006292,-4.1021256,-4.061742,nan,7.0,0.0,0.014423041,0.0,1
196807487,-4.1639752,-4.263581,-4.2215757,nan,7.0,0.0,0.014423041,0.0,1
197007486,-3.6116917,-3.6980863,-3.661657,nan,7.0,0.0,0.014423041,0.0,1
197207497,-3.3010802,-3.3800447,-3.3467443,nan,7.0,0.0,0.014423041,0.0,1
197407486,-3.527478,-3.611858,-3.576314,nan,7.0,0.0,0.014423041,0.0,1
197607486,-3.842143,-3.93405,-3.8953593,nan,7.0,0.0,0.014423041,0.0,1
197807488,-3.4907653,-3.5742671,-3.5390666,nan,7.0,0.0,0.014423041,0.0,1
198007487,-3.670661,-3.758466,-3.7214885,nan,7.0,0.0,0.014423041,0.0,1
198207498,-3.3010802,-3.3800447,-3.3467777,nan,7.0,0.0,0.014423041,0.0,1
198407488,-3.5112085,-3.5951993,-3.5591552,nan,7.0,0.0,0.014423041,0.0,1
198607487,-2.8845294,-2.9535296,-2.9244459,nan,7.0,0.0,0.014423041,0.0,1
198807487,-2.8845294,-2.9535296,-2.9244168,nan,7.0,0.0,0.014423041,0.0,1
199007488,-3.168321,-3.2441096,-3.2121406,nan,7.0,0.0,0.014423041,0.0,1
199207502,-3.428703,-3.5107203,-3.4761498,nan,7.0,0.0,0.014423041,0.0,1
