timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ
191292162,0.0,0.0,0.0
191294623,0.0,0.0,0.0
191494120,0.0,0.0,0.0
191693618,0.0,0.0,0.0
191893110,0.0,0.0,0.0
192092615,0.0,0.0,0.0
192292103,0.0,0.0,0.0
192494069,0.0,0.0,0.0
192693568,0.0,0.0,0.0
192893061,0.0,0.0,0.0
193092563,0.0,0.0,0.0
193292060,0.0,0.0,0.0
193491561,0.0,0.0,0.0
193691059,0.0,0.0,0.0
193895487,0.0,0.0,0.0
194094980,0.0,0.0,0.0
194294483,0.0,0.0,0.0
194493995,0.0,0.0,0.0
194693498,0.0,0.0,0.0
194892994,0.0,0.0,0.0
195092475,0.0,0.0,0.0
195294439,0.0,0.0,0.0
195493947,0.0,0.0,0.0
195693455,0.0,0.0,0.0
195892937,0.0,0.0,0.0
196092435,0.0,0.0,0.0
196291934,0.0,0.0,0.0
196491486,0.0,0.0,0.0
196695878,0.0,0.0,0.0
196895366,0.0,0.0,0.0
197094874,0.0,0.0,0.0
197294357,0.0,0.0,0.0
197493851,0.0,0.0,0.0
197693369,0.0,0.0,0.0
197892850,0.0,0.0,0.0
198092352,0.0,0.0,0.0
198294314,0.0,0.0,0.0
198493814,0.0,0.0,0.0
198693317,0.0,0.0,0.0
198892838,0.0,0.0,0.0
199092313,0.0,0.0,0.0
199291812,0.0,0.0,0.0
