timestamp,imbalanced_prop_metric,motor_failure_mask,motor_stop_mask,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
191226438,0.002893239,0,0,0,0,0,0,0,0,0,0
191733699,0.007794622,0,0,0,0,0,0,0,0,0,0
192239691,0.009657094,0,0,0,0,0,0,0,0,0,0
192745849,0.011088938,0,0,0,0,0,0,0,0,0,0
193251690,0.009823338,0,0,0,0,0,0,0,0,0,0
193758119,0.010169146,0,0,0,0,0,0,0,0,0,0
194264709,0.010397626,0,0,0,0,0,0,0,0,0,0
194770691,0.00757432,0,0,0,0,0,0,0,0,0,0
195276704,0.010431017,0,0,0,0,0,0,0,0,0,0
195782691,0.013259259,0,0,0,0,0,0,0,0,0,0
196288720,0.012974207,0,0,0,0,0,0,0,0,0,0
196794694,0.01887173,0,0,0,0,0,0,0,0,0,0
197300692,0.020538861,0,0,0,0,0,0,0,0,0,0
197807165,0.022533733,0,0,0,0,0,0,0,0,0,0
198312690,0.02458955,0,0,0,0,0,0,0,0,0,0
198324121,0.02458955,0,0,0,0,0,0,0,0,0,0
198830740,0.02498881,0,0,0,0,0,0,0,0,0,0
