timestamp,x,y,z,vx,vy,vz,acceleration[0],acceleration[1],acceleration[2],thrust[0],thrust[1],thrust[2],yaw,yawspeed
990158,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan
90537380,0.0,0.0,28.903568,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan
90557265,-3.9514618,91.6288,-15.0515175,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
90637147,-5.5851517,90.72536,-37.99938,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
90736680,-8.283386,89.12096,-37.99938,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
90836536,-9.639465,88.25917,-37.99938,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
90936187,-11.371845,87.10133,-37.99938,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
91036171,-13.014511,85.94154,-37.99938,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
91135907,-14.312035,84.98066,-37.99938,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
91235477,-15.8326,83.80166,-37.99938,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
91335220,-17.123611,82.75346,-37.99938,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
91434977,-18.323067,81.73871,-37.99938,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
91534946,-19.587303,80.62422,-37.99938,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
91634532,-20.70404,79.59935,-37.99938,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
91734251,-22.0386,78.32185,-37.99938,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
91834138,-23.28664,77.07195,-37.99938,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
91933752,-24.520485,75.78013,-37.99938,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
92033480,-25.87725,74.29031,-37.99938,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
92133309,-27.041054,72.94993,-37.99938,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
92232980,-28.310425,71.416504,-37.99938,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
92332783,-29.52877,69.86824,-37.99938,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
92432588,-30.594498,68.446655,-37.99938,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
92532524,-31.666199,66.947586,-37.99938,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
92631990,-32.69787,65.43211,-37.99938,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
92731812,-33.73855,63.823643,-37.99938,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
92831481,-34.77504,62.13265,-37.99938,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
92931283,-35.74951,60.451614,-37.99938,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
93031178,-36.759354,58.6033,-37.99938,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
93130852,-37.66771,56.834602,-37.99938,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
93230533,-38.542274,55.021515,-37.99938,nan,nan,nan,nan,nan,nan,0.85,0.0,0.0,nan,nan
93330290,-39.41684,53.08169,-37.99938,nan,nan,nan,nan,nan,nan,0.8455045,0.0,0.0,nan,nan
93430016,-40.181213,51.2633,-37.99938,nan,nan,nan,nan,nan,nan,0.8342853,0.0,0.0,nan,nan
