timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_angle_clipping,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
24704299,24704095,2490378,2490378,-0.00016209665,0.0002074798,0.0005286323,-0.0076471553,-0.0034084904,-0.049219556,4926,4926,0,0,1,1
25201758,25201551,2490378,2490378,0.00096755923,0.00012214485,-0.0006249362,-0.009271563,-0.006257227,-0.047142092,4925,4925,0,0,1,1
25699212,25699007,2490378,2490378,-1.8363953e-05,0.0026689155,0.0016285093,-0.0025090768,-0.007610122,-0.04561995,4925,4925,0,0,1,1
26201639,26201391,2490378,2490378,0.0010564119,0.00041372376,0.00023660387,0.006417256,-0.0021413297,-0.04502229,4927,4927,0,0,1,1
26699092,26698846,2490378,2490378,-0.000878222,-0.00023268715,0.0003929963,0.0026482837,-0.0024069082,-0.04861788,4925,4925,0,0,1,1
27201444,27201228,2490378,2490378,-0.0007322987,-0.00066243875,6.790693e-05,0.00437673,0.0009836815,-0.04691654,4925,4925,0,0,1,1
27703815,27703610,2490378,2490378,-0.0031139767,-6.552929e-05,0.00058018207,0.0009426914,0.0055204714,-0.049865935,4925,4925,0,0,1,1
28201267,28201067,2490378,2490378,0.0011781822,-0.00043315583,-0.00025097406,0.0006953259,0.010009469,-0.0473352,4925,4925,0,0,1,1
28703661,28703450,2490378,2490378,0.0007945736,0.0005455821,-0.00044129987,-0.0014359346,-0.0042193066,-0.049540296,4922,4922,0,0,1,1
29201108,29200908,2490378,2490378,-0.0014977158,0.00040899368,0.0004666968,0.0028819577,0.0008315299,-0.04817312,4926,4926,0,0,1,1
29698568,29698365,2490378,2490378,0.0006282733,-0.0007972898,-0.00061059016,0.001553882,0.0047589736,-0.047790684,4925,4925,0,0,1,1
30200950,30200748,2490378,2490378,0.0014144947,-0.0003837635,-3.0567848e-05,0.0006464992,0.0022891443,-0.047729246,4925,4925,0,0,1,1
30703332,30703132,2490378,2490378,0.0005429998,0.00038406556,0.0005122583,0.0012176915,-0.0027610504,-0.04822094,4926,4926,0,0,1,1
31200792,31200590,2490378,2490378,0.0002584572,-6.910501e-05,-9.326416e-05,0.0023142882,-0.0010066249,-0.047075707,4925,4925,0,0,1,1
31703180,31702974,2490378,2490378,-0.00052509597,0.00032466507,0.00018252814,0.0015909013,-0.0034628797,-0.04791008,4925,4925,0,0,1,1
32205562,32205358,2490378,2490378,0.00027870454,-0.00094378256,-5.0932773e-05,-3.037246e-05,-0.0045074425,-0.048905917,4926,4926,0,0,1,1
32698091,32697891,2490378,2490378,0.00041740615,0.0021728904,-0.000333622,0.0019752388,-0.0027375224,-0.048788365,4925,4925,0,0,1,1
33200477,33200276,2490378,2490378,-0.0015185582,0.000532461,-5.7404694e-05,0.011020562,-9.536583e-05,-0.04513298,4926,4926,0,0,1,1
33702906,33702660,2490378,2490378,0.00057932857,-0.00038124857,-0.00025082653,0.008500941,0.00015800387,-0.0482765,4925,4925,0,0,1,1
34200319,34200119,2490378,2490378,0.0009271292,-0.0004015415,-4.7752605e-05,0.00783974,-0.0019399786,-0.047164343,4925,4925,0,0,1,1
34702718,34702504,2490378,2490378,-0.00031681062,-6.6805645e-05,0.00026320879,0.0048774537,-0.0030160015,-0.048279203,4925,4925,0,0,1,1
35205091,35204890,2490378,2490378,0.00014112628,6.311929e-05,-4.8587623e-05,0.0057694297,-0.00040942628,-0.047533896,4926,4926,0,0,1,1
35702551,35702350,2490378,2490378,-0.00029967667,-7.9066835e-05,0.00016835533,0.0044659483,-0.002600868,-0.048242487,4926,4926,0,0,1,1
36200013,36199810,2490378,2490378,9.463211e-05,-0.00014415992,-0.00023493938,0.003851115,-0.0037211694,-0.047480326,4926,4926,0,0,1,1
36702396,36702196,2490378,2490378,2.5835973e-06,-0.00034243555,-0.00016385429,0.004269347,-0.0027477765,-0.047729995,4926,4926,0,0,1,1
37199861,37199656,2490378,2490378,0.00080298673,-0.00032217748,-0.00039790635,0.0033125037,-0.0048824525,-0.047162704,4925,4925,0,0,1,1
37702244,37702042,2490378,2490378,-0.00024946808,0.00036403604,0.00037297502,0.0023188856,-0.0062806364,-0.047252476,4924,4924,0,0,1,1
38204634,38204429,2490378,2490378,-6.434372e-05,-7.845178e-05,-0.0002686605,0.0018786541,-0.005127617,-0.047995873,4925,4925,0,0,1,1
38702091,38701891,2490378,2490378,-9.467248e-05,-0.000280027,-0.00023346559,0.0020084905,-0.0046856604,-0.04858868,4926,4926,0,0,1,1
39204488,39204278,2490378,2490378,0.0008569617,2.6248557e-05,-0.00016510709,0.0022322037,-0.0101721985,-0.046324663,4925,4925,0,0,1,1
39701939,39701741,2490378,2490378,-0.00022901414,-0.00017032045,0.0006520427,0.00243846,-0.0066725835,-0.047504615,4926,4926,0,0,1,1
40199405,40199203,2490378,2490378,-0.0006047749,-7.549175e-05,0.000121296405,0.009961329,-0.005338191,-0.047216546,4925,4925,0,0,1,1
40701794,40701591,2490378,2490378,-0.0004077413,0.00013222288,-0.00065045257,0.0004386198,-0.0070841745,-0.049699143,4925,4925,0,0,1,1
41204241,41203979,2490378,2490378,0.0004597928,0.0008548605,0.0015772975,0.005952994,-0.0024799288,-0.04756226,4925,4925,0,0,1,1
41701648,41701442,2490378,2490378,0.0006220206,0.00048284343,-0.0005284364,0.012421934,-0.008050861,-0.044621695,4926,4926,0,0,1,1
42204047,42203830,2490378,2490378,-0.00035276604,0.0005618058,-0.00033097735,0.0077283853,-0.014042643,-0.048062235,4925,4925,0,0,1,1
42701494,42701293,2490378,2490378,-0.0002966072,-0.0007115146,0.00057108386,0.0072679175,-0.00953899,-0.04979358,4925,4925,0,0,1,1
43198975,43198756,2490378,2490378,-0.00019878444,0.00010949533,3.0630752e-05,0.008854706,-0.0073958165,-0.047460992,4925,4925,0,0,1,1
43701348,43701145,2490378,2490378,-2.6009811e-06,-0.00042322042,1.973349e-05,0.0068766763,-0.006489409,-0.046685845,4926,4926,0,0,1,1
44198828,44198608,2490378,2490378,-8.7749126e-05,4.072239e-05,0.00014296139,0.008716789,-0.004584931,-0.04636494,4925,4925,0,0,1,1
44701220,44700998,2490378,2490378,-0.00058275484,-0.00031000588,0.000121816265,0.009121758,-0.005639968,-0.04631372,4926,4926,0,0,1,1
45203586,45203387,2490378,2490378,0.0007859946,0.00012182502,-0.000108355984,0.00860724,-0.0018163408,-0.045835912,4926,4926,0,0,1,1
45701050,45700851,2490378,2490378,-0.0005139753,0.00023608714,0.00060872996,0.007000451,-0.0047043758,-0.046960898,4926,4926,0,0,1,1
46203440,46203240,2490378,2490378,0.00074610463,0.00020543585,-0.0005666838,0.0058349217,-0.008056636,-0.04757741,4926,4926,0,0,1,1
46700905,46700704,2490378,2490378,-0.0005036989,-0.00019490659,0.00017777999,0.0077194166,-0.0088178925,-0.04675739,4925,4925,0,0,1,1
47198368,47198168,2490378,2490378,0.00048474743,-1.1537191e-05,-0.00032642984,0.006697512,-0.00754616,-0.04771109,4925,4925,0,0,1,1
47700764,47700562,2490378,2490378,0.00023988546,0.00025569586,-8.392281e-05,0.00828989,-0.009067053,-0.047209565,4929,4929,0,0,1,1
48203151,48202948,2490378,2490378,-8.934224e-05,0.0005015317,-0.00031333818,0.008047578,-0.010831579,-0.04763195,4925,4925,0,0,1,1
48700823,48700413,2490378,2490378,-0.00038688624,-0.00028230765,1.2217552e-05,0.008594535,-0.010032944,-0.045756318,4925,4925,0,0,1,1
49203004,49202803,2490378,2490378,-0.00032137232,-0.0010563582,5.9551803e-05,0.004656489,-0.009490519,-0.047059715,4925,4925,0,0,1,1
49705416,49705194,2490378,2490378,-0.0002479067,5.211281e-05,-0.0001180892,0.009493404,-0.0043277745,-0.0475294,4926,4926,0,0,1,1
50197935,50197733,2490378,2490378,-0.00089151564,-0.00043249945,-0.0011861912,0.0029807861,-0.0017405536,-0.050115436,4925,4925,0,0,1,1
50700351,50700124,2490378,2490378,0.00013090314,-0.0005007907,-0.000783229,0.0040329755,-0.0019876047,-0.047487296,4925,4925,0,0,1,1
51202715,51202515,2490378,2490378,0.00063169707,-0.0005547415,0.00021518109,0.0016579416,-0.004534702,-0.049353685,4926,4926,0,0,1,1
51700181,51699980,2490378,2490378,0.0007293501,-0.00058535405,0.00047525865,0.0009482233,-0.004277533,-0.0467304,4925,4925,0,0,1,1
52202573,52202372,2490378,2490378,0.0013004241,0.0005959867,-6.007061e-05,-0.0006211607,-0.010478383,-0.048042748,4926,4926,0,0,1,1
52704965,52704763,2490378,2490378,0.000459525,0.00027347627,-5.011465e-05,-0.0014804852,-0.011493878,-0.047320813,4925,4925,0,0,1,1
53202431,53202229,2490378,2490378,8.999694e-05,6.5924054e-05,-0.0004929522,0.001977663,-0.01262112,-0.04528478,4925,4925,0,0,1,1
53699897,53699696,2490378,2490378,-0.00016437312,0.0003389545,0.00037228694,0.0009541533,-0.016308391,-0.044986185,4926,4926,0,0,1,1
54202303,54202088,2490378,2490378,-0.0008406001,-0.00022043844,0.0003320603,0.0023843588,-0.015109646,-0.0429979,4926,4926,0,0,1,1
54699775,54699555,2490378,2490378,-0.00085869874,8.878811e-06,-5.021738e-05,0.00074151525,-0.010749738,-0.048066016,4926,4926,0,0,1,1
55202150,55201947,2490378,2490378,-0.0003608472,7.471587e-05,-7.359906e-05,0.0038326187,-0.00845517,-0.046071175,4925,4925,0,0,1,1
55704544,55704340,2490378,2490378,-0.00014780981,1.5686575e-05,0.00011026663,0.0035827837,-0.0100933965,-0.046357043,4925,4925,0,0,1,1
56202172,56201808,2490378,2490378,-0.0002119835,-3.938435e-05,-0.00022980459,0.005930545,-0.009219186,-0.046053205,4926,4926,0,0,1,1
56704408,56704201,2490378,2490378,7.3825206e-05,0.00023680214,-3.8142116e-05,0.00445666,-0.010059864,-0.046639975,4926,4926,0,0,1,1
57201945,57201669,2490378,2490378,-0.0004728819,-0.00047999233,-3.1601612e-05,0.0052667535,-0.00905072,-0.046413135,4926,4926,0,0,1,1
57699338,57699137,2490378,2490378,0.00023371351,0.0003185067,0.00020594758,0.0034519534,-0.010500826,-0.04754316,4926,4926,0,0,1,1
58201746,58201530,2490378,2490378,-0.0005946264,-0.0001726229,-0.00013115736,0.005178509,-0.009063227,-0.046156343,4925,4925,0,0,1,1
58704127,58703924,2490378,2490378,0.0001001058,-4.8120546e-05,-0.0004419283,0.004352148,-0.008195764,-0.04727084,4926,4926,0,0,1,1
59201593,59201392,2490378,2490378,8.2827784e-05,-0.00041531352,4.131627e-05,0.0045995135,-0.008909979,-0.04668938,4925,4925,0,0,1,1
59703994,59703786,2490378,2490378,-0.00010576622,-0.00015233335,0.00026952708,0.0049959933,-0.009719621,-0.04714556,4923,4923,0,0,1,1
60201456,60201255,2490378,2490378,-0.00015554752,-0.00038598492,-4.1910735e-06,0.0044760723,-0.009974157,-0.04628399,4926,4926,0,0,1,1
60698924,60698723,2490378,2490378,-0.00016938982,0.00011696127,-1.3739596e-05,0.004261237,-0.011158189,-0.046365164,4925,4925,0,0,1,1
61201321,61201117,2490378,2490378,-0.00013701398,-0.00014306653,-0.00025831288,0.0028209044,-0.008409819,-0.04725305,4925,4925,0,0,1,1
61698791,61698587,2490378,2490378,-0.00021990247,-0.00019413838,0.00046832243,0.00044377596,-0.0069575543,-0.048285175,4926,4926,0,0,1,1
62201199,62200981,2490378,2490378,3.7841106e-05,2.5449564e-05,-0.00032065003,0.0028563193,-0.008028602,-0.046769712,4926,4926,0,0,1,1
62703587,62703376,2490378,2490378,-0.00031711248,-0.000112219,-0.000121351986,0.0029544625,-0.007885425,-0.04705055,4926,4926,0,0,1,1
63201045,63200845,2490378,2490378,5.581474e-05,0.00016382604,-0.00036644144,0.0016947285,-0.007274123,-0.04762932,4925,4925,0,0,1,1
63703683,63703240,2490378,2490378,0.00011480687,-0.000107932115,-5.2735713e-06,0.0017221667,-0.007635005,-0.047481924,4925,4925,0,0,1,1
64200927,64200710,2490378,2490378,6.0626848e-05,-0.0002966023,-5.425007e-05,0.0019235709,-0.007698113,-0.047527555,4925,4925,0,0,1,1
64698407,64698183,2490378,2490378,-3.123817e-05,5.5415734e-05,-0.00012855096,0.0016447611,-0.007477847,-0.047380697,4928,4928,0,0,1,1
65200776,65200576,2490378,2490378,8.951022e-05,-0.0001273349,-9.014124e-05,0.0014609025,-0.0067124045,-0.048131887,4926,4926,0,0,1,1
65703192,65702972,2490378,2490378,-0.00043423768,0.0005540872,0.00012318834,0.00077080907,-0.007671188,-0.046817664,4926,4926,0,0,1,1
66200646,66200443,2490378,2490378,0.0014530421,0.0005697634,-0.0005041681,0.004827653,-0.010629785,-0.047224894,4926,4926,0,0,1,1
66703047,66702839,2490378,2490378,-0.00013500056,-0.00061619515,0.0002117744,0.007893069,-0.009907675,-0.04626838,4925,4925,0,0,1,1
67205440,67205236,2490378,2490378,5.562213e-05,-0.00067720114,-0.0004103167,0.004308218,-0.007013987,-0.04201223,4925,4925,0,0,1,1
67697982,67697782,2490378,2490378,0.00040233196,-4.471733e-05,0.0009014693,0.00038841073,-0.0122251725,-0.050713923,4926,4926,0,0,1,1
68200384,68200178,2490378,2490378,-1.6975906e-05,-0.00028273984,-0.00040647804,0.0045983223,-0.009714162,-0.053509127,4925,4925,0,0,1,1
68702784,68702575,2490378,2490378,0.00032278226,0.0012897331,0.0014117865,0.004244454,-0.009161948,-0.04620373,4925,4925,0,0,1,1
69200252,69200047,2490378,2490378,-4.399156e-05,-0.0013025688,0.000110996065,0.008437928,-0.0017598474,-0.048357777,4926,4926,0,0,1,1
69702648,69702444,2490378,2490378,-0.0005389783,-0.0004975403,-0.00017181905,0.0005644212,-0.010139999,-0.048007883,4925,4925,0,0,1,1
70205047,70204842,2490378,2490378,-0.00010997306,2.5998825e-05,0.0004180209,0.0025564746,-0.004409355,-0.04928962,4926,4926,0,0,1,1
70702546,70702314,2490378,2490378,-0.00010018556,0.00032021615,-0.00068714545,0.0057021487,-0.0007764228,-0.04729078,4926,4926,0,0,1,1
71199991,71199786,2490378,2490378,-0.00019498981,0.0005427656,0.00020415714,-0.00087236357,-0.00060933613,-0.046349302,4925,4925,0,0,1,1
71702391,71702185,2490378,2490378,0.00018837476,0.0003578895,0.0013789108,0.010910842,-0.0014853304,-0.04728833,4926,4926,0,0,1,1
72199860,72199658,2490378,2490378,0.0009964743,0.001081202,0.0007405949,0.00027382423,-0.007961244,-0.046976756,4923,4923,0,0,1,1
72702273,72702056,2490378,2490378,0.0005101389,0.00022469857,-0.0007947682,0.006369141,-0.005489382,-0.04785973,4925,4925,0,0,1,1
73199745,73199529,2490378,2490378,-0.0008235869,-0.0011594165,0.00049931044,0.008479105,0.0039914483,-0.04076869,4925,4925,0,0,1,1
