timestamp,nav_roll,nav_pitch,nav_bearing,target_bearing,xtrack_error,wp_dist,acceptance_radius,type
990168,0.0,0.0,0.0,0.0,0.0,nan,50.0,5
90537388,0.0,0.0,0.0,0.0,0.0,nan,50.0,5
90557277,0.0,0.0,2.0642838,-2.6481051,79.678734,0.3212649,50.0,2
91036183,0.0,0.0,2.1981301,-2.514259,76.51762,3.4823809,50.0,2
91534958,0.0,0.0,2.3038583,-2.4085307,73.12722,6.8727674,50.0,2
92033492,0.0,0.0,2.415497,-2.296892,69.685974,10.314024,50.0,2
92532537,0.0,0.0,2.532442,-2.179947,66.15711,13.842883,50.0,2
93031190,0.0,0.0,2.6547163,-2.0576725,62.68793,17.312073,50.0,2
93529838,0.0,0.0,2.7808058,-1.9315832,59.422295,20.577702,50.0,2
94028572,0.0,0.0,2.9080272,-1.8043779,56.37313,23.626871,50.0,2
94527483,0.0,0.0,3.0249543,-1.6874346,53.53127,26.468727,50.0,2
95036261,0.0,0.0,3.134958,-1.5779315,51.020977,28.97901,50.0,2
95535003,0.0,0.0,-3.0453815,-1.4784524,48.809063,31.190937,50.0,2
96034010,0.0,0.0,-2.928161,-1.3822604,46.73251,33.267475,50.0,2
96532610,0.0,0.0,-2.7594614,-1.287224,44.48527,35.51473,50.0,2
97031322,0.0,0.0,-2.613564,-1.197572,41.86639,38.133606,50.0,2
97529847,0.0,0.0,-2.4454951,-1.1208836,38.82382,41.176186,50.0,2
98028596,0.0,0.0,-2.2846272,-1.061025,35.24765,44.752346,50.0,2
98537564,0.0,0.0,-2.1550913,-1.018584,31.123007,48.87699,50.0,2
99036348,0.0,0.0,-2.0211082,-0.98394006,26.95037,53.049633,50.0,2
99535069,0.0,0.0,-1.8696649,-0.9526109,22.804535,57.195465,50.0,2
100033906,0.0,0.0,-1.7456418,-0.92220235,18.865868,61.134136,50.0,2
100532807,0.0,0.0,-1.6150177,-0.8901741,15.237397,64.7626,50.0,2
101031456,0.0,0.0,-1.4983579,-0.85719335,12.032173,67.96783,50.0,2
101529987,0.0,0.0,-1.3761588,-0.8225607,9.444874,70.55513,50.0,2
102028866,0.0,0.0,-1.2748959,-0.78676444,7.5930843,72.40692,50.0,2
102527457,0.0,0.0,-1.2048048,-0.7512714,6.3786116,73.62139,50.0,2
103036162,0.0,0.0,-1.1422418,-0.7153955,5.673861,74.32613,50.0,2
103534953,0.0,0.0,-1.1136665,-0.68124276,5.399651,74.60035,50.0,2
104033682,0.0,0.0,-1.1053407,-0.6488306,5.409123,74.59088,50.0,2
104532489,0.0,0.0,-1.092819,-0.61774874,5.622165,74.37784,50.0,2
105031280,0.0,0.0,-1.0468814,-0.58648956,5.849024,74.15098,50.0,2
105529977,0.0,0.0,-0.98271054,-0.5516768,5.922742,74.07727,50.0,2
106028739,0.0,0.0,-0.89640975,-0.51462394,5.664543,74.33546,50.0,2
106527490,0.0,0.0,-0.7951123,-0.47600374,4.9379883,75.06201,50.0,2
107036433,0.0,0.0,-0.67636305,-0.4363531,3.7202349,76.27976,50.0,2
107535327,0.0,0.0,-0.55114335,-0.39913696,2.2599325,77.74007,50.0,2
108033778,0.0,0.0,-0.42221543,-0.36339402,0.80942345,79.190575,50.0,2
108532769,0.0,0.0,-0.30518392,-0.3284171,-0.29642037,80.29642,50.0,2
109031372,0.0,0.0,-0.22381853,-0.29478353,-0.8264909,80.82649,50.0,2
109530376,0.0,0.0,-0.1930266,-0.26411617,-0.72763956,80.727646,50.0,2
110028803,0.0,0.0,-0.23898692,-0.23930219,-0.0028827242,80.002884,50.0,2
110527596,0.0,0.0,-0.35714397,-0.22085752,1.2405674,78.75944,50.0,2
111036498,0.0,0.0,-0.5158595,-0.21055052,2.961473,77.03851,50.0,2
111535294,0.0,0.0,-0.64608306,-0.20988333,5.031103,74.968895,50.0,2
112033849,0.0,0.0,-0.770786,-0.21857129,7.3792315,72.620766,50.0,2
112532771,0.0,0.0,-0.8689894,-0.23897162,9.8056,70.194405,50.0,2
113031843,0.0,0.0,-0.97465485,-0.27109724,12.042338,67.957664,50.0,2
113530365,0.0,0.0,-1.082811,-0.31457844,13.722716,66.277275,50.0,2
114029167,0.0,0.0,-1.1783887,-0.3638735,14.779404,65.2206,50.0,2
114527812,0.0,0.0,-1.2493436,-0.41585508,15.241671,64.75833,50.0,2
115036602,0.0,0.0,-1.2358152,-0.47116837,15.081698,64.918304,50.0,2
115535338,0.0,0.0,-1.1947267,-0.5301256,14.341105,65.65888,50.0,2
116034295,0.0,0.0,-1.1453371,-0.59067345,12.589322,67.410675,50.0,2
116532934,0.0,0.0,-1.0600497,-0.64085984,9.485104,70.51489,50.0,2
117031974,0.0,0.0,-0.917345,-0.6705542,5.241044,74.75896,50.0,2
117530137,0.0,0.0,-0.7101108,-0.6753681,0.6839138,79.31608,50.0,2
118028966,0.0,0.0,-0.4762829,-0.6613603,-3.4315228,83.43152,50.0,2
118527655,0.0,0.0,-0.24362364,-0.6347693,-6.440329,86.44033,50.0,2
119036575,0.0,0.0,-0.04955913,-0.602335,-7.9007583,87.900764,50.0,2
119535360,0.0,0.0,0.08525653,-0.57269657,-7.8903213,87.89032,50.0,2
120034127,0.0,0.0,0.090280876,-0.55084556,-6.7200255,86.720024,50.0,2
120532707,0.0,0.0,-0.030462151,-0.5398166,-4.878709,84.87871,50.0,2
121031431,0.0,0.0,-0.24835074,-0.5401351,-2.799487,82.799484,50.0,2
121530191,0.0,0.0,-0.47204444,-0.5523465,-0.8099132,80.80991,50.0,2
122029155,0.0,0.0,-0.6469141,-0.575567,0.82338905,79.176605,50.0,2
122527755,0.0,0.0,-0.7588535,-0.6089591,2.0400503,77.959946,50.0,2
123036735,0.0,0.0,-0.8292208,-0.65085,2.745059,77.254944,50.0,2
123535423,0.0,0.0,-0.8668368,-0.69733167,2.808713,77.19128,50.0,2
124034192,0.0,0.0,-0.8810693,-0.74605477,2.2923398,77.70766,50.0,2
124532916,0.0,0.0,-0.8712535,-0.7930024,1.3014662,78.69853,50.0,2
125031465,0.0,0.0,-0.8432035,-0.8375039,0.089879274,79.91012,50.0,2
125530204,0.0,0.0,-0.81455475,-0.8793059,-1.0095513,81.00955,50.0,2
126029031,0.0,0.0,-0.79395616,-0.9194458,-1.9838336,81.98383,50.0,2
126527914,0.0,0.0,-0.7943686,-0.9595832,-2.6483347,82.64833,50.0,2
127036706,0.0,0.0,-0.8369413,-1.0013694,-2.6105413,82.610535,50.0,2
127535398,0.0,0.0,-0.9248832,-1.0396752,-1.6663185,81.66632,50.0,2
128033965,0.0,0.0,-1.085601,-1.0683603,0.21777825,79.78222,50.0,2
128532769,0.0,0.0,-1.3083466,-1.08121,2.7366283,77.26337,50.0,2
129031547,0.0,0.0,-1.471715,-1.0723251,5.205752,74.79425,50.0,2
129530239,0.0,0.0,-1.5326768,-1.0451107,7.159678,72.840324,50.0,2
130029046,0.0,0.0,-1.5221982,-1.0067396,8.330937,71.66906,50.0,2
130527786,0.0,0.0,-1.4602618,-0.96188325,8.580489,71.4195,50.0,2
131036556,0.0,0.0,-1.3279277,-0.9145783,7.518096,72.481895,50.0,2
131535283,0.0,0.0,-1.1791722,-0.8725111,5.5303564,74.46964,50.0,2
132034320,0.0,0.0,-1.0148896,-0.8369348,3.017875,76.98213,50.0,2
132532802,0.0,0.0,-0.8318506,-0.8062285,0.4135524,79.58645,50.0,2
133031697,0.0,0.0,-0.6509149,-0.77489924,-2.036165,82.036156,50.0,2
133530249,0.0,0.0,-0.48532915,-0.740642,-4.0568495,84.05685,50.0,2
134029060,0.0,0.0,-0.33374736,-0.7061629,-5.26196,85.261955,50.0,2
134527753,0.0,0.0,-0.23285359,-0.67372054,-5.49647,85.496475,50.0,2
135036474,0.0,0.0,-0.20766431,-0.6447336,-4.9047966,84.9048,50.0,2
135535607,0.0,0.0,-0.24428041,-0.6223033,-3.7076108,83.7076,50.0,2
136033994,0.0,0.0,-0.33328456,-0.60708547,-2.2380695,82.23807,50.0,2
136532784,0.0,0.0,-0.48507077,-0.59861946,-0.7607036,80.760704,50.0,2
137031556,0.0,0.0,-0.69274074,-0.5949989,0.64416724,79.35583,50.0,2
137530300,0.0,0.0,-0.8688171,-0.59662783,2.131619,77.868385,50.0,2
138029071,0.0,0.0,-1.0214586,-0.6033432,3.8162804,76.183716,50.0,2
138527814,0.0,0.0,-1.1643416,-0.61473066,5.6412864,74.35872,50.0,2
139036970,0.0,0.0,-1.2935789,-0.631539,7.5546484,72.44536,50.0,2
139535764,0.0,0.0,-1.4274954,-0.650807,9.426063,70.57394,50.0,2
140034248,0.0,0.0,-1.5582347,-0.66907084,11.377424,68.62257,50.0,2
140532771,0.0,0.0,-1.6605376,-0.68330866,13.547646,66.452354,50.0,2
141031533,0.0,0.0,-1.7837664,-0.68934387,15.923815,64.07619,50.0,2
141530366,0.0,0.0,-1.8543175,-0.67745435,18.254545,61.745453,50.0,2
142029088,0.0,0.0,-1.8243225,-0.6460946,20.057093,59.9429,50.0,2
142527788,0.0,0.0,-1.6840975,-0.596725,20.685154,59.314846,50.0,2
143036507,0.0,0.0,-1.4947054,-0.54238063,19.451414,60.548588,50.0,2
143535294,0.0,0.0,-1.2871685,-0.50079817,16.690752,63.30925,50.0,2
144034042,0.0,0.0,-1.1195953,-0.47440153,13.141178,66.858826,50.0,2
144532783,0.0,0.0,-0.98006827,-0.457572,9.509926,70.490074,50.0,2
145031584,0.0,0.0,-0.8015585,-0.44126084,6.118736,73.88126,50.0,2
145530271,0.0,0.0,-0.6121723,-0.42056742,2.9836547,77.01634,50.0,2
146029107,0.0,0.0,-0.42476368,-0.39338666,0.4285618,79.57144,50.0,2
146527778,0.0,0.0,-0.26552436,-0.36122197,-1.1775583,81.17755,50.0,2
147036779,0.0,0.0,-0.17678921,-0.32728434,-1.6595031,81.6595,50.0,2
147535472,0.0,0.0,-0.17838971,-0.2970543,-1.2176119,81.21761,50.0,2
148034248,0.0,0.0,-0.2541727,-0.27178133,-0.16919334,80.16919,50.0,2
148532785,0.0,0.0,-0.3832933,-0.25142878,1.2391171,78.76088,50.0,2
149031539,0.0,0.0,-0.5350339,-0.23567699,2.882783,77.11721,50.0,2
149530325,0.0,0.0,-0.7170983,-0.22382388,4.61564,75.38435,50.0,2
150029264,0.0,0.0,-0.9033637,-0.21447533,6.2931747,73.706825,50.0,2
150527869,0.0,0.0,-1.0274594,-0.20669074,7.947468,72.05254,50.0,2
151036816,0.0,0.0,-1.0861849,-0.19793333,9.733211,70.266785,50.0,2
151535331,0.0,0.0,-1.1674521,-0.18729731,11.514494,68.485504,50.0,2
152034401,0.0,0.0,-1.2304482,-0.17344987,13.358945,66.64106,50.0,2
152533104,0.0,0.0,-1.2408636,-0.15245534,15.071892,64.928116,50.0,2
153031530,0.0,0.0,-1.2146552,-0.11919712,16.324396,63.675606,50.0,2
153530350,0.0,0.0,-1.1126331,-0.07672213,16.527796,63.472202,50.0,2
154029150,0.0,0.0,-0.91626704,-0.03285845,15.305236,64.69476,50.0,2
154527880,0.0,0.0,-0.7173845,0.004181611,12.915274,67.084724,50.0,2
155036704,0.0,0.0,-0.5401902,0.03255734,9.930407,70.06959,50.0,2
155535487,0.0,0.0,-0.36602685,0.05663391,6.9269495,73.073044,50.0,2
156034010,0.0,0.0,-0.20078066,0.081454925,4.1815276,75.818474,50.0,2
156532756,0.0,0.0,-0.028886564,0.10807402,1.8412938,78.15871,50.0,2
157031546,0.0,0.0,0.14416564,0.13730137,-0.08767446,80.08768,50.0,2
157530288,0.0,0.0,0.29017523,0.16873688,-1.444763,81.44476,50.0,2
158029099,0.0,0.0,0.38164803,0.19881608,-1.9544281,81.95443,50.0,2
158527983,0.0,0.0,0.40477344,0.22604896,-1.6630247,81.663025,50.0,2
159036745,0.0,0.0,0.36385548,0.24959332,-0.93102103,80.93102,50.0,2
159535235,0.0,0.0,0.2766148,0.2685297,-0.061468907,80.06147,50.0,2
160034268,0.0,0.0,0.1564381,0.28387004,0.93710065,79.0629,50.0,2
160532739,0.0,0.0,0.02288449,0.2973836,2.1157124,77.884285,50.0,2
161031761,0.0,0.0,1.880804,1.8808042,8.548741e-07,218.85794,50.0,0
161530449,0.0,0.0,1.8923558,1.8923558,6.6266193e-07,216.92432,50.0,0
162029324,0.0,0.0,1.8998475,1.8998476,-8.221268e-07,214.82774,50.0,0
162527955,0.0,0.0,1.9007522,1.9007521,8.5489046e-07,212.86276,50.0,0
163036486,0.0,0.0,1.8971369,1.8971369,6.022326e-07,211.02605,50.0,0
163535262,0.0,0.0,1.8931707,1.893171,1.8213879e-06,209.24918,50.0,0
164033998,0.0,0.0,1.8897876,1.8897876,7.43457e-07,207.46402,50.0,0
164533234,0.0,0.0,1.886865,1.886865,-7.9816596e-07,205.66043,50.0,0
165031717,0.0,0.0,1.8861029,1.8861029,-2.5924555e-07,203.77411,50.0,0
165530316,0.0,0.0,2.2773845,0.70658827,-45.956673,201.74889,50.0,0
166029001,0.0,0.0,2.2669756,0.70658827,-43.092358,199.6449,50.0,0
166527827,0.0,0.0,2.2409713,0.70658827,-40.02573,197.88898,50.0,0
167036660,0.0,0.0,2.199757,0.70658827,-36.769684,196.42366,50.0,0
167535511,0.0,0.0,2.1063728,0.70658827,-33.38613,195.46724,50.0,0
168034384,0.0,0.0,2.018525,0.70658827,-29.859833,194.91399,50.0,0
168532848,0.0,0.0,1.9361575,0.70658827,-26.28289,194.63673,50.0,0
169031505,0.0,0.0,1.8627073,0.70658827,-22.944365,194.7051,50.0,0
169530241,0.0,0.0,1.8135613,0.70658827,-19.846886,195.01701,50.0,0
