timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,photo_switch,video_switch,payload_power_switch,engage_main_motor_switch
24283415,24259652,2,1,1,0,0,0,0,0,0,0,0,0,0
24714484,24691597,3,4,1,0,0,0,0,0,0,0,0,0,0
25732011,25708901,3,4,1,0,0,0,0,0,0,0,0,0,0
26742145,26718601,3,4,1,0,0,0,0,0,0,0,0,0,0
27761879,27738680,3,4,1,0,0,0,0,0,0,0,0,0,0
28772267,28748515,3,4,1,0,0,0,0,0,0,0,0,0,0
29786835,29764017,3,4,1,0,0,0,0,0,0,0,0,0,0
30787612,30766238,3,4,1,0,0,0,0,0,0,0,0,0,0
31801917,31778529,3,4,1,0,0,0,0,0,0,0,0,0,0
32812205,32788360,3,4,1,0,0,0,0,0,0,0,0,0,0
33824507,33800894,3,4,1,0,0,0,0,0,0,0,0,0,0
34831917,34808323,3,4,1,0,0,0,0,0,0,0,0,0,0
35849323,35825924,3,4,1,0,0,0,0,0,0,0,0,0,0
36864195,36841544,3,4,1,0,0,0,0,0,0,0,0,0,0
37871858,37850865,3,4,1,0,0,0,0,0,0,0,0,0,0
38881918,38858297,3,4,1,0,0,0,0,0,0,0,0,0,0
39899635,39875723,3,4,1,0,0,0,0,0,0,0,0,0,0
40906758,40883198,3,4,1,0,0,0,0,0,0,0,0,0,0
41914209,41890705,3,4,1,0,0,0,0,0,0,0,0,0,0
42924526,42901111,3,4,1,0,0,0,0,0,0,0,0,0,0
43934495,43910705,3,4,1,0,0,0,0,0,0,0,0,0,0
44949135,44925775,3,4,1,0,0,0,0,0,0,0,0,0,0
45961604,45939002,3,4,1,0,0,0,0,0,0,0,0,0,0
46967233,46946013,3,4,1,0,0,0,0,0,0,0,0,0,0
47984354,47960635,3,4,1,0,0,0,0,0,0,0,0,0,0
48992222,48968120,3,4,1,0,0,0,0,0,0,0,0,0,0
50009707,49988508,3,4,1,0,0,0,0,0,0,0,0,0,0
51019054,50996172,3,4,1,0,0,0,0,0,0,0,0,0,0
52024329,52000674,3,4,1,0,0,0,0,0,0,0,0,0,0
53029043,53005734,3,4,1,0,0,0,0,0,0,0,0,0,0
54036927,54013277,3,4,1,0,0,0,0,0,0,0,0,0,0
55042208,55021196,3,4,1,0,0,0,0,0,0,0,0,0,0
56059277,56036028,3,4,1,0,0,0,0,0,0,0,0,0,0
57076612,57053089,3,4,1,0,0,0,0,0,0,0,0,0,0
58084182,58060560,3,4,1,0,0,0,0,0,0,0,0,0,0
59091620,59068095,3,4,1,0,0,0,0,0,0,0,0,0,0
60099174,60075535,3,4,1,0,0,0,0,0,0,0,0,0,0
61106692,61085696,3,4,1,0,0,0,0,0,0,0,0,0,0
62124213,62103218,3,4,1,0,0,0,0,0,0,0,0,0,0
63129329,63108297,3,4,1,0,0,0,0,0,0,0,0,0,0
64139104,64115725,3,4,1,0,0,0,0,0,0,0,0,0,0
65139211,65116141,3,4,1,0,0,0,0,0,0,0,0,0,0
66154156,66130572,3,4,1,0,0,0,0,0,0,0,0,0,0
67161723,67140734,3,4,1,0,0,0,0,0,0,0,0,0,0
68181418,68158293,3,4,1,0,0,0,0,0,0,0,0,0,0
69199101,69175979,3,4,1,0,0,0,0,0,0,0,0,0,0
70214143,70190767,3,4,1,0,0,0,0,0,0,0,0,0,0
71229041,71206309,3,4,1,0,0,0,0,0,0,0,0,0,0
72244286,72220853,3,4,1,0,0,0,0,0,0,0,0,0,0
73246660,73223102,3,4,1,0,0,0,0,0,0,0,0,0,0
74254070,74230614,3,4,1,0,0,0,0,0,0,0,0,0,0
75266820,75245825,3,4,1,0,0,0,0,0,0,0,0,0,0
76269172,76248130,3,4,1,0,0,0,0,0,0,0,0,0,0
77276590,77253076,3,4,1,0,0,0,0,0,0,0,0,0,0
78286461,78263322,3,4,1,0,0,0,0,0,0,0,0,0,0
79296911,79275980,3,4,1,0,0,0,0,0,0,0,0,0,0
80311630,80288602,3,4,1,0,0,0,0,0,0,0,0,0,0
81318953,81295868,3,4,1,0,0,0,0,0,0,0,0,0,0
82334081,82310664,3,4,1,0,0,0,0,0,0,0,0,0,0
83344111,83320807,3,4,1,0,0,0,0,0,0,0,0,0,0
84349169,84325568,3,4,1,0,0,0,0,0,0,0,0,0,0
85356643,85333176,3,4,1,0,0,0,0,0,0,0,0,0,0
86369477,86348407,3,4,1,0,0,0,0,0,0,0,0,0,0
87383956,87361054,3,4,1,0,0,0,0,0,0,0,0,0,0
88386984,88373794,3,4,1,0,0,0,0,0,0,0,0,0,0
89402644,89371461,3,4,1,0,0,0,0,0,0,0,0,0,0
90414803,90383348,3,4,1,0,0,0,0,0,0,0,0,0,0
90516215,90492940,4,6,1,0,0,0,0,0,0,0,0,0,0
91528864,91505631,4,6,1,0,0,0,0,0,0,0,0,0,0
92544822,92520265,4,6,1,0,0,0,0,0,0,0,0,0,0
93553991,93532757,4,6,1,0,0,0,0,0,0,0,0,0,0
94566225,94543239,4,6,1,0,0,0,0,0,0,0,0,0,0
95573693,95550381,4,6,1,0,0,0,0,0,0,0,0,0,0
96586227,96563090,4,6,1,0,0,0,0,0,0,0,0,0,0
97601563,97577744,4,6,1,0,0,0,0,0,0,0,0,0,0
98613739,98590285,4,6,1,0,0,0,0,0,0,0,0,0,0
99637309,99612761,4,6,1,0,0,0,0,0,0,0,0,0,0
100654321,100630612,4,6,1,0,0,0,0,0,0,0,0,0,0
101658617,101635688,4,6,1,0,0,0,0,0,0,0,0,0,0
102676045,102652754,4,6,1,0,0,0,0,0,0,0,0,0,0
103691200,103667595,4,6,1,0,0,0,0,0,0,0,0,0,0
104703935,104680128,4,6,1,0,0,0,0,0,0,0,0,0,0
105708642,105685239,4,6,1,0,0,0,0,0,0,0,0,0,0
106723886,106700100,4,6,1,0,0,0,0,0,0,0,0,0,0
107733782,107712804,4,6,1,0,0,0,0,0,0,0,0,0,0
108749044,108727744,4,6,1,0,0,0,0,0,0,0,0,0,0
109751744,109727720,4,6,1,0,0,0,0,0,0,0,0,0,0
110758931,110743394,4,6,1,0,0,0,0,0,0,0,0,0,0
111759346,111727603,4,6,1,0,0,0,0,0,0,0,0,0,0
112776299,112745040,4,6,1,0,0,0,0,0,0,0,0,0,0
113791595,113762510,4,6,1,0,0,0,0,0,0,0,0,0,0
114801731,114772643,4,6,1,0,0,0,0,0,0,0,0,0,0
115816780,115785407,4,6,1,0,0,0,0,0,0,0,0,0,0
116842300,116813046,4,6,1,0,0,0,0,0,0,0,0,0,0
117871845,117840848,4,6,1,0,0,0,0,0,0,0,0,0,0
118883923,118852523,4,6,1,0,0,0,0,0,0,0,0,0,0
119908349,119877284,4,6,1,0,0,0,0,0,0,0,0,0,0
120923615,120892915,4,6,1,0,0,0,0,0,0,0,0,0,0
121936394,121904986,4,6,1,0,0,0,0,0,0,0,0,0,0
122961684,122932479,4,6,1,0,0,0,0,0,0,0,0,0,0
123973636,123942309,4,6,1,0,0,0,0,0,0,0,0,0,0
124983740,124952743,4,6,1,0,0,0,0,0,0,0,0,0,0
126001294,125970317,4,6,1,0,0,0,0,0,0,0,0,0,0
127018942,126989609,4,6,1,0,0,0,0,0,0,0,0,0,0
128028867,127999711,4,6,1,0,0,0,0,0,0,0,0,0,0
129058968,129027141,4,6,1,0,0,0,0,0,0,0,0,0,0
130069331,130039950,4,6,1,0,0,0,0,0,0,0,0,0,0
131098494,131067237,4,6,1,0,0,0,0,0,0,0,0,0,0
132125891,132094880,4,6,1,0,0,0,0,0,0,0,0,0,0
133139042,133107030,4,6,1,0,0,0,0,0,0,0,0,0,0
134154023,134121882,4,6,1,0,0,0,0,0,0,0,0,0,0
