timestamp,defer_failsafes_timeout_s,disable_auto_disarm,defer_failsafes,source_type,source_id
22541655,0,0,0,0,0
23047644,0,0,0,0,0
23553669,0,0,0,0,0
24059641,0,0,0,0,0
24565727,0,0,0,0,0
25071672,0,0,0,0,0
25577648,0,0,0,0,0
26083647,0,0,0,0,0
26589673,0,0,0,0,0
27095648,0,0,0,0,0
27601647,0,0,0,0,0
28107907,0,0,0,0,0
28613667,0,0,0,0,0
29119688,0,0,0,0,0
29625647,0,0,0,0,0
30131839,0,0,0,0,0
30637648,0,0,0,0,0
31143647,0,0,0,0,0
31649652,0,0,0,0,0
32155647,0,0,0,0,0
32662648,0,0,0,0,0
33168658,0,0,0,0,0
33674648,0,0,0,0,0
34180680,0,0,0,0,0
34686648,0,0,0,0,0
35192647,0,0,0,0,0
35698658,0,0,0,0,0
36204669,0,0,0,0,0
36710687,0,0,0,0,0
37216647,0,0,0,0,0
37722911,0,0,0,0,0
38228657,0,0,0,0,0
38734647,0,0,0,0,0
39240669,0,0,0,0,0
39746665,0,0,0,0,0
40252648,0,0,0,0,0
40759649,0,0,0,0,0
41265647,0,0,0,0,0
41771648,0,0,0,0,0
42277647,0,0,0,0,0
42783648,0,0,0,0,0
43289670,0,0,0,0,0
43795648,0,0,0,0,0
44301807,0,0,0,0,0
44807647,0,0,0,0,0
45313649,0,0,0,0,0
45819651,0,0,0,0,0
46325647,0,0,0,0,0
46831669,0,0,0,0,0
47337647,0,0,0,0,0
47843709,0,0,0,0,0
48349647,0,0,0,0,0
48855647,0,0,0,0,0
49361647,0,0,0,0,0
49868681,0,0,0,0,0
50374647,0,0,0,0,0
50880647,0,0,0,0,0
51386695,0,0,0,0,0
51892965,0,0,0,0,0
52398755,0,0,0,0,0
52904648,0,0,0,0,0
53411666,0,0,0,0,0
53918658,0,0,0,0,0
54424647,0,0,0,0,0
54930647,0,0,0,0,0
55436647,0,0,0,0,0
55943123,0,0,0,0,0
56448736,0,0,0,0,0
56954667,0,0,0,0,0
57460648,0,0,0,0,0
57966667,0,0,0,0,0
58472708,0,0,0,0,0
58978657,0,0,0,0,0
59484682,0,0,0,0,0
59990666,0,0,0,0,0
60496648,0,0,0,0,0
61002661,0,0,0,0,0
61509080,0,0,0,0,0
62014647,0,0,0,0,0
62520648,0,0,0,0,0
63026647,0,0,0,0,0
63532647,0,0,0,0,0
64038649,0,0,0,0,0
64544647,0,0,0,0,0
65050661,0,0,0,0,0
65556649,0,0,0,0,0
66062648,0,0,0,0,0
66568715,0,0,0,0,0
67074649,0,0,0,0,0
67580647,0,0,0,0,0
68086647,0,0,0,0,0
68592647,0,0,0,0,0
69098657,0,0,0,0,0
69604648,0,0,0,0,0
70110670,0,0,0,0,0
70617647,0,0,0,0,0
71123650,0,0,0,0,0
71629651,0,0,0,0,0
72135661,0,0,0,0,0
72641745,0,0,0,0,0
73147647,0,0,0,0,0
73653764,0,0,0,0,0
74159651,0,0,0,0,0
74665649,0,0,0,0,0
75171653,0,0,0,0,0
75677647,0,0,0,0,0
76183647,0,0,0,0,0
76689651,0,0,0,0,0
77195647,0,0,0,0,0
77701690,0,0,0,0,0
78207762,0,0,0,0,0
78713684,0,0,0,0,0
79219686,0,0,0,0,0
79725649,0,0,0,0,0
80231649,0,0,0,0,0
80737648,0,0,0,0,0
81243647,0,0,0,0,0
81749648,0,0,0,0,0
82255649,0,0,0,0,0
82761649,0,0,0,0,0
83268658,0,0,0,0,0
83774648,0,0,0,0,0
84280648,0,0,0,0,0
84786667,0,0,0,0,0
