timestamp,timestamp_sample,latitude_deg,longitude_deg,altitude_msl_m,altitude_ellipsoid_m,time_utc_usec,device_id,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,heading_accuracy,rtcm_injection_rate,automatic_gain_control,fix_type,jamming_state,spoofing_state,vel_ned_valid,satellites_used,selected_rtcm_instance,rtcm_crc_failed,rtcm_msg_used
24485538,0,31.1899457,117.20103189999999,29.735,27.549,1769059537199977,10813493,0.07,0.4767993,0.896,1.5020001,0.51,0.81,86,12,0.083000004,0.043,0.071,-0.030000001,2.3323712,0,nan,0.0,0.0,0.0,0,3,1,1,1,29,0,0,0
24563630,0,31.1899458,117.201032,29.753,27.567,1769059537299977,10813493,0.10300001,0.4768023,0.89300007,1.496,0.51,0.81,86,12,0.032,0.028,0.017,0.091000006,2.3323712,0,nan,0.0,0.0,0.0,0,3,1,1,1,29,0,0,0
24665632,0,31.189945899999998,117.20103189999999,29.763,27.577,1769059537399977,10813493,0.061000004,0.47680527,0.88900006,1.4900001,0.51,0.81,86,12,0.09900001,-0.029000001,-0.094000004,0.030000001,2.3323712,0,nan,0.0,0.0,0.0,0,3,1,1,1,29,0,0,0
24756649,0,31.189945899999998,117.20103189999999,29.786,27.599,1769059537499977,10813493,0.069000006,0.43882498,0.88600004,1.485,0.51,0.81,86,12,0.13700001,-0.127,0.052,-0.096,2.5583065,0,nan,0.0,0.0,0.0,0,3,1,1,1,29,0,0,0
24861631,0,31.189945899999998,117.201032,29.813000000000002,27.627,1769059537599977,10813493,0.071,0.5233886,0.883,1.4790001,0.51,0.81,86,12,0.11100001,-0.057000004,0.096,-0.086,2.3725057,0,nan,0.0,0.0,0.0,0,3,1,1,1,29,0,0,0
24964766,0,31.189945899999998,117.20103209999999,29.842000000000002,27.656,1769059537699977,10813493,0.086,0.5233928,0.87900007,1.473,0.51,0.81,86,12,0.076000005,0.013,0.075,-0.143,2.3725057,0,nan,0.0,0.0,0.0,0,3,1,1,1,29,0,0,0
25061627,0,31.189946,117.20103209999999,29.867,27.681,1769059537799977,10813493,0.082,0.52339506,0.87600005,1.468,0.51,0.81,86,12,0.052,0.021000002,-0.047000002,-0.058000002,2.3725057,0,nan,0.0,0.0,0.0,0,3,1,1,1,29,0,0,0
25161631,0,31.1899461,117.20103209999999,29.893,27.707,1769059537899977,10813493,0.08400001,0.5233973,0.873,1.462,0.51,0.81,86,12,0.046000004,0.045,-0.009000001,-0.075,2.3725057,0,nan,0.0,0.0,0.0,0,3,1,1,1,29,0,0,0
25319628,0,31.189946199999998,117.20103209999999,29.912,27.726,1769059537999978,10813493,0.053000003,0.36783686,0.869,1.457,0.51,0.81,86,4,0.13700001,-0.045,0.13000001,-0.044000003,2.0578413,0,nan,0.0,0.0,0.0,0,3,1,1,1,29,0,0,0
25461630,0,31.189946199999998,117.20103209999999,29.926000000000002,27.740000000000002,1769059538199977,10813493,0.064,0.35842082,0.86600006,1.4510001,0.51,0.81,86,4,0.125,-0.047000002,-0.116000004,0.07,3.2233214,0,nan,0.0,0.0,0.0,0,3,1,1,1,29,0,0,0
