timestamp,rpm_estimate,rpm_raw
24520081,0.030210774,0.0
24529123,0.02416862,0.0
24729121,0.10109093,0.0
24920106,0.048276223,0.0
25119122,0.07623212,0.0
25329119,-0.066964045,0.0
25529121,0.010589536,0.0
25729121,0.18156262,0.0
25929121,-0.012170522,0.0
26129121,-0.051999755,0.0
26329121,0.751539,6.350267
26519122,0.1448292,0.0
26729122,0.025905425,0.0
26929121,-0.18414357,0.0
27129123,0.012988469,0.0
27329121,0.09897383,0.0
27529121,0.23116297,1.4648479
27719121,-0.0646379,0.0
27919121,6.780721,0.0
28129124,0.20280585,0.0
28329158,0.35127404,4.774602
28529121,0.123990275,0.0
28729120,0.6395098,0.0
28929120,-0.052271657,0.0
29129127,0.10962074,1.4657272
29319130,0.111400254,1.4655806
29520058,0.004984922,0.0
29729120,0.049076423,0.0
29929121,0.6614171,0.0
30129128,-0.33402246,0.0
30329140,0.5455869,0.0
30520077,0.026055608,0.0
30720074,0.12057754,0.0
30929121,-0.73527825,0.0
31129135,-0.07603172,0.0
31329123,0.54637027,7.962861
31529121,0.041022707,0.0
31729121,0.2839642,0.0
31919917,0.07923393,0.0
32119885,0.03747146,0.0
32329121,0.057617188,0.0
32529120,0.022789622,0.0
32729121,0.2372704,3.1799588
32929121,-0.326993,-1.593265
33129127,0.07650276,0.0
33329140,0.06638306,0.0
33519121,0.0009566806,0.0
33729121,-0.31043848,-1.6227406
33929121,0.008696638,0.0
34129121,0.35023722,4.752913
34329121,0.34677517,4.8682218
34529121,0.011862389,0.0
34720072,0.051618256,0.0
34920071,0.003807983,0.0
35129125,0.40247554,6.346828
35329122,-0.0011205791,0.0
35529120,0.0029557045,0.0
35729119,0.08899553,0.0
35929121,-0.29220742,-1.4661673
36129133,0.02429327,0.0
36319164,0.035722114,0.0
36529120,0.05036491,0.0
36729120,0.1879335,0.0
36929119,0.7830392,0.0
37129140,0.012803787,0.0
37329137,-0.15173677,0.0
37519125,0.012115633,0.0
37719121,0.00013968375,0.0
37929121,0.06042402,0.0
38129144,0.073066734,1.4614866
38329149,0.09145783,0.0
38529120,0.014273578,0.0
38729121,0.037509993,0.0
38919888,0.008405702,0.0
39119883,0.02994271,0.0
39329154,0.3121816,4.776159
39529119,0.013326871,0.0
39729121,-0.060562402,0.0
39929122,-5.891591,0.0
40129121,-0.004232336,0.0
40319895,-0.95196635,-5.447556
40519121,0.03362594,0.0
40729139,1.5459775,0.0
