timestamp,voltage_v,current_a,current_average_a,discharged_mah,remaining,scale,time_remaining_s,temperature,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],voltage_cell_v[4],voltage_cell_v[5],voltage_cell_v[6],voltage_cell_v[7],voltage_cell_v[8],voltage_cell_v[9],voltage_cell_v[10],voltage_cell_v[11],voltage_cell_v[12],voltage_cell_v[13],max_cell_voltage_delta,full_charge_capacity_wh,remaining_capacity_wh,nominal_voltage,internal_resistance_estimate,ocv_estimate,ocv_estimate_filtered,volt_based_soc_estimate,voltage_prediction,prediction_error,estimation_covariance_norm,capacity,cycle_count,average_time_to_empty,serial_number,manufacture_date,state_of_health,max_error,interface_error,faults,over_discharge_count,connected,cell_count,source,priority,id,is_powering_off,is_required,warning
24522878,12.201923,0.0,15.0,0.040738773,0.77274173,1.0335548,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047720033,12.201923,12.1981325,0.77674097,12.215594,-0.042835236,0.4462089,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
24532879,12.201012,0.0,15.0,0.040738773,0.7727975,1.0335463,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047720033,12.201012,12.1981325,0.77674097,12.215594,-0.042835236,0.4462089,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
24722877,12.168201,0.0,15.0,0.040738773,0.76957554,1.0340382,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047720033,12.168201,12.1981325,0.77674097,12.215594,-0.042835236,0.4462089,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
24922878,12.187341,0.0,15.0,0.040738773,0.7502813,1.0369939,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047720033,12.187341,12.1981325,0.77674097,12.215594,-0.042835236,0.4462089,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
25122877,12.111694,0.0,15.0,0.041003313,0.7498092,1.0370663,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047720033,12.111694,12.198148,0.7767486,12.172288,0.025989532,0.4462089,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
25322877,12.179138,0.0,15.0,0.04106976,0.74975485,1.0370747,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047720033,12.179138,12.196759,0.775978,12.148878,-0.042653084,0.4462089,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
25522877,12.16091,0.0,15.0,0.04106976,0.7349753,1.0393505,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047720033,12.16091,12.196759,0.775978,12.148878,-0.042653084,0.4462089,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
25722876,11.913008,0.0,15.0,0.04106976,0.69999784,1.0447764,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047720033,11.913008,12.196759,0.775978,12.148878,-0.042653084,0.4462089,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
25922877,12.118985,0.0,15.0,0.04106976,0.6877369,1.0466919,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047720033,12.118985,12.196759,0.775978,12.148878,-0.042653084,0.4462089,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
26122876,12.149974,0.0,15.0,0.04136985,0.6959042,1.0454152,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047720033,12.149974,12.197214,0.77623075,12.10494,0.1361742,0.4462089,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
