timestamp,timestamp_sample,control_mode_flags,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,hdg_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,mag_inclination_deg,mag_inclination_ref_deg,mag_strength_gs,mag_strength_ref_gs,gps_check_fail_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_height,pre_flt_fail_innov_pos_horiz,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
24520997,24330980,17763984869911,0.0071888505,0.042286806,0.059108905,0,0.2862008,0.2770875,0.60570234,0.04395387,0.016468402,0.027806766,nan,nan,nan,0.0,4259850,4325386,4028193,527633,61.942627,47.697792,0.48441526,0.49909315,0,831,2,2,2,3,1,1,0,0,0,0,0,0,0
24530927,24340955,17763984869911,0.0070524653,0.04117237,0.058719933,0,0.28690794,0.27750158,0.60570234,0.04395387,0.016468402,0.027806766,nan,nan,nan,0.0,4259850,4325386,4028193,527633,61.942627,47.697792,0.48441526,0.49909315,0,831,2,2,2,3,1,1,0,0,0,0,0,0,0
24720627,24530482,17763984869911,0.007022056,0.03525828,0.055009242,0,0.2785691,0.27139974,0.6154544,0.033737827,0.020419857,0.029650569,nan,nan,nan,0.0,4259850,4325386,4028193,527633,61.87233,47.697792,0.47962517,0.49909315,0,831,2,2,2,3,1,1,0,0,0,0,0,0,0
24919953,24729983,17763984869911,0.004672239,0.017798016,0.03750227,0,0.2721184,0.26641685,0.612261,0.033349395,0.023996552,0.03076381,nan,nan,nan,0.0,4259850,4325386,4028193,527633,61.629333,47.697792,0.48611253,0.49909315,0,831,2,2,2,3,1,1,0,0,0,0,0,0,0
25119459,24929485,17763984869911,0.00421793,0.023948839,0.0320425,0,0.26638213,0.26119003,0.5861207,0.044352002,0.027890304,0.03336406,nan,nan,nan,0.0,4259850,4325386,4028193,527633,59.014008,47.697792,0.4886403,0.49909315,0,831,2,2,2,3,1,1,0,0,0,0,0,0,0
25328946,25138961,17763984869911,0.0040261047,0.027995797,0.031618074,0,0.26212078,0.25700107,0.5388789,0.061213937,0.030847918,0.034712154,nan,nan,nan,0.0,4259850,4325386,4028193,527633,58.7568,47.697792,0.4896227,0.49909315,0,831,2,2,2,3,1,1,0,0,0,0,0,0,0
25528393,25338463,17763984869911,0.0050622895,0.027623026,0.037386544,0,0.2665803,0.25848746,0.50177914,0.029641964,0.03287541,0.03653816,nan,nan,nan,0.0,4259850,4325386,4028193,527633,57.17361,47.697792,0.48581046,0.49909315,0,831,2,2,2,3,1,1,0,0,0,0,0,0,0
25727904,25537965,17763984869911,0.0061925813,0.024142208,0.03306678,0,0.26142487,0.2549734,0.4822692,0.0723634,0.035889283,0.037582826,nan,nan,nan,0.0,4259850,4325386,4028193,527633,59.014797,47.697792,0.50400454,0.49909315,0,831,2,2,2,3,1,0,0,0,0,0,0,0,0
25927402,25737466,17763984869911,0.007433926,0.026928397,0.03960091,0,0.25686282,0.25111595,0.49792853,0.087726906,0.0376461,0.0376609,nan,nan,nan,0.0,4259850,4325386,4028193,527633,60.245846,47.697792,0.5206376,0.49909315,0,831,2,2,2,3,1,0,0,0,0,0,0,0,0
26126901,25936968,17763984869911,0.004976123,0.03200695,0.043603513,0,0.25275612,0.24821666,0.465855,0.09759578,0.03887747,0.03805244,nan,nan,nan,0.0,4259850,4325386,4028193,527633,58.076878,47.697792,0.5306031,0.49909315,0,831,2,2,2,3,1,0,0,0,0,0,0,0,0
26326406,26136469,17763984869911,0.002239426,0.028235083,0.040365405,0,0.24919713,0.2450478,0.42244598,0.08915684,0.039650634,0.04026029,nan,nan,nan,0.0,4259850,4325386,4028193,527633,58.449005,47.697792,0.51746684,0.49909315,0,831,2,2,2,3,1,0,0,0,0,0,0,0,0
26525936,26335971,17763984869911,0.0007181038,0.026124349,0.037252925,0,0.254509,0.24759243,0.40578657,0.085229166,0.03992979,0.04048687,nan,nan,nan,0.0,4259850,4325386,4028193,527633,58.059574,47.697792,0.5136698,0.49909315,0,831,2,2,2,3,1,0,0,0,0,0,0,0,0
26725408,26535473,17763984869911,0.0020966104,0.034955755,0.04547149,0,0.25045282,0.24452837,0.3922078,0.068492115,0.040533178,0.040123213,nan,nan,nan,0.0,4259850,4325386,4028193,527633,58.213623,47.697792,0.51835334,0.49909315,0,831,2,2,2,3,1,0,0,0,0,0,0,0,0
26924926,26734974,17763984869911,0.002432907,0.033294793,0.044225786,0,0.24682109,0.24225444,0.38279092,0.06453116,0.0411019,0.040970188,nan,nan,nan,0.0,4259850,4325386,4028193,527633,58.29224,47.697792,0.5111884,0.49909315,0,831,2,2,2,3,1,0,0,0,0,0,0,0,0
27124609,26934476,17763984869911,0.0019051292,0.03049103,0.043046363,0,0.24365333,0.23967156,0.37179103,0.07040183,0.041387383,0.04333664,nan,nan,nan,0.0,4259850,4325386,4028193,527633,57.951645,47.697792,0.51577103,0.49909315,0,831,2,2,2,3,1,0,0,0,0,0,0,0,0
27323971,27133978,17763984869911,0.0013500088,0.0209427,0.030086916,0,0.24069916,0.23777233,0.37142733,0.069830395,0.042041596,0.045170777,nan,nan,nan,0.0,4259850,4325386,4028193,527633,59.332203,47.697792,0.5099327,0.49909315,0,831,2,2,2,3,1,0,0,0,0,0,0,0,0
27523444,27333480,17763984869911,0.00064598274,0.015304305,0.026853846,0,0.24635749,0.24039635,0.377698,0.07321457,0.042145826,0.045754746,nan,nan,nan,0.0,4259850,4325386,4028193,527633,59.529705,47.697792,0.5033537,0.49909315,0,831,2,2,2,3,1,0,0,0,0,0,0,0,0
27722947,27532981,17763984869911,0.0005659596,0.0150681175,0.02489692,0,0.24272068,0.23838975,0.38029766,0.077772826,0.04232149,0.045819588,nan,nan,nan,0.0,4259850,4325386,4028193,527633,60.550377,47.697792,0.50464624,0.49909315,0,831,2,2,2,3,1,0,0,0,0,0,0,0,0
27932440,27742458,17763984869911,0.0014056973,0.00942019,0.019213287,0,0.24042495,0.23660514,0.38479182,0.089306235,0.042921256,0.045901746,nan,nan,nan,0.0,4259850,4325386,4028193,527633,62.210136,47.697792,0.49784285,0.49909315,0,831,2,2,2,3,1,0,0,0,0,0,0,0,0
28131907,27941960,17763984869911,0.002259073,0.0053810207,0.014436359,0,0.23757306,0.23492362,0.4180892,0.08902507,0.042943973,0.04599457,nan,nan,nan,0.0,4259850,4325386,4028193,527633,65.30019,47.697792,0.49032235,0.49909315,0,831,2,2,2,3,1,0,0,0,0,0,0,0,0
28331446,28141462,17763984869911,0.002332097,0.012515395,0.020960137,0,0.23499943,0.23286635,0.45134985,0.0968358,0.04288856,0.047180723,nan,nan,nan,0.0,4259850,4325386,4028193,527633,65.34097,47.697792,0.48936787,0.49909315,0,831,2,2,2,3,1,0,0,0,0,0,0,0,0
28531106,28340964,17763984869911,0.0029596435,0.014682603,0.02381038,0,0.24087177,0.23640338,0.4516858,0.092400156,0.04244371,0.04724873,nan,nan,nan,0.0,4259850,4325386,4028193,527633,64.31512,47.697792,0.48836383,0.49909315,0,831,2,2,2,3,1,0,0,0,0,0,0,0,0
28730489,28540466,17763984869911,0.0026103966,0.021216562,0.03619041,0,0.23766015,0.23415084,0.43361485,0.09314205,0.041008025,0.046878837,nan,nan,nan,0.0,4259850,4325386,4028193,527633,61.009438,47.697792,0.49919438,0.49909315,0,831,2,2,2,3,1,0,0,0,0,0,0,0,0
28929908,28739968,17763984869911,0.002799431,0.016079236,0.03246222,0,0.23489448,0.2326216,0.3896475,0.10308059,0.040040728,0.04682874,nan,nan,nan,0.0,4259850,4325386,4028193,527633,57.755802,47.697792,0.51112086,0.49909315,0,831,2,2,2,3,1,0,0,0,0,0,0,0,0
29129451,28939470,17763984869911,0.0027608082,0.012266131,0.031845212,0,0.23226689,0.23061551,0.35404527,0.11884005,0.03882745,0.04742178,nan,nan,nan,0.0,4259850,4325386,4028193,527633,57.16431,47.697792,0.511251,0.49909315,0,831,2,2,2,3,1,0,0,0,0,0,0,0,0
29328924,29138972,17763984869911,0.0025005515,0.011018551,0.027015086,0,0.23002516,0.22931136,0.33016336,0.124969326,0.03746716,0.047219023,nan,nan,nan,0.0,4259850,4325386,4028193,527633,59.045597,47.697792,0.5017239,0.49909315,0,831,2,2,2,3,1,0,0,0,0,0,0,0,0
29528730,29338473,17763984869911,0.0016389799,0.0068100113,0.022023806,0,0.23590569,0.23298883,0.3249978,0.13126442,0.036821384,0.04739155,nan,nan,nan,0.0,4259850,4325386,4028193,527633,60.648724,47.697792,0.4986431,0.49909315,0,831,2,2,2,3,1,0,0,0,0,0,0,0,0
29727934,29537976,17763984869911,0.0016554818,0.015796259,0.028254498,0,0.23292123,0.23088428,0.33698857,0.13249327,0.036888354,0.0472265,nan,nan,nan,0.0,4259850,4325386,4028193,527633,63.387062,47.697792,0.49760252,0.49909315,0,831,2,2,2,3,1,0,0,0,0,0,0,0,0
29927444,29737478,17763984869911,0.0016351267,0.009623075,0.017210713,0,0.23035416,0.22945578,0.36460048,0.12239602,0.036397167,0.047226746,nan,nan,nan,0.0,4259850,4325386,4028193,527633,63.5401,47.697792,0.49057436,0.49909315,0,831,2,2,2,3,1,0,0,0,0,0,0,0,0
30126939,29936980,17763984869911,0.002171381,0.009535623,0.020438338,0,0.22785625,0.22753604,0.36876702,0.12147472,0.035583474,0.048588037,nan,nan,nan,0.0,4259850,4325386,4028193,527633,63.04633,47.697792,0.49487054,0.49909315,0,831,2,2,2,3,1,0,0,0,0,0,0,0,0
30326440,30136482,17763984869911,0.0019359677,0.00820386,0.019676287,0,0.2257777,0.22629593,0.37156883,0.12592389,0.035301544,0.048764184,nan,nan,nan,0.0,4259850,4325386,4028193,527633,62.69849,47.697792,0.49856684,0.49909315,0,831,2,2,2,3,1,0,0,0,0,0,0,0,0
30526015,30335984,17763984869911,0.0015317851,0.0045629716,0.013919032,0,0.23171109,0.22955939,0.35172465,0.11748807,0.035328798,0.049104698,nan,nan,nan,0.0,4259850,4325386,4028193,527633,60.653755,47.697792,0.4989319,0.49909315,0,831,2,2,2,3,1,0,0,0,0,0,0,0,0
