timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],gravity[0],gravity[1],gravity[2],drag[0],drag[1],airspeed,beta,hagl,hagl_rate
24817855,24630215,0.101954475,0.10242315,0.21076271,0.829373,0.8297123,2.2936287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.379829,0.0,0.0,0.0,0.0,0.0025329778,0.0025203263,0.0025329778,0.0025191281,1.0000447,1.0000461,1.0000025,0.0,0.0,2.943012,0.0,0.0,0.0
25320152,25132597,0.10047646,0.10065048,0.21022518,0.79726696,0.79749906,2.2043905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.378588,0.0,0.0,0.0,0.0,0.0025295971,0.002522952,0.0025295971,0.0025178234,1.0000379,1.0000386,1.0000018,0.0,0.0,2.8897417,0.0,0.0,0.0
25812817,25625128,0.10044902,0.100404516,0.21013485,0.7738149,0.77402365,2.1378155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.38234,0.0,0.0,0.0,0.0,0.0025272155,0.0025270383,0.0025272155,0.002517522,1.0000355,1.000035,1.0000007,0.0,0.0,2.305481,0.0,0.0,0.0
26315070,26127510,0.09928886,0.09915932,0.20984074,0.7456601,0.74580985,2.0598752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.383665,0.0,0.0,0.0,0.0,0.0025329744,0.0025329744,0.002525267,0.0025207598,1.000032,1.000032,1.0000005,0.0,0.0,2.9678571,0.0,0.0,0.0
26817539,26629892,0.099301614,0.09920847,0.20990857,0.7254877,0.7256254,2.0055294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.386268,0.0,0.0,0.0,0.0,0.0025318768,0.0025318768,0.002523922,0.002518932,1.0000311,1.0000305,1.0000004,0.0,0.0,2.7880993,0.0,0.0,0.0
27319840,27132274,0.09864004,0.09851915,0.2096757,0.7003693,0.70047086,1.9363035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.388164,0.0,0.0,0.0,0.0,0.0025311417,0.0025311417,0.0025230574,0.002518645,1.0000293,1.0000291,1.0000002,0.0,0.0,2.927978,0.0,0.0,0.0
27823062,27634656,0.09867438,0.09859302,0.20973583,0.68253326,0.68262476,1.8870848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.391764,0.0,0.0,0.0,0.0,0.0025297252,0.0025297252,0.0025223147,0.002517537,1.000029,1.0000285,1.0000001,0.0,0.0,2.9605834,0.0,0.0,0.0
28314760,28127188,0.09808966,0.09806737,0.20949769,0.6584462,0.6585191,1.8284531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3918495,0.0,0.0,0.0,0.0,0.002529438,0.002529438,0.0025220138,0.002518396,1.0000274,1.0000267,1.0000008,0.0,0.0,2.9618871,0.0,0.0,0.0
28817126,28629571,0.09833581,0.09835042,0.20956083,0.6446297,0.6447006,1.7836244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.395403,0.0,0.0,0.0,0.0,0.0025280248,0.0025280248,0.0025203852,0.0025146222,1.0000272,1.0000274,1.0000002,0.0,0.0,2.6248598,0.0,0.0,0.0
29319741,29131953,0.09792369,0.09793468,0.20933425,0.6244442,0.6245027,1.73228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.396132,0.0,0.0,0.0,0.0,0.0025281128,0.0025281128,0.0025197426,0.002515471,1.000026,1.0000268,1.0000001,0.0,0.0,2.386064,0.0,0.0,0.0
