timestamp,indicated_airspeed_m_s,calibrated_airspeed_m_s,true_airspeed_m_s,calibrated_ground_minus_wind_m_s,true_ground_minus_wind_m_s,airspeed_derivative_filtered,throttle_filtered,pitch_filtered,airspeed_sensor_measurement_valid,selected_airspeed_index
24496309,-8.437486,-8.46732,-8.386431,nan,nan,0.0,0.0,0.0,1,1
24596308,-8.555421,-8.585672,-8.502157,nan,nan,0.0,0.0,0.0,1,1
24696308,-8.580481,-8.610821,-8.528549,nan,nan,0.0,0.0,0.0,1,1
24896309,-8.729334,-8.7602005,-8.676589,nan,nan,0.0,0.0,0.0,1,1
25096309,-8.538672,-8.568865,-8.485545,nan,nan,0.0,0.0,0.0,1,1
25296308,-8.555421,-8.585672,-8.502093,nan,nan,0.0,0.0,0.0,1,1
25496308,-8.530286,-8.560449,-8.477158,nan,nan,0.0,0.0,0.0,1,1
25696308,-8.38302,-8.4126625,-8.330862,nan,nan,0.0,0.0,0.0,1,1
25896308,-8.38302,-8.4126625,-8.32947,nan,nan,0.0,0.0,0.0,1,1
26096308,-8.3006525,-8.330004,-8.247505,nan,nan,0.0,0.0,0.0,1,1
26296327,-8.505077,-8.5351515,-8.4507475,nan,nan,0.0,0.0,0.0,1,1
26496308,-8.565454,-8.595741,-8.510621,nan,nan,0.0,0.0,0.0,1,1
26696308,-8.274745,-8.304005,-8.221744,nan,nan,0.0,0.0,0.0,1,1
26896309,-8.403487,-8.433202,-8.34967,nan,nan,0.0,0.0,0.0,1,1
27096308,-8.231383,-8.260489,-8.178607,nan,nan,0.0,0.0,0.0,1,1
27296308,-8.428999,-8.458804,-8.375072,nan,nan,0.0,0.0,0.0,1,1
27496308,-8.530286,-8.560449,-8.47571,nan,nan,0.0,0.0,0.0,1,1
27696308,-8.352228,-8.381762,-8.29873,nan,nan,0.0,0.0,0.0,1,1
27896308,-8.26609,-8.29532,-8.213205,nan,nan,0.0,0.0,0.0,1,1
28096308,-8.231383,-8.260489,-8.178628,nan,nan,0.0,0.0,0.0,1,1
28296320,-8.403487,-8.433202,-8.349702,nan,nan,0.0,0.0,0.0,1,1
28496308,-8.403487,-8.433202,-8.348223,nan,nan,0.0,0.0,0.0,1,1
28696308,-8.428999,-8.458804,-8.373693,nan,nan,0.0,0.0,0.0,1,1
28896308,-8.26609,-8.29532,-8.2117195,nan,nan,0.0,0.0,0.0,1,1
29096308,-8.3693495,-8.398943,-8.314309,nan,nan,0.0,0.0,0.0,1,1
29296308,-8.471349,-8.501304,-8.415638,nan,nan,0.0,0.0,0.0,1,1
29496308,-8.605469,-8.635898,-8.548758,nan,nan,0.0,0.0,0.0,1,1
29696308,-8.274745,-8.304005,-8.220286,nan,nan,0.0,0.0,0.0,1,1
