timestamp,time_estimate,safe_time_estimate,valid
24271693,0.0,0.0,0
26306600,0.0,0.0,0
28331690,0.0,0.0,0
30356673,0.0,0.0,0
32381446,0.0,0.0,0
34406361,0.0,0.0,0
36431391,0.0,0.0,0
38456368,0.0,0.0,0
40481291,0.0,0.0,0
42506538,0.0,0.0,0
44531214,0.0,0.0,0
46556237,0.0,0.0,0
48571378,0.0,0.0,0
50596135,0.0,0.0,0
52621434,0.0,0.0,0
54646728,0.0,0.0,0
56671175,0.0,0.0,0
58696026,0.0,0.0,0
60721229,0.0,0.0,0
62746176,0.0,0.0,0
64770974,0.0,0.0,0
66786052,0.0,0.0,0
68810963,0.0,0.0,0
70836066,0.0,0.0,0
72861018,0.0,0.0,0
74886132,0.0,0.0,0
76911260,0.0,0.0,0
78936196,124.93593,237.42952,1
80980928,120.09484,232.10432,1
83005851,118.946495,230.84114,1
85041167,115.90587,227.49646,1
87055868,112.45233,223.69757,1
89080983,110.26417,221.29059,1
91085869,109.64056,220.60461,1
93110989,108.78362,219.66199,1
95136452,107.09942,217.80936,1
97160838,108.60531,219.46584,1
99185821,107.53589,218.28947,1
101211154,106.71571,217.38728,1
103236025,106.42278,217.06506,1
105260723,106.142365,216.7566,1
107285674,106.671364,217.3385,1
109310861,105.01783,215.51962,1
111335655,102.815414,213.09695,1
113360663,102.23332,212.45665,1
115385510,101.30399,211.4344,1
117410665,101.25078,211.37585,1
119435544,100.76658,210.84325,1
121460396,100.057106,210.06282,1
123485338,99.659386,209.62532,1
125510490,97.75112,207.52623,1
127535575,96.25411,205.87953,1
129560400,95.98962,205.58858,1
131585154,95.64186,205.20605,1
133600440,95.039406,204.54335,1
135625063,95.37998,204.91798,1
137650427,95.17612,204.69373,1
139675381,96.18343,205.80177,1
141700369,96.91662,206.60828,1
143724892,98.127106,207.93982,1
145749898,98.85128,208.7364,1
147775137,99.97375,209.97113,1
149799809,99.736725,209.7104,1
151824886,100.163666,210.18004,1
153849853,101.4349,211.57838,1
155874737,100.71916,210.79108,1
157899898,98.500336,208.35037,1
159924390,94.91453,204.40598,1
161949355,93.03593,202.33952,1
163974605,91.01207,200.11328,1
165989338,88.94552,197.84007,1
168014130,87.69472,196.46419,1
170039288,87.28393,196.01233,1
172074139,87.884445,196.6729,1
174098819,88.289276,197.11821,1
176113906,87.73507,196.50858,1
178139395,86.14618,194.7608,1
180163870,86.02729,194.63002,1
182188614,84.05854,192.4644,1
184213591,83.18653,191.50519,1
186238641,83.60346,191.9638,1
188263348,82.943344,191.23769,1
190288264,83.60297,191.96327,1
