timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,wheel_rate_integ
992221,0.0,0.0,0.0,0.0
24732584,0.0,0.0,0.0,0.0
24735075,0.0,0.0,0.0,0.0
24934578,0.0,0.0,0.0,0.0
25134078,0.0,0.0,0.0,0.0
25333577,0.0,0.0,0.0,0.0
25533078,0.0,0.0,0.0,0.0
25732579,0.0,0.0,0.0,0.0
25932083,0.0,0.0,0.0,0.0
26136569,0.0,0.0,0.0,0.0
26336074,0.0,0.0,0.0,0.0
26535574,0.0,0.0,0.0,0.0
26735077,0.0,0.0,0.0,0.0
26934575,0.0,0.0,0.0,0.0
27134079,0.0,0.0,0.0,0.0
27333600,0.0,0.0,0.0,0.0
27533083,0.0,0.0,0.0,0.0
27732586,0.0,0.0,0.0,0.0
27934578,0.0,0.0,0.0,0.0
28134081,0.0,0.0,0.0,0.0
28333584,0.0,0.0,0.0,0.0
28533093,0.0,0.0,0.0,0.0
28732584,0.0,0.0,0.0,0.0
28934583,0.0,0.0,0.0,0.0
29134084,0.0,0.0,0.0,0.0
29333587,0.0,0.0,0.0,0.0
29533103,0.0,0.0,0.0,0.0
29732590,0.0,0.0,0.0,0.0
29932117,0.0,0.0,0.0,0.0
30131594,0.0,0.0,0.0,0.0
30336084,0.0,0.0,0.0,0.0
30535584,0.0,0.0,0.0,0.0
30735090,0.0,0.0,0.0,0.0
30934590,0.0,0.0,0.0,0.0
31134095,0.0,0.0,0.0,0.0
31333675,0.0,0.0,0.0,0.0
31533105,0.0,0.0,0.0,0.0
31732611,0.0,0.0,0.0,0.0
31934743,0.0,0.0,0.0,0.0
32134230,0.0,0.0,0.0,0.0
32333719,0.0,0.0,0.0,0.0
32533163,0.0,0.0,0.0,0.0
32732715,0.0,0.0,0.0,0.0
32932130,0.0,0.0,0.0,0.0
33136598,0.0,0.0,0.0,0.0
33333608,0.0,0.0,0.0,0.0
33535604,0.0,0.0,0.0,0.0
33735109,0.0,0.0,0.0,0.0
33932129,0.0,0.0,0.0,0.0
34131620,0.0,0.0,0.0,0.0
34331119,0.0,0.0,0.0,0.0
34535609,0.0,0.0,0.0,0.0
34735112,0.0,0.0,0.0,0.0
34934618,0.0,0.0,0.0,0.0
35134135,0.0,0.0,0.0,0.0
35333622,0.0,0.0,0.0,0.0
35533130,0.0,0.0,0.0,0.0
35732633,0.0,0.0,0.0,0.0
35934627,0.0,0.0,0.0,0.0
36134127,0.0,0.0,0.0,0.0
36333630,0.0,0.0,0.0,0.0
36533131,0.0,0.0,0.0,0.0
36732635,0.0,0.0,0.0,0.0
36932144,0.0,0.0,0.0,0.0
37131643,0.0,0.0,0.0,0.0
37336130,0.0,0.0,0.0,0.0
37535638,0.0,0.0,0.0,0.0
37735135,0.0,0.0,0.0,0.0
37934640,0.0,0.0,0.0,0.0
38134143,0.0,0.0,0.0,0.0
38333650,0.0,0.0,0.0,0.0
38533148,0.0,0.0,0.0,0.0
38732657,0.0,0.0,0.0,0.0
38934656,0.0,0.0,0.0,0.0
39134156,0.0,0.0,0.0,0.0
39333662,0.0,0.0,0.0,0.0
39533160,0.0,0.0,0.0,0.0
39732673,0.0,0.0,0.0,0.0
39932178,0.0,0.0,0.0,0.0
40131677,0.0,0.0,0.0,0.0
40333669,0.0,0.0,0.0,0.0
40533173,0.0,0.0,0.0,0.0
40732675,0.0,0.0,0.0,0.0
40932178,0.0,0.0,0.0,0.0
41131703,0.0,0.0,0.0,0.0
41331196,0.0,0.0,0.0,0.0
41535731,0.0,0.0,0.0,0.0
41735179,0.0,0.0,0.0,0.0
41934702,0.0,0.0,0.0,0.0
42134188,0.0,0.0,0.0,0.0
42333700,0.0,0.0,0.0,0.0
42533208,0.0,0.0,0.0,0.0
42732698,0.0,0.0,0.0,0.0
42932200,0.0,0.0,0.0,0.0
43134202,0.0,0.0,0.0,0.0
43333708,0.0,0.0,0.0,0.0
43533208,0.0,0.0,0.0,0.0
43732715,0.0,0.0,0.0,0.0
43932216,0.0,0.0,0.0,0.0
44131720,0.0,0.0,0.0,0.0
44336212,0.0,0.0,0.0,0.0
44535717,0.0,0.0,0.0,0.0
44735220,0.0,0.0,0.0,0.0
44934722,0.0,0.0,0.0,0.0
45134228,0.0,0.0,0.0,0.0
45333733,0.0,0.0,0.0,0.0
45533234,0.0,0.0,0.0,0.0
45732789,0.0,0.0,0.0,0.0
45934738,0.0,0.0,0.0,0.0
46134255,0.0,0.0,0.0,0.0
46333744,0.0,0.0,0.0,0.0
46533258,0.0,0.0,0.0,0.0
46732759,0.0,0.0,0.0,0.0
46932268,0.0,0.0,0.0,0.0
47131765,0.0,0.0,0.0,0.0
47333895,0.0,0.0,0.0,0.0
47533395,0.0,0.0,0.0,0.0
47732850,0.0,0.0,0.0,0.0
47932329,0.0,0.0,0.0,0.0
