timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_pressure_pa,ambient_temperature,rho,temperature_source,calibration_count
24526238,24506715,4028193,140.14864,99652.92,4.7142158,1.2491778,2,1
24591116,24566173,4028193,140.10635,99653.42,4.7142158,1.249184,2,1
24699138,24679608,4028193,140.23318,99651.92,4.8119197,1.2487261,2,1
24872016,24852515,4028193,140.25432,99651.67,4.8119197,1.2487229,2,1
25109765,25084821,4028193,140.27547,99651.42,4.7142158,1.249159,2,1
25282664,25257731,4028193,139.98216,99654.92,4.7142158,1.2492028,2,1
25509486,25487293,4028193,140.21204,99652.17,4.7142158,1.2491683,2,1
25682288,25660080,4028193,140.16977,99652.67,4.7142158,1.2491746,2,1
25909133,25889597,4028193,140.16977,99652.67,4.616512,1.2496139,2,1
26081892,26062389,4028193,140.06407,99653.92,4.616512,1.2496296,2,1
26319476,26294581,4028193,139.95839,99655.17,4.616512,1.2496454,2,1
26492296,26467378,4028193,140.08786,99653.67,4.616512,1.2496265,2,1
26719125,26696915,4028193,140.10635,99653.42,4.616512,1.2496233,2,1
26891963,26869753,4028193,140.04294,99654.17,4.616512,1.2496328,2,1
27118891,27099400,4028193,139.98216,99654.92,4.616512,1.2496421,2,1
27291825,27272289,4028193,140.14864,99652.92,4.616512,1.2496171,2,1
27529558,27504643,4028193,140.10635,99653.42,4.616512,1.2496233,2,1
27702430,27677526,4028193,140.12749,99653.17,4.616512,1.2496202,2,1
27875326,27850391,4028193,140.14864,99652.92,4.616512,1.2496171,2,1
28102295,28080083,4028193,140.14864,99652.92,4.616512,1.2496171,2,1
28329232,28309701,4028193,140.08786,99653.67,4.616512,1.2496265,2,1
28502094,28482580,4028193,140.12749,99653.17,4.518808,1.25006,2,1
28674976,28655462,4028193,140.33887,99650.67,4.518808,1.2500286,2,1
28912489,28887599,4028193,140.04294,99654.17,4.518808,1.2500726,2,1
29085301,29060378,4028193,140.08786,99653.67,4.518808,1.2500663,2,1
29312081,29289872,4028193,140.04294,99654.17,4.518808,1.2500726,2,1
29484897,29462696,4028193,139.85533,99656.42,4.518808,1.2501007,2,1
29711714,29692211,4028193,140.10635,99653.42,4.518808,1.2500631,2,1
29884497,29864996,4028193,139.9161,99655.67,4.421104,1.2505313,2,1
30122217,30097319,4028193,140.06407,99653.92,4.421104,1.2505093,2,1
30294948,30270038,4028193,139.8342,99656.67,4.421104,1.2505438,2,1
30521693,30499490,4028193,140.04294,99654.17,4.421104,1.2505125,2,1
30694484,30672279,4028193,139.95839,99655.17,4.421104,1.250525,2,1
30921304,30901787,4028193,139.9161,99655.67,4.421104,1.2505313,2,1
31094254,31074679,4028193,139.79192,99657.17,4.421104,1.2505502,2,1
31267110,31247603,4028193,139.6228,99659.17,4.421104,1.2505752,2,1
31504871,31479962,4028193,139.8976,99655.92,4.3234,1.2509748,2,1
31677792,31652820,4028193,139.81306,99656.92,4.3234,1.2509873,2,1
31904555,31882349,4028193,139.9161,99655.67,4.3234,1.2509717,2,1
32077376,32055155,4028193,140.04294,99654.17,4.3234,1.250953,2,1
32304311,32284744,4028193,139.95839,99655.17,4.3234,1.2509655,2,1
32477203,32457689,4028193,139.77078,99657.42,4.3234,1.2509937,2,1
32714918,32690029,4028193,139.8976,99655.92,4.3234,1.2509748,2,1
32887739,32862823,4028193,139.95839,99655.17,4.3234,1.2509655,2,1
33114517,33092299,4028193,139.9161,99655.67,4.3234,1.2509717,2,1
33287285,33265077,4028193,139.79192,99657.17,4.3234,1.2509905,2,1
33514092,33494599,4028193,139.95839,99655.17,4.3234,1.2509655,2,1
33686889,33667387,4028193,139.9161,99655.67,4.3234,1.2509717,2,1
33924565,33899641,4028193,139.70737,99658.17,4.3234,1.251003,2,1
34097312,34072405,4028193,139.77078,99657.42,4.3234,1.2509937,2,1
34324162,34301943,4028193,139.87646,99656.17,4.3234,1.250978,2,1
34496962,34474761,4028193,139.70737,99658.17,4.3234,1.251003,2,1
34723767,34704269,4028193,139.8976,99655.92,4.3234,1.2509748,2,1
34896488,34876993,4028193,139.81306,99656.92,4.3234,1.2509873,2,1
