timestamp,safe_points_id,is_evaluation_pending,has_vtol_approach,rtl_type,safe_point_index
26306596,0,0,108,1,0
28331686,0,0,108,1,0
30356655,0,0,108,1,0
32381442,0,0,108,1,0
34406357,0,0,108,1,0
36431387,0,0,108,1,0
38456364,0,0,108,1,0
40481286,0,0,108,1,0
42506534,0,0,108,1,0
44531209,0,0,108,1,0
46556233,0,0,108,1,0
48571374,0,0,108,1,0
50596131,0,0,108,1,0
52621430,0,0,108,1,0
54646724,0,0,108,1,0
56671158,0,0,108,1,0
58696022,0,0,108,1,0
60721225,0,0,108,1,0
62746172,0,0,108,1,0
64770970,0,0,108,1,0
66786048,0,0,108,1,0
68810959,0,0,108,1,0
70836062,0,0,108,1,0
72861014,0,0,108,1,0
74886128,0,0,108,1,0
76911256,0,0,108,1,0
78936184,0,0,108,1,0
80980917,0,0,108,1,0
83005840,0,0,108,1,0
85041155,0,0,108,1,0
87055856,0,0,108,1,0
89080971,0,0,108,1,0
91085858,0,0,108,1,0
93110978,0,0,108,1,0
95136441,0,0,108,1,0
97160827,0,0,108,1,0
99185809,0,0,108,1,0
101211143,0,0,108,1,0
103236013,0,0,108,1,0
105260711,0,0,108,1,0
107285663,0,0,108,1,0
109310850,0,0,108,1,0
111335643,0,0,108,1,0
113360651,0,0,108,1,0
115385498,0,0,108,1,0
117410654,0,0,108,1,0
119435533,0,0,108,1,0
121460385,0,0,108,1,0
123485326,0,0,108,1,0
125510479,0,0,108,1,0
127535564,0,0,108,1,0
129560388,0,0,108,1,0
131585142,0,0,108,1,0
133600427,0,0,108,1,0
135625051,0,0,108,1,0
137650415,0,0,108,1,0
139675370,0,0,108,1,0
141700358,0,0,108,1,0
143724880,0,0,108,1,0
145749887,0,0,108,1,0
147775125,0,0,108,1,0
149799797,0,0,108,1,0
151824859,0,0,108,1,0
153849841,0,0,108,1,0
155874725,0,0,108,1,0
157899886,0,0,108,1,0
159924378,0,0,108,1,0
161949343,0,0,108,1,0
163974593,0,0,108,1,0
165989326,0,0,108,1,0
168014119,0,0,108,1,0
170039276,0,0,108,1,0
172074128,0,0,108,1,0
174098806,0,0,108,1,0
176113895,0,0,108,1,0
178139371,0,0,108,1,0
180163858,0,0,108,1,0
182188602,0,0,108,1,0
184213579,0,0,108,1,0
186238613,0,0,108,1,0
188263334,0,0,108,1,0
190288251,0,0,108,1,0
192313250,0,0,108,1,0
194338272,0,0,108,1,0
196363291,0,0,108,1,0
198387912,0,0,108,1,0
200412810,0,0,108,1,0
202437703,0,0,108,1,0
204462761,0,0,108,1,0
206487401,0,0,108,1,0
208512419,0,0,108,1,0
210537784,0,0,108,1,0
212572216,0,0,108,1,0
214617044,0,0,108,1,0
216652016,0,0,108,1,0
218666801,0,0,108,1,0
220691761,0,0,108,1,0
222716619,0,0,108,1,0
224761403,0,0,108,1,0
226786293,0,0,108,1,0
228831540,0,0,108,1,0
230856272,0,0,108,1,0
232861283,0,0,108,1,0
234876070,0,0,108,1,0
236900877,0,0,108,1,0
238925854,0,0,108,1,0
240950723,0,0,108,1,0
242975714,0,0,108,1,0
245000453,0,0,108,1,0
247025484,0,0,108,1,0
249050272,0,0,108,1,0
251075265,0,0,108,1,0
253099985,0,0,108,1,0
255125230,0,0,108,1,0
257149884,0,0,108,1,0
259174791,0,0,108,1,0
261199818,0,0,108,1,0
263224641,0,0,108,1,0
265249643,0,0,108,1,0
267284198,0,0,108,1,0
269329161,0,0,108,1,0
271354039,0,0,108,1,0
273378894,0,0,108,1,0
275404060,0,0,108,1,0
277428700,0,0,108,1,0
279453618,0,0,108,1,0
281478372,0,0,108,1,0
283503884,0,0,108,1,0
285528401,0,0,108,1,0
287553148,0,0,108,1,0
289568109,0,0,108,1,0
291583018,0,0,108,1,0
293607853,0,0,108,1,0
295632695,0,0,108,1,0
297657529,0,0,108,1,0
299682743,0,0,108,1,0
301707311,0,0,108,1,0
303732783,0,0,108,1,0
305757166,0,0,108,1,0
307781972,0,0,108,1,0
309806832,0,0,108,1,0
311832917,0,0,108,1,0
313846885,0,0,108,1,0
315851681,0,0,108,1,0
317866440,0,0,108,1,0
319891247,0,0,108,1,0
321916168,0,0,108,1,0
323941213,0,0,108,1,0
325965945,0,0,108,1,0
327990891,0,0,108,1,0
330016018,0,0,108,1,0
332040692,0,0,108,1,0
334065471,0,0,108,1,0
336090462,0,0,108,1,0
338115424,0,0,108,1,0
340140233,0,0,108,1,0
342165126,0,0,108,1,0
344190124,0,0,108,1,0
346215188,0,0,108,1,0
348239919,0,0,108,1,0
350264966,0,0,108,1,0
352279830,0,0,108,1,0
354304912,0,0,108,1,0
356329974,0,0,108,1,0
358354960,0,0,108,1,0
360380095,0,0,108,1,0
362405030,0,0,108,1,0
364429642,0,0,108,1,0
366454792,0,0,108,1,0
368479829,0,0,108,1,0
370504431,0,0,108,1,0
372529451,0,0,108,1,0
374554409,0,0,108,1,0
376580227,0,0,108,1,0
378604553,0,0,108,1,0
380620174,0,0,108,1,0
382644746,0,0,108,1,0
384669901,0,0,108,1,0
386694470,0,0,108,1,0
388719778,0,0,108,1,0
390744420,0,0,108,1,0
392769505,0,0,108,1,0
394794876,0,0,108,1,0
396819757,0,0,108,1,0
398844721,0,0,108,1,0
400869669,0,0,108,1,0
402894780,0,0,108,1,0
404909710,0,0,108,1,0
406934792,0,0,108,1,0
408959949,0,0,108,1,0
410985000,0,0,108,1,0
413009936,0,0,108,1,0
415034978,0,0,108,1,0
417060049,0,0,108,1,0
419085274,0,0,108,1,0
421110212,0,0,108,1,0
423135300,0,0,108,1,0
425150438,0,0,108,1,0
427175488,0,0,108,1,0
429200969,0,0,108,1,0
431225649,0,0,108,1,0
433250795,0,0,108,1,0
435275865,0,0,108,1,0
437301278,0,0,108,1,0
439326089,0,0,108,1,0
441351430,0,0,108,1,0
443376359,0,0,108,1,0
445401847,0,0,108,1,0
447426632,0,0,108,1,0
449441793,0,0,108,1,0
451466885,0,0,108,1,0
453492183,0,0,108,1,0
455517371,0,0,108,1,0
457542284,0,0,108,1,0
459567420,0,0,108,1,0
461592700,0,0,108,1,0
463618538,0,0,108,1,0
465632990,0,0,108,1,0
467658169,0,0,108,1,0
469683613,0,0,108,1,0
471708477,0,0,108,1,0
473733652,0,0,108,1,0
475758737,0,0,108,1,0
477784028,0,0,108,1,0
479809087,0,0,108,1,0
481834619,0,0,108,1,0
483859437,0,0,108,1,0
485884585,0,0,108,1,0
487903142,0,0,108,1,0
489923082,0,0,108,1,0
491952605,0,0,108,1,0
493972052,0,0,108,1,0
496001647,0,0,108,1,0
498021188,0,0,108,1,0
