timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
24864865,24864647,-0.9539768,-0.078720346,0.056241788,-0.2838455,-0.028487045,1.016358e-08,-5.9524554e-09,0.9995942,1
25368609,25368388,-0.9412682,-0.09549685,0.024151929,-0.3229728,-0.028487045,1.016358e-08,-5.9524554e-09,0.9995942,1
25862367,25862155,-0.9089378,-0.043777656,-0.0645348,-0.40957415,-0.028487045,1.016358e-08,-5.9524554e-09,0.9995942,1
26366101,26365896,-0.901631,-0.012109878,-0.07827058,-0.42519265,-0.028487045,1.016358e-08,-5.9524554e-09,0.9995942,1
26864859,26864651,-0.9012876,-0.0061680963,-0.062665924,-0.42862064,-0.028487045,1.016358e-08,-5.9524554e-09,0.9995942,1
27368623,27368392,-0.9015609,0.016434044,-0.03498662,-0.43092227,-0.028487045,1.016358e-08,-5.9524554e-09,0.9995942,1
27867354,27867147,-0.8944267,0.08149152,0.0070394645,-0.4396711,-0.028487045,1.016358e-08,-5.9524554e-09,0.9995942,1
28366122,28365901,-0.89946496,0.049561553,0.0022471806,-0.43416744,-0.028487045,1.016358e-08,-5.9524554e-09,0.9995942,1
28869852,28869644,-0.9042819,-0.030505523,-0.049006622,-0.4230152,-0.028487045,1.016358e-08,-5.9524554e-09,0.9995942,1
29363633,29363411,-0.89536744,0.04982633,-0.037239294,-0.4409624,-0.028487045,1.016358e-08,-5.9524554e-09,0.9995942,1
29867359,29867154,-0.89695257,0.053553823,-0.005749134,-0.4388339,-0.028487045,1.016358e-08,-5.9524554e-09,0.9995942,1
30366194,30365910,-0.8994943,0.0045815357,-0.028241169,-0.4359949,-0.028487045,1.016358e-08,-5.9524554e-09,0.9995942,1
30864879,30864666,-0.89244443,-0.021210495,-0.054200128,-0.44738722,-0.028487045,1.016358e-08,-5.9524554e-09,0.9995942,1
31368618,31368408,-0.89140534,-0.013488539,-0.04888952,-0.4503604,-0.028487045,1.016358e-08,-5.9524554e-09,0.9995942,1
31867371,31867163,-0.88806576,-0.00083758956,-0.046866182,-0.45732072,-0.028487045,1.016358e-08,-5.9524554e-09,0.9995942,1
32366124,32365919,-0.89238137,-0.034312423,-0.03594813,-0.44853747,-0.028487045,1.016358e-08,-5.9524554e-09,0.9995942,1
32864885,32864675,-0.8919232,0.0069361604,-0.09496188,-0.44204897,-0.028487045,1.016358e-08,-5.9524554e-09,0.9995942,1
33363646,33363431,-0.88315487,0.06903437,-0.117622085,-0.44881704,-0.028487045,1.016358e-08,-5.9524554e-09,0.9995942,1
33867383,33867175,-0.8868647,0.044803187,-0.10593694,-0.44748288,-0.028487045,1.016358e-08,-5.9524554e-09,0.9995942,1
34366144,34365932,-0.88936156,0.012243859,-0.10449812,-0.44493398,-0.028487045,1.016358e-08,-5.9524554e-09,0.9995942,1
34864896,34864688,-0.88957727,0.010632843,-0.08810627,-0.448081,-0.028487045,1.016358e-08,-5.9524554e-09,0.9995942,1
