timestamp,altitude_sp,altitude_reference,altitude_time_constant,height_rate_reference,height_rate_direct,height_rate_setpoint,height_rate,equivalent_airspeed_sp,true_airspeed_sp,true_airspeed_filtered,true_airspeed_derivative_sp,true_airspeed_derivative,true_airspeed_derivative_raw,total_energy_rate_sp,total_energy_rate,total_energy_balance_rate_sp,total_energy_balance_rate,throttle_integ,pitch_integ,throttle_sp,pitch_sp_rad,throttle_trim,underspeed_ratio,fast_descend_ratio
90557255,43.955086,43.950703,10.0,0.5400642,nan,0.081009634,0.5400642,5.694572,5.6286445,-8.060694,0.0,0.0,0.0,0.7944331,5.296221,0.0,0.0,0.0,0.0,0.85,0.0,0.6,1.0,0.0
90577109,43.955086,43.961067,10.0,0.50237024,nan,0.0766575,0.5621436,5.689855,5.6239824,0.0,1.1247965,8.888008,0.0,7.0775943,5.3064566,-12.651671,0.0,0.0,-inf,0.85,-0.34906584,0.6,1.0,0.0
90756695,66.90295,44.08141,10.0,0.8,nan,0.12157319,0.9612901,5.6497498,5.5835643,0.0,1.1167129,6.7746377,0.0,7.42921,7.966513,-12.470477,0.0,0.0,-inf,0.85,-0.34906584,0.6,1.0,0.0
90956179,66.90295,44.241,10.0,0.8,nan,0.1293464,1.6542629,5.6188936,5.5531464,0.0,1.1106293,5.0116043,0.0,7.4455757,9.176423,-12.334974,0.0,0.0,-inf,0.85,-0.34906584,0.6,1.0,0.0
91155787,66.90295,44.40069,10.0,0.8,nan,0.13891976,1.476876,5.5810237,5.5157685,0.0,1.1031537,3.706666,0.0,7.4592166,9.302458,-12.169481,0.0,0.0,-inf,0.85,-0.34906584,0.6,1.0,0.0
91355237,66.90295,44.560253,10.0,0.8,nan,0.1431125,0.7218085,5.5376525,5.47287,0.0,1.094574,2.7421353,0.0,7.413613,9.832718,-11.980922,0.0,0.0,-inf,0.85,-0.34906584,0.6,1.0,0.0
91554873,66.90295,44.71996,10.0,0.8,nan,0.14426644,0.78935796,5.493455,5.4292097,0.0,1.085842,2.0280318,0.0,7.348418,11.108444,-11.790528,0.0,0.0,-inf,0.85,-0.34906584,0.6,1.0,0.0
91754264,66.90295,44.87947,10.0,0.8,nan,0.14831802,1.3541093,5.446356,5.3828845,0.0,1.076577,1.5005146,0.0,7.321347,11.735739,-11.5901785,0.0,0.0,-inf,0.85,-0.34906584,0.6,1.0,0.0
91953777,66.90295,45.039085,10.0,0.8,nan,0.15908158,1.5236218,5.4164014,5.353427,0.0,1.0706854,1.1099883,0.0,7.390234,10.790669,-11.463672,0.0,0.0,-inf,0.85,-0.34906584,0.6,1.0,0.0
92153291,66.90295,45.1987,10.0,0.8,nan,0.17145684,0.72498083,5.6158934,5.550377,0.0,1.1100754,0.821044,0.0,7.939749,9.327974,-12.322673,0.0,0.0,-inf,0.85,-0.34906584,0.6,1.0,0.0
92352713,66.90295,45.358234,10.0,0.8,nan,0.18062088,0.21799415,5.815337,5.747515,0.0,1.1495031,0.60742813,0.0,8.516072,8.925669,-13.213573,0.0,0.0,-inf,0.85,-0.34906584,0.6,1.0,0.0
92552413,66.90295,45.517986,10.0,0.8,nan,0.19291222,0.5625657,6.0150375,5.9450436,0.0,1.1890087,0.4492078,0.0,9.145488,8.677159,-14.137417,0.0,0.0,-inf,0.85,-0.34906584,0.6,1.0,0.0
92751873,66.90295,45.677555,10.0,0.8,nan,0.20769913,1.4272466,6.214498,6.1420135,0.0,1.2284027,0.33230492,0.0,9.80665,8.607055,-15.089732,0.0,0.0,-inf,0.85,-0.34906584,0.6,1.0,0.0
92951294,66.90295,45.837097,10.0,0.8,nan,0.22286408,1.3367537,6.413922,6.339302,0.0,1.2678604,0.245854,0.0,9.80665,8.307656,-16.0747,0.0,0.0,-inf,0.85,-0.34906584,0.6,1.0,0.0
93150973,66.90295,45.996838,10.0,0.8,nan,0.23254922,0.63373893,6.613599,6.536541,0.0,1.3073082,0.1818134,0.0,9.80665,8.663886,-17.090548,0.0,0.0,-inf,0.85,-0.34906584,0.6,1.0,0.0
93350246,66.90295,46.156254,10.0,0.8,nan,0.23678277,0.75239587,6.812873,6.812873,0.7926444,0.0,0.98399466,0.0,2.6683881,10.08519,4.6440916,14.756967,0.0,-inf,0.8432589,-0.34906584,0.6,0.0,0.0
93550097,66.90295,46.31613,10.0,0.8,nan,0.24187997,1.3060328,7.0000005,7.0000005,3.0394588,0.0,2.883873,0.0,2.7930853,12.898224,4.7440643,25.615614,0.0,-inf,0.8207757,-0.34906584,0.6,0.0,0.0
93749432,66.90295,46.475594,10.0,0.8,nan,0.2518676,1.7392169,7.0000005,7.0000005,4.7170353,0.0,3.7425566,0.0,2.9215446,17.326496,4.9399548,34.111782,0.0,-inf,0.79835045,-0.34906584,0.6,0.0,0.0
93948763,66.90295,46.63506,10.0,0.8,nan,0.25738212,1.0257245,6.9999995,6.9999995,5.9120073,0.0,3.9136295,0.0,2.9646158,23.19915,5.048113,20.117844,0.0,-inf,0.77592576,-0.34906584,0.6,0.0,0.0
94148416,66.90295,46.79478,10.0,0.8,nan,0.2559993,1.1099403,6.9999995,6.9999995,6.715848,0.0,3.6627579,0.0,2.9897242,29.598497,5.0209913,21.769592,0.0,-inf,0.75346476,-0.34906584,0.6,0.0,0.0
