timestamp,flight_phase
25508558,0
26515967,0
27513480,0
28510991,0
29508503,0
30516300,0
31513732,0
32511091,0
33508592,0
34516237,0
35513545,0
36511268,0
37508559,0
38516046,0
39513559,0
40511082,0
41508600,0
42516081,0
43513605,0
44511155,0
45508660,0
46516187,0
47513778,0
48511277,0
49508813,0
50516198,0
51513730,0
52511256,0
53508875,0
54516268,0
55513986,0
56511339,0
57508862,0
58516455,0
59513927,0
60511619,0
61508991,0
62516502,0
63514193,0
64511644,0
65509066,0
66516570,0
67514240,0
68511607,0
69509150,0
70516663,0
71514198,0
72511736,0
73509251,0
74516951,0
75514459,0
76511813,0
77509421,0
78516914,0
79514433,0
80512044,0
81509487,0
82516972,0
83514582,0
84512260,0
85509572,0
86517084,0
87514622,0
88512185,0
89509749,0
90517234,0
91514752,3
92512347,3
93509880,3
94517411,3
95515022,3
96512427,3
97509895,3
98517386,3
99514951,3
100512524,3
101510000,3
102507470,3
103514999,3
104512581,3
105510026,3
106507538,3
107515109,3
108512661,3
109510207,3
110507849,3
111515163,3
112512694,3
113510142,3
114507693,3
115515150,3
116512710,3
117510248,3
118507699,3
119515220,3
120512731,3
121510260,3
122507779,3
123515277,3
124512876,3
125510372,3
126507920,3
127515259,3
128513090,3
129510306,3
130507802,3
131515284,3
132512809,3
133510363,3
134507827,3
135515291,3
136513084,3
137510310,3
138507851,3
139515460,3
140513109,3
141510379,3
142507863,3
143515317,3
144513081,3
145510384,3
146507833,3
147515343,3
148512826,3
149510370,3
150507863,3
151515312,3
152512881,3
153510426,3
154508060,3
155515395,3
156512837,3
157510335,3
158507874,3
159515488,3
160512868,3
161510311,1
162507817,1
163515284,1
164512836,1
165510497,1
166507792,1
167515346,1
168512888,1
169510303,1
170507898,1
171515234,1
172512754,1
173510315,1
174507747,1
175515267,1
176512764,1
177510396,1
178507700,1
179515189,1
180512682,1
181510208,1
182507927,1
183515167,1
184512770,1
185510117,1
186507612,1
187515102,1
188512648,1
189510089,1
190507584,1
191515074,1
192512781,1
193510015,1
194507501,1
195515127,1
196512536,1
197510010,1
198507518,1
199515189,1
200512400,1
201509925,1
202517447,1
203514968,1
204512345,1
205509856,1
206507589,1
207514850,1
208512316,1
209509850,1
210517320,1
211514802,1
212512275,1
213509760,1
214517254,1
215514686,1
216512145,1
217509678,1
218517174,1
219514580,1
220512113,1
221509635,1
222517021,1
223514508,1
224512269,1
225509798,1
226517081,1
227514449,1
228511937,1
229509437,1
230517156,1
231514379,1
232511843,1
233509420,1
234516787,1
235514268,1
236511795,1
237509373,1
238516986,1
239514275,1
240511940,1
241509239,1
242516892,1
243514098,1
244511580,1
245509088,1
246516584,1
247514023,1
248511531,1
249509001,1
250516453,1
251513965,1
252511574,1
253508969,1
254516525,1
255513873,3
256511379,3
257508833,3
258516304,3
259513793,3
260511243,3
261508742,3
262516258,3
263513705,3
264511160,3
265508729,3
266516084,0
267513661,0
268511093,0
269508836,0
270515969,0
271513464,0
272510937,0
273508452,0
274515876,0
275513350,0
276510882,0
277508339,0
278515781,0
279513582,0
280510765,0
281508289,0
282515961,0
283513232,0
284510688,0
285508196,0
286515588,0
287513078,0
288510562,0
289508063,0
290515560,0
291512978,0
292510496,0
293507918,0
294515461,0
295513149,0
296510587,0
297507905,0
298515266,0
299512739,0
300510221,0
301507755,0
302515147,0
303512671,0
304510123,0
305507578,0
306515056,0
307512527,0
308509998,0
309507494,0
310515079,0
311512397,0
312509846,0
313517359,0
314514809,0
315512244,0
316509805,0
317517170,0
318514847,0
319512385,0
320509641,0
321517090,0
322514569,0
323512083,0
324509654,0
325517182,0
326514420,0
327512054,0
328509412,0
329516872,0
330514334,0
331511826,0
332509587,0
333516981,0
334514847,0
335511820,0
336509293,0
337516770,0
338514430,0
339511789,0
340509492,0
341516680,0
342514189,0
343511680,0
344509265,0
345516658,0
346514441,0
347511907,0
348509191,0
349516685,0
350514167,0
351511704,0
352509248,0
353516727,0
354514159,0
355511725,0
356509203,0
357516956,0
358514291,0
359511707,0
360509230,0
361516791,0
362514258,0
363511739,0
364509289,0
365517037,0
366514365,0
367511888,0
368509368,0
369516815,0
370514340,0
371511869,0
372509408,0
373517375,0
374514455,0
375511987,0
376509781,0
377517459,0
378514522,0
379512056,0
380509720,0
381517381,0
382514722,0
383512263,0
384509810,0
385517469,0
386514773,0
387512551,0
388509877,0
389517655,0
390514917,0
391512492,0
392510013,0
393507617,0
394515129,0
395512632,0
396510261,0
397507732,0
398515279,0
399512878,0
400510419,0
401508054,0
402515490,0
403513013,0
404510571,0
405508154,0
406515895,0
407513446,0
408510793,0
409508650,0
410516085,0
411513616,0
412511055,0
413508646,0
414516179,0
415513739,0
416511384,0
417508941,0
418516517,0
419514247,0
420511608,0
421509195,0
422516913,0
423514299,0
424511868,0
425509456,0
426516969,0
427514828,0
428512145,0
429509780,0
430517527,0
431515133,0
432512882,0
433510056,0
434507701,0
435515274,0
436513057,0
437510632,0
438507975,0
439515538,0
440513142,0
441510777,0
442508330,0
443515908,0
444513505,0
445511101,0
446508719,0
447516269,0
448514083,0
449511478,0
450509091,0
451516692,0
452514352,0
453512111,0
454509591,0
455517272,0
456514878,0
457512492,0
458510353,0
459507743,0
460515389,0
461512946,0
462510357,0
463508149,0
464515747,0
465513504,0
466510768,0
467508346,0
468516163,0
469513811,0
470511179,0
471509087,0
472516611,0
473514353,0
474511693,0
475509251,0
476517205,0
477514864,0
478512256,0
479509695,0
480517489,0
481515270,0
482512701,0
483510142,0
484507748,0
485515639,0
486514081,0
487509153,0
488514077,0
489508925,0
490514115,0
491509149,0
492514031,0
493509131,0
494514472,0
495508904,0
496514092,0
497508874,0
498513950,0
