timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],accel_priority[0],accel_priority[1],accel_priority[2],accel_priority[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3],gyro_priority[0],gyro_priority[1],gyro_priority[2],gyro_priority[3]
24525697,4259850,4259850,2490378,0,0,0.088868655,0.08886867,0.0,0.0,4325386,4325386,2490378,0,0,0.003930578,0.0039305794,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
24530708,4259850,4259850,2490378,0,0,0.08863276,0.08863278,0.0,0.0,4325386,4325386,2490378,0,0,0.0038820948,0.0038820957,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
24725181,4259850,4259850,2490378,0,0,0.103580184,0.103580184,0.0,0.0,4325386,4325386,2490378,0,0,0.0031431778,0.0031431776,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
24924698,4259850,4259850,2490378,0,0,0.098464206,0.09846424,0.0,0.0,4325386,4325386,2490378,0,0,0.004376706,0.0043767057,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
25124191,4259850,4259850,2490378,0,0,0.09685403,0.09685406,0.0,0.0,4325386,4325386,2490378,0,0,0.0030837194,0.00308372,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
25328688,4259850,4259850,2490378,0,0,0.10077712,0.10077717,0.0,0.0,4325386,4325386,2490378,0,0,0.0065141115,0.0065141106,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
25528168,4259850,4259850,2490378,0,0,0.118533,0.11853304,0.0,0.0,4325386,4325386,2490378,0,0,0.005840158,0.0058401604,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
25727679,4259850,4259850,2490378,0,0,0.10913882,0.10913882,0.0,0.0,4325386,4325386,2490378,0,0,0.0061542024,0.006154208,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
25927180,4259850,4259850,2490378,0,0,0.08758321,0.08758323,0.0,0.0,4325386,4325386,2490378,0,0,0.0050444016,0.0050444044,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
26126678,4259850,4259850,2490378,0,0,0.08447594,0.08447593,0.0,0.0,4325386,4325386,2490378,0,0,0.0056367246,0.0056367246,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
26326181,4259850,4259850,2490378,0,0,0.036121882,0.0361219,0.0,0.0,4325386,4325386,2490378,0,0,0.002865655,0.0028656567,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
26525689,4259850,4259850,2490378,0,0,0.07717753,0.07717753,0.0,0.0,4325386,4325386,2490378,0,0,0.003846774,0.003846775,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
26730182,4259850,4259850,2490378,0,0,0.13393483,0.13393483,0.0,0.0,4325386,4325386,2490378,0,0,0.0036766801,0.00367668,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
26929681,4259850,4259850,2490378,0,0,0.14229906,0.14229907,0.0,0.0,4325386,4325386,2490378,0,0,0.0018269286,0.0018269273,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
