timestamp,timestamp_sample,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4],yaw_composite_valid
25270970,25083344,0.7136514,0.023603236,0.717075,0.717075,0.717075,0.717075,0.717075,0.025269471,0.025269471,0.025269471,0.025269471,0.025269471,-0.07660332,-0.07660332,-0.07660332,-0.07660332,-0.07660332,0.2,0.2,0.2,0.2,0.2,1
26265848,26078256,0.91424435,0.02326271,0.91734743,0.91734743,0.91734743,0.91734743,0.91734743,0.07385289,0.07385289,0.07385289,0.07385289,0.07385289,0.027787372,0.027787372,0.027787372,0.027787372,0.027787372,0.2,0.2,0.2,0.2,0.2,1
27270600,27083021,0.9347755,0.022825327,0.934693,0.934693,0.934693,0.934693,0.934693,0.0070040077,0.0070040077,0.0070040077,0.0070040077,0.0070040077,0.028696686,0.028696686,0.028696686,0.028696686,0.028696686,0.2,0.2,0.2,0.2,0.2,1
28265539,28077935,0.9534324,0.022680864,0.9525526,0.9525526,0.9525526,0.9525526,0.9525526,0.040562492,0.040562492,0.040562492,0.040562492,0.040562492,0.020623896,0.020623896,0.020623896,0.020623896,0.020623896,0.2,0.2,0.2,0.2,0.2,1
29270262,29082700,0.9254682,0.022634834,0.92685443,0.92685443,0.92685443,0.92685443,0.92685443,-0.024862688,-0.024862688,-0.024862688,-0.024862688,-0.024862688,0.025229488,0.025229488,0.025229488,0.025229488,0.025229488,0.2,0.2,0.2,0.2,0.2,1
30265177,30077615,0.95213497,0.022540046,0.9522123,0.9522123,0.9522123,0.9522123,0.9522123,-0.002408103,-0.002408103,-0.002408103,-0.002408103,-0.002408103,0.01808995,0.01808995,0.01808995,0.01808995,0.01808995,0.2,0.2,0.2,0.2,0.2,1
31269991,31082382,0.98169345,0.02253875,0.9835798,0.9835798,0.9835798,0.9835798,0.9835798,-0.09088326,-0.09088326,-0.09088326,-0.09088326,-0.09088326,0.030986924,0.030986924,0.030986924,0.030986924,0.030986924,0.20000002,0.20000002,0.20000002,0.20000002,0.20000002,1
32274953,32087150,0.98873305,0.02256617,0.98536956,0.98536956,0.98536956,0.98536956,0.98536956,0.026873998,0.026873998,0.026873998,0.026873998,0.026873998,-0.03166618,-0.03166618,-0.03166618,-0.03166618,-0.03166618,0.19999999,0.19999999,0.19999999,0.19999999,0.19999999,1
33269641,33082067,0.96889573,0.02264054,0.9705807,0.9705807,0.9705807,0.9705807,0.9705807,0.040853865,0.040853865,0.040853865,0.040853865,0.040853865,-0.015472695,-0.015472695,-0.015472695,-0.015472695,-0.015472695,0.19999999,0.19999999,0.19999999,0.19999999,0.19999999,1
34264581,34076986,0.9852625,0.022544496,0.9860866,0.9860866,0.9860866,0.9860866,0.9860866,0.01891891,0.01891891,0.01891891,0.01891891,0.01891891,0.05080963,0.05080963,0.05080963,0.05080963,0.05080963,0.19999999,0.19999999,0.19999999,0.19999999,0.19999999,1
