timestamp,rxerrors,fix,rssi,remote_rssi,txbuf,noise,remote_noise
23938107,0,0,180,176,100,67,67
24872076,0,0,174,167,100,81,72
25899948,0,0,172,168,100,88,80
26946468,0,0,172,169,100,82,69
27977220,0,0,172,169,97,77,74
28908686,0,0,171,169,100,73,72
29944725,0,0,172,171,100,78,69
30985809,0,0,172,169,100,78,74
31894099,0,0,174,169,98,76,63
32943272,0,0,175,171,100,76,60
33868652,0,0,178,174,99,69,75
34907512,0,0,176,172,100,75,75
35954105,0,0,176,172,100,74,73
36868650,0,0,176,172,100,78,69
37903461,0,0,176,171,99,74,68
38948651,0,0,175,171,100,68,75
39876106,0,0,178,175,100,73,77
40910865,0,0,180,176,100,75,61
41962957,0,0,180,176,81,69,72
42876061,0,0,180,176,100,73,79
43899390,0,0,180,176,99,72,76
44955993,0,0,179,176,97,75,74
45876305,0,0,180,178,97,76,73
46901966,0,0,180,178,100,76,60
47947543,0,0,180,178,100,75,77
48873918,0,0,180,177,96,77,73
49971453,0,0,179,177,94,74,74
50955872,0,0,178,175,100,74,69
51878407,0,0,177,174,99,74,72
52915154,0,0,175,170,100,76,75
53957749,0,0,174,170,100,65,79
54879357,0,0,174,170,95,71,68
55915721,0,0,174,170,97,75,53
56958168,0,0,174,170,98,68,77
57922665,0,0,174,170,100,76,72
58926645,0,0,174,171,97,74,72
59968881,0,0,174,171,100,70,64
60898135,0,0,174,171,100,76,63
61928818,0,0,174,171,100,77,74
62972790,0,0,174,170,96,76,76
63905619,0,0,174,169,100,74,72
64938027,0,0,174,170,100,76,73
65979235,0,0,174,170,100,79,77
66903333,0,0,175,170,100,75,64
67932496,0,0,175,171,100,76,72
68986933,0,0,175,170,100,79,68
69891312,0,0,175,170,100,67,78
70946070,0,0,176,170,90,77,79
71980666,0,0,176,171,100,72,72
72904312,0,0,177,173,100,75,74
73942081,0,0,178,174,100,74,67
74990546,0,0,182,176,100,75,77
75896646,0,0,182,180,100,86,73
76941069,0,0,183,178,100,78,75
77983169,0,0,185,183,100,74,66
78955892,0,0,179,177,85,90,77
79936023,0,0,164,159,97,79,73
80878389,0,0,149,139,100,84,75
81907641,0,0,136,133,96,85,67
82938341,0,0,138,135,100,82,68
83870251,0,0,130,121,100,80,75
84907513,0,0,115,107,97,86,76
85947099,0,0,112,107,100,89,65
86999660,0,0,115,112,100,84,63
87910454,0,0,112,105,96,68,79
88943971,0,0,115,116,100,80,71
89883286,0,0,121,119,100,79,77
90917967,0,0,122,116,97,74,66
91945974,0,0,135,120,100,83,76
93008261,0,0,145,143,100,79,75
93912909,0,0,143,144,100,81,71
95006482,0,0,133,130,89,83,70
95881707,0,0,127,117,100,78,65
96922644,0,0,139,138,99,78,66
97960270,0,0,141,136,100,76,78
98896834,0,0,144,143,100,79,73
99918327,0,0,149,147,100,81,71
100958049,0,0,140,142,100,80,70
101879369,0,0,120,119,100,80,63
102942910,1,0,115,110,87,70,78
103866646,1,0,126,122,100,74,73
104885641,1,0,133,130,97,81,63
105887102,1,0,130,125,100,80,79
106897645,2,0,121,116,99,79,75
107890961,2,0,118,115,100,83,65
108935200,2,0,115,109,97,70,65
109865479,2,0,124,124,100,75,76
110908102,2,0,136,131,98,79,73
111941973,2,0,135,129,97,83,76
112968738,2,0,130,120,98,84,65
113908026,2,0,123,119,100,78,71
114946636,3,0,125,120,90,85,77
115871037,3,0,132,129,100,82,74
116898206,4,0,132,129,100,81,62
117940879,4,0,125,124,100,85,67
118980259,4,0,117,114,95,83,72
119893151,4,0,134,131,100,84,74
120938231,4,0,141,139,100,72,77
121993376,4,0,138,137,91,82,73
122901591,4,0,134,129,100,80,76
123938478,4,0,125,120,97,78,75
124871216,4,0,125,120,100,80,65
125902459,4,0,120,121,100,74,65
126935962,4,0,135,133,100,71,68
127888251,4,0,144,143,99,84,76
128896700,4,0,138,133,100,78,69
129966135,4,0,133,130,84,80,62
130890105,4,0,132,129,100,81,64
131914378,4,0,123,116,100,82,75
132949962,4,0,118,113,99,81,67
133921093,4,0,115,111,99,84,76
134914986,4,0,129,120,97,80,70
135964582,4,0,144,142,100,81,63
136883646,4,0,148,145,100,78,77
137931778,4,0,148,145,98,78,75
138961129,4,0,151,146,96,80,72
139875871,4,0,154,150,100,71,62
140887636,4,0,156,156,100,80,67
141975613,4,0,144,152,93,72,76
142883622,4,0,129,130,100,72,76
143922103,4,0,128,124,97,80,62
144958759,4,0,120,118,100,82,68
145878364,4,0,117,107,100,84,75
146911943,4,0,120,115,100,79,65
147959266,4,0,132,126,100,75,68
149053646,4,0,135,132,90,77,62
149925131,4,0,134,128,100,80,64
150970198,4,0,137,132,100,78,78
151906171,4,0,137,132,100,82,78
152926643,4,0,126,125,97,78,69
153959309,4,0,118,116,100,80,78
154922069,4,0,109,107,100,79,70
155931500,5,0,110,102,97,85,69
156876997,5,0,107,102,100,79,74
158026446,6,0,106,102,97,76,70
158938176,7,0,105,102,97,79,70
159912317,7,0,111,103,98,78,77
160954192,7,0,119,116,100,85,69
161943190,7,0,122,119,97,82,79
162871252,7,0,125,121,100,79,65
163905512,7,0,131,124,97,77,75
164949682,7,0,135,131,97,81,75
165993144,7,0,140,134,100,76,66
166901020,7,0,143,139,100,83,73
167940644,7,0,145,142,100,81,70
169001022,7,0,148,145,94,81,76
169909725,7,0,150,145,100,83,65
170942132,7,0,151,147,96,80,66
171878007,7,0,149,142,100,80,67
172899805,7,0,129,138,100,84,77
173936578,7,0,127,118,99,80,79
174876938,7,0,125,120,100,89,72
176000866,7,0,124,117,93,82,66
176944491,7,0,122,121,100,82,68
177881498,7,0,117,112,100,82,72
178919280,7,0,108,107,98,67,73
179953183,7,0,107,109,97,81,66
180883640,7,0,106,109,98,82,66
181932645,7,0,105,105,97,71,79
182957203,7,0,104,105,100,87,74
183884478,7,0,106,106,99,80,76
184925267,8,0,107,102,100,81,77
185957101,8,0,110,103,96,79,66
186899284,8,0,116,113,100,80,72
187938091,8,0,117,113,99,85,65
188966946,8,0,112,110,100,80,63
189887236,8,0,107,104,100,79,77
191041532,9,0,104,104,93,82,77
191963279,9,0,103,104,97,87,77
192885839,9,0,103,104,100,89,77
194046222,9,0,102,104,97,81,77
195015240,10,0,97,104,96,84,77
195897884,12,0,97,104,94,80,77
197053265,14,0,98,104,97,80,77
197977117,15,0,96,104,98,80,77
198903868,15,0,95,104,100,80,77
200062149,15,0,93,104,97,80,77
200977446,15,0,92,104,100,75,77
201907351,16,0,92,0,97,82,0
203338489,16,0,90,0,78,83,0
203986957,16,0,88,0,98,81,0
204916459,16,0,87,0,98,86,0
206064393,16,0,87,0,100,83,0
207039079,16,0,87,0,100,88,0
207924672,16,0,87,0,100,77,0
209067299,16,0,87,0,100,83,0
209999254,16,0,87,0,96,79,0
211161641,16,0,89,0,92,78,0
212085646,17,0,97,0,96,82,0
212897641,17,0,110,103,95,73,80
213922632,17,0,114,110,99,84,76
214966037,17,0,106,104,97,72,74
216014991,19,0,106,103,63,80,70
216918315,20,0,100,94,96,80,67
