timestamp,timestamp_sample,indicated_airspeed_m_s,true_airspeed_m_s,confidence
25523188,25503470,-8.538672,-8.455618,1.0
26520700,26490132,-8.335072,-8.252554,1.0
27468381,27443466,-8.530286,-8.44583,1.0
28495767,28463321,-8.403487,-8.318823,1.0
29523205,29490190,-8.335072,-8.251013,1.0
30510748,30473456,-8.403487,-8.3172865,1.0
31493305,31460173,-8.428999,-8.342542,1.0
32510778,32473468,-8.655227,-8.564877,1.0
33483322,33458790,-8.638673,-8.548514,1.0
34470869,34450232,-8.83528,-8.743099,1.0
35468389,35436831,-8.605469,-8.515661,1.0
36480922,36446766,-8.655227,-8.564802,1.0
37508297,37473253,-8.630384,-8.540302,1.0
38455989,38423091,-8.822308,-8.730164,1.0
39508311,39476697,-8.704702,-8.613761,1.0
40480908,40446757,-8.274745,-8.188171,1.0
41523297,41479425,-8.89985,-8.806826,1.0
42510839,42490236,-8.638673,-8.548349,1.0
43523321,43496832,-8.947972,-8.852894,1.0
44495899,44470039,-8.729334,-8.636517,1.0
45493422,45463102,-8.73753,-8.644669,1.0
46510897,46489907,-8.572136,-8.481139,1.0
47483473,47450202,-8.538672,-8.447914,1.0
48520994,48486754,-8.505077,-8.414555,1.0
49508537,49473251,-8.778391,-8.685057,1.0
50510959,50465892,-8.383021,-8.293851,1.0
51483632,51456842,-8.729334,-8.63494,1.0
52496021,52471969,-8.3006525,-8.212304,1.0
53483572,53463163,-8.995836,-8.898707,1.0
54471118,54449913,-8.89985,-8.803591,1.0
55508546,55483582,-8.753897,-8.659292,1.0
56496096,56472259,-8.931959,-8.835408,1.0
57483658,57463483,-8.704702,-8.610565,1.0
58496138,58469782,-8.87569,-8.779713,1.0
59468744,59433579,-8.655227,-8.5601,1.0
60493707,60466820,-8.851466,-8.754193,1.0
61523638,61494312,-8.931959,-8.833741,1.0
62511195,62489913,-8.931959,-8.832269,1.0
63483783,63456749,-8.630384,-8.533997,1.0
64521233,64496542,-8.753896,-8.656129,1.0
65508780,65479779,-8.704702,-8.607514,1.0
66511316,66473470,-8.875691,-8.775055,1.0
67523772,67480051,-8.89985,-8.798937,1.0
68511335,68481345,-8.770234,-8.670765,1.0
69483921,69440167,-8.802816,-8.703035,1.0
70506394,70473406,-8.802816,-8.701463,1.0
71523914,71503452,-8.704702,-8.604635,1.0
72496491,72470165,-8.729334,-8.628808,1.0
73484062,73445507,-9.2159195,-9.109846,1.0
74481568,74450177,-8.875691,-8.773474,1.0
75523988,75496659,-9.09081,-8.986106,1.0
76511547,76480449,-8.605469,-8.506322,1.0
77484142,77456460,-9.817577,-9.704619,1.0
78481684,78449928,-7.0957146,-7.0140486,1.0
79504171,79475806,-5.1367874,-5.076996,1.0
80501715,80472152,-9.2159195,-9.109888,1.0
81504254,81472519,-7.6546955,-7.566613,1.0
82491813,82462558,-6.917979,-6.8372703,1.0
83519276,83499174,-8.335072,-8.238341,1.0
84506798,84479247,-6.729176,-6.6506267,1.0
85489366,85455792,-9.043448,-8.938297,1.0
86491873,86459155,-7.1918955,-7.1088295,1.0
87504366,87479315,-7.8485937,-7.7573166,1.0
88491925,88465805,-8.19653,-8.101677,1.0
89479485,89458823,-6.654306,-6.577474,1.0
90467034,90432516,-8.126372,-8.032574,1.0
91474549,91449742,-8.530286,-8.430653,1.0
92516951,92490138,-8.143969,-8.04914,1.0
93489546,93460991,-10.384434,-10.263892,1.0
94502036,94469818,-7.143966,-7.0613284,1.0
95504572,95479002,1.2356478,1.2212133,1.0
96502221,96476828,-5.46096,-5.3970184,1.0
97529530,97510085,3.312769,3.2732122,1.0
98527055,98496570,1.6346236,1.6152143,1.0
99489664,99460999,-2.0491478,-2.0248387,1.0
100517104,100489747,-6.127963,-6.0544977,1.0
101489696,101463152,-7.131935,-7.0463476,1.0
102517144,102490193,-2.8143904,-2.7801554,1.0
103474768,103443026,-2.4905903,-2.4604053,1.0
104477276,104449743,-8.555421,-8.451839,1.0
105469813,105449891,-3.655179,-3.610998,1.0
106497258,106467864,-7.802864,-7.707184,1.0
107504756,107472503,-3.9124296,-3.8643916,1.0
108502310,108474668,-6.8242297,-6.740643,1.0
109529886,109487885,-6.9489465,-6.864068,0.99
110517436,110490038,-5.577668,-5.5089283,1.0
111489869,111445805,-6.435595,-6.3567457,1.0
112517326,112489800,-5.2606926,-5.196235,1.0
113489888,113463161,-4.8795447,-4.8190637,1.0
114477419,114447842,-7.271075,-7.181295,1.0
115529833,115496694,-7.0714655,-6.9842324,1.0
116502382,116469977,-4.1675415,-4.116045,1.0
