timestamp,previous.timestamp,previous.lat,previous.lon,previous.vx,previous.vy,previous.vz,previous.alt,previous.yaw,previous.loiter_radius,previous.loiter_minor_radius,previous.loiter_orientation,previous.acceptance_radius,previous.alt_acceptance_radius,previous.cruising_speed,previous.cruising_throttle,previous.valid,previous.type,previous.loiter_direction_counter_clockwise,previous.loiter_pattern,previous.gliding_enabled,previous._padding0[0],previous._padding0[1],previous._padding0[2],current.timestamp,current.lat,current.lon,current.vx,current.vy,current.vz,current.alt,current.yaw,current.loiter_radius,current.loiter_minor_radius,current.loiter_orientation,current.acceptance_radius,current.alt_acceptance_radius,current.cruising_speed,current.cruising_throttle,current.valid,current.type,current.loiter_direction_counter_clockwise,current.loiter_pattern,current.gliding_enabled,current._padding0[0],current._padding0[1],current._padding0[2],next.timestamp,next.lat,next.lon,next.vx,next.vy,next.vz,next.alt,next.yaw,next.loiter_radius,next.loiter_minor_radius,next.loiter_orientation,next.acceptance_radius,next.alt_acceptance_radius,next.cruising_speed,next.cruising_throttle,next.valid,next.type,next.loiter_direction_counter_clockwise,next.loiter_pattern,next.gliding_enabled,next._padding0[0],next._padding0[1],next._padding0[2]
980236,980235,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,10.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0,980235,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,10.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0,980236,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,10.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0
90539540,90529869,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,10.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0,90539447,31.190247812434663,117.20125249843989,0.0,0.0,0.0,43.955086,nan,80.0,0.0,0.0,10.0,nan,-1.0,nan,1,2,0,0,0,0,0,0,90539448,31.1914631,117.20246519999999,0.0,0.0,0.0,66.90295,nan,80.0,0.0,0.0,10.0,nan,-1.0,nan,1,0,0,0,0,0,0,0
90587145,90529869,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,10.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0,90539447,31.190247812434663,117.20125249843989,0.0,0.0,0.0,66.90295,nan,80.0,0.0,0.0,10.0,nan,-1.0,nan,1,2,0,0,0,0,0,0,90539448,31.1914631,117.20246519999999,0.0,0.0,0.0,89.85081,nan,80.0,0.0,0.0,10.0,nan,-1.0,nan,1,0,0,0,0,0,0,0
160822178,90539447,31.190247812434663,117.20125249843989,0.0,0.0,0.0,66.90295,nan,80.0,0.0,0.0,10.0,nan,-1.0,nan,1,2,0,0,0,0,0,0,160822167,31.1914631,117.20246519999999,0.0,0.0,0.0,66.90295,nan,80.0,0.0,0.0,10.0,nan,-1.0,nan,1,0,0,0,0,0,0,0,160822168,31.1906125,117.2035303,0.0,0.0,0.0,66.90295,nan,80.0,0.0,0.0,10.0,nan,-1.0,nan,1,0,0,0,0,0,0,0
203395764,160822167,31.1914631,117.20246519999999,0.0,0.0,0.0,66.90295,nan,80.0,0.0,0.0,10.0,nan,-1.0,nan,1,0,0,0,0,0,0,0,203395751,31.1906125,117.2035303,0.0,0.0,0.0,66.90295,nan,80.0,0.0,0.0,10.0,nan,-1.0,nan,1,0,0,0,0,0,0,0,203395752,31.1889713,117.2017743,0.0,0.0,0.0,66.90295,nan,80.0,0.0,0.0,10.0,nan,-1.0,nan,1,0,0,0,0,0,0,0
220440856,203395751,31.1906125,117.2035303,0.0,0.0,0.0,66.90295,nan,80.0,0.0,0.0,10.0,nan,-1.0,nan,1,0,0,0,0,0,0,0,220440842,31.1889713,117.2017743,0.0,0.0,0.0,66.90295,nan,80.0,0.0,0.0,10.0,nan,-1.0,nan,1,0,0,0,0,0,0,0,220440843,31.188952299999997,117.2016829,0.0,0.0,0.0,66.90295,nan,80.0,0.0,0.0,10.0,nan,-1.0,nan,1,0,0,0,0,0,0,0
248242255,220440842,31.1889713,117.2017743,0.0,0.0,0.0,66.90295,nan,80.0,0.0,0.0,10.0,nan,-1.0,nan,1,0,0,0,0,0,0,0,248242243,31.188952299999997,117.2016829,0.0,0.0,0.0,66.90295,nan,80.0,0.0,0.0,10.0,nan,-1.0,nan,1,0,0,0,0,0,0,0,248242244,31.1897508,117.20089019999999,0.0,0.0,0.0,66.90295,nan,80.0,0.0,0.0,10.0,nan,-1.0,nan,1,0,0,0,0,0,0,0
249050287,248242243,31.188952299999997,117.2016829,0.0,0.0,0.0,66.90295,nan,80.0,0.0,0.0,10.0,nan,-1.0,nan,1,0,0,0,0,0,0,0,249050252,31.1897508,117.20089019999999,0.0,0.0,0.0,66.90295,nan,80.0,0.0,0.0,10.0,nan,-1.0,nan,1,0,0,0,0,0,0,0,249050253,31.190562,117.2024732,0.0,0.0,0.0,66.90295,nan,80.0,0.0,0.0,10.0,nan,-1.0,nan,1,0,0,0,0,0,0,0
265648490,265648489,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,10.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0,265648490,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,10.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0,265648490,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,10.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0
