timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping,gyro_clipping,accel_calibration_count,gyro_calibration_count
24525494,-0.08631174,0.13296057,-0.017663231,4987,0,-2.4861987,-0.9300293,-9.603145,4898,0,0,2,1
24530482,-0.08819198,0.13074213,-0.010837573,4988,0,-2.4487152,-0.8861182,-9.592949,4898,0,0,2,1
24535469,-0.08365522,0.12667857,-0.0064953375,4987,0,-2.3866138,-0.81887436,-9.601545,7346,0,0,2,1
24540457,-0.09090738,0.12835127,-0.021548951,4988,0,-2.3757236,-0.74492294,-9.56308,4898,0,0,2,1
24545444,-0.08837781,0.13138084,-0.0030788959,4987,0,-2.324994,-0.7070114,-9.561979,4900,0,0,2,1
24550432,-0.0824775,0.1274059,-0.007041543,4988,0,-2.2625544,-0.67625225,-9.60392,4896,0,0,2,1
24555419,-0.08088977,0.12607579,-0.0007441892,4987,0,-2.2492588,-0.65021825,-9.61788,4898,0,0,2,1
24560407,-0.083225556,0.12508969,-0.0015335298,4988,0,-2.2133842,-0.6489062,-9.634546,4898,0,0,2,1
24565394,-0.09479757,0.12206797,0.0050620115,4987,0,-2.1982522,-0.64165944,-9.644075,4897,0,0,2,1
24570382,-0.09249171,0.12438211,0.008843534,4988,0,-2.1944835,-0.60759664,-9.645202,4898,0,0,2,1
24575369,-0.10470747,0.123786,0.0053307842,4987,0,-2.1960638,-0.62187487,-9.674921,4898,0,0,2,1
24580357,-0.10463209,0.119660646,0.003126704,4988,0,-2.2181034,-0.6330776,-9.725705,4898,0,0,2,1
24585345,-0.103747174,0.12354344,0.010783972,4988,0,-2.2010531,-0.62027943,-9.7391815,4899,0,0,2,1
24590332,-0.10695592,0.116139546,0.017027572,4987,0,-2.1480858,-0.58738065,-9.773736,4898,0,0,2,1
24595320,-0.10011334,0.11184355,0.014578672,4988,0,-2.1227803,-0.5789941,-9.860563,4899,0,0,2,1
24600307,-0.09450258,0.1074323,0.01809117,4987,0,-2.0592825,-0.55682266,-9.821061,4898,0,0,2,1
24605295,-0.082794815,0.09922517,0.02445855,4988,0,-2.0183,-0.54802805,-9.785097,4898,0,0,2,1
24610282,-0.07805473,0.10151807,0.0245338,4987,0,-1.9786679,-0.49366546,-9.801652,4898,0,0,2,1
24615270,-0.07196572,0.093623295,0.02284068,4988,0,-1.918568,-0.46514893,-9.798253,4898,0,0,2,1
24620257,-0.067115895,0.09283241,0.027820319,4987,0,-1.8641791,-0.44205698,-9.787166,4897,0,0,2,1
24625245,-0.06432077,0.09279024,0.035950817,4988,0,-1.8259963,-0.47061232,-9.8461895,4898,0,0,2,1
24630232,-0.06926322,0.08862904,0.02954103,4987,0,-1.7787108,-0.52659076,-9.875875,4897,0,0,2,1
24635220,-0.068358734,0.08160724,0.04551318,4988,0,-1.7241378,-0.61023164,-9.883792,4898,0,0,2,1
24640207,-0.07107095,0.08460908,0.039786655,4987,0,-1.6789715,-0.69571614,-9.889837,4898,0,0,2,1
24645195,-0.06759134,0.07852718,0.03805808,4988,0,-1.594034,-0.7140361,-9.926093,4897,0,0,2,1
24650183,-0.075770624,0.07390853,0.046288222,4988,0,-1.4835235,-0.6901035,-9.889948,4898,0,0,2,1
24655170,-0.072261825,0.07576553,0.052282117,4987,0,-1.3897165,-0.62329066,-9.874307,4898,0,0,2,1
24660158,-0.07799082,0.07064247,0.055171557,4988,0,-1.3416675,-0.6484346,-9.878624,5387,0,0,2,1
24665145,-0.07719262,0.06469507,0.060499705,4987,0,-1.344225,-0.6966189,-9.912852,4898,0,0,2,1
24670133,-0.07430278,0.057903063,0.06449189,4988,0,-1.3473994,-0.66070724,-9.970717,4899,0,0,2,1
24675120,-0.07238828,0.056974977,0.0700865,4987,0,-1.3549981,-0.62064415,-9.962732,4898,0,0,2,1
24680108,-0.07552912,0.05970822,0.07518376,4988,0,-1.3249023,-0.584755,-9.965543,4899,0,0,2,1
24685095,-0.07429985,0.056090675,0.08006258,4987,0,-1.3080504,-0.5371901,-9.959455,4899,0,0,2,1
24690086,-0.069625616,0.05482114,0.08660313,4991,0,-1.2852516,-0.48876253,-9.983526,4898,0,0,2,1
24695070,-0.057454173,0.052169073,0.08399144,4984,0,-1.2875115,-0.5764551,-9.944698,4898,0,0,2,1
24700058,-0.045202523,0.048335936,0.099808775,4988,0,-1.3314592,-0.672395,-9.998463,7348,0,0,2,1
24705045,-0.033318967,0.043371197,0.104361296,4987,0,-1.380776,-0.7380124,-10.015582,4898,0,0,2,1
24710033,-0.014321919,0.052857995,0.11702017,4988,0,-1.3130927,-0.74571085,-10.018412,4898,0,0,2,1
24715021,-0.011216314,0.044295702,0.120702244,4988,0,-1.250335,-0.7330895,-10.091802,4897,0,0,2,1
24720008,0.0018428988,0.03534838,0.13036129,4987,0,-1.2465785,-0.7880296,-10.091769,4898,0,0,2,1
24724996,0.0037555185,0.036857147,0.13086095,4988,0,-1.248584,-0.87853515,-10.079263,4897,0,0,2,1
24729983,0.009037274,0.03733787,0.15120447,4987,0,-1.2360165,-0.92580724,-10.020907,4898,0,0,2,1
24734971,0.0047653927,0.03190665,0.15752919,4988,0,-1.2044123,-0.92464584,-9.986662,4897,0,0,2,1
24739958,-0.002452372,0.045910038,0.16022788,4987,0,-1.1711715,-0.9037242,-9.928552,4898,0,0,2,1
24744946,-0.0052168844,0.029969051,0.17556262,4988,0,-1.1580466,-0.888457,-9.925164,4897,0,0,2,1
24749933,-0.0033523582,0.04064488,0.18075892,4987,0,-1.05189,-0.84920526,-9.829202,4897,0,0,2,1
24754921,-0.0058641355,0.035079453,0.18161702,4988,0,-0.9224421,-0.76517427,-9.808138,4897,0,0,2,1
24759908,0.0017379157,0.039730154,0.18835509,4987,0,-0.87626743,-0.7889563,-9.727614,4899,0,0,2,1
24764896,-0.0062078875,0.033732533,0.19988728,4988,0,-0.88585967,-0.86407423,-9.708153,4898,0,0,2,1
24769883,-0.045837037,0.038054857,0.21058547,4987,0,-0.8802821,-0.76156455,-9.70217,4898,0,0,2,1
24774871,-0.04377405,0.039302334,0.20651323,4988,0,-0.90518904,-0.9444113,-9.841455,4898,0,0,2,1
24779859,-0.025980895,0.04508501,0.21683428,4988,0,-1.0163529,-0.7777801,-9.623764,4898,0,0,2,1
24784846,-0.04236482,0.04675683,0.22508757,4987,0,-0.9941233,-0.87535274,-9.595652,4899,0,0,2,1
24789834,-0.049452174,0.052147016,0.23607597,4988,0,-0.92899626,-1.0651803,-9.716804,4898,0,0,2,1
24794821,0.021238882,0.06886398,0.2409074,4987,0,-0.9523319,-1.2936678,-9.639379,4897,0,0,2,1
24799809,0.046329036,0.068881534,0.25107187,4988,0,-1.1487281,-1.0933452,-9.544448,4897,0,0,2,1
24804796,0.0063384497,0.0741134,0.26029703,4987,0,-1.1680529,-0.9943864,-9.865038,4898,0,0,2,1
24809784,0.063450925,0.062605135,0.2593467,4988,0,-1.269428,-1.2739145,-10.062167,4898,0,0,2,1
24814771,0.10966666,0.07379622,0.27696258,4987,0,-1.3661776,-1.1545463,-9.786047,4897,0,0,2,1
24819759,0.1063236,0.076942764,0.28636354,4988,0,-1.3875549,-1.3250418,-9.342699,4898,0,0,2,1
24824747,0.091337964,0.0782364,0.28819337,4988,0,-1.2376977,-1.6083026,-9.480549,4897,0,0,2,1
24829734,0.10326481,0.084658235,0.2938483,4987,0,-1.2705728,-1.502888,-9.574458,7346,0,0,2,1
24834721,0.099528775,0.091557704,0.3053535,4987,0,-1.24548,-1.4956416,-9.454318,4899,0,0,2,1
24839709,0.07953942,0.09106626,0.31726885,4988,0,-1.3811847,-1.7135634,-9.789748,4897,0,0,2,1
24844697,0.07935684,0.09428767,0.31950182,4988,0,-1.4696416,-1.4698833,-9.589558,4897,0,0,2,1
24849684,0.073953,0.10554852,0.33238542,4987,0,-1.3534101,-1.4417007,-9.374215,4898,0,0,2,1
24854672,0.08829591,0.116719276,0.34126684,4988,0,-1.5288264,-1.8114128,-9.495403,4897,0,0,2,1
24859659,0.095478304,0.108268976,0.33730635,4987,0,-1.4855502,-1.885636,-9.503761,4897,0,0,2,1
24864647,0.098943055,0.12694627,0.34741554,4988,0,-1.273321,-1.750727,-9.491116,4898,0,0,2,1
24869634,0.099381305,0.14506923,0.35687244,4987,0,-1.4667813,-1.7510043,-9.5006275,4896,0,0,2,1
24874622,0.10819179,0.13725586,0.36532986,4988,0,-1.409127,-1.8103274,-9.6282,4897,0,0,2,1
24879610,0.123173,0.14770286,0.36395076,4988,0,-1.4405878,-1.8131473,-9.4888,4897,0,0,2,1
24884597,0.14084847,0.15645848,0.37550268,4987,0,-1.5023897,-1.8971705,-9.509183,4897,0,0,2,1
24889585,0.1571499,0.15848942,0.38049945,4988,0,-1.3962324,-1.9514936,-9.600613,4898,0,0,2,1
24894574,0.1619418,0.15527229,0.3861481,4989,0,-1.322816,-2.004289,-9.42636,4898,0,0,2,1
24899560,0.17184688,0.15748511,0.39176974,4986,0,-1.2748189,-1.9755175,-9.526843,4897,0,0,2,1
24904547,0.18704425,0.15429744,0.39533406,4987,0,-1.3791431,-2.2154188,-9.6178255,4899,0,0,2,1
24909535,0.19821322,0.15441914,0.40215817,4988,0,-1.4344381,-2.106625,-9.539083,4898,0,0,2,1
24914522,0.19855106,0.15169199,0.400336,4987,0,-1.4532753,-2.0079503,-9.535087,4897,0,0,2,1
24919510,0.19818981,0.14890082,0.40442556,4988,0,-1.400663,-1.9655763,-9.347326,4897,0,0,2,1
24924497,0.20407023,0.15048327,0.40240523,4987,0,-1.4237636,-2.0735705,-9.292919,4897,0,0,2,1
24929485,0.1855379,0.15422061,0.40715447,4988,0,-1.3548212,-1.9616922,-9.233788,4897,0,0,2,1
24934472,0.16580805,0.15535465,0.4042513,4987,0,-1.3787858,-1.8742349,-9.280422,4898,0,0,2,1
