timestamp,lat_accel,lat_accel_ff,bearing_feas,bearing_feas_on_track,signed_track_error,track_error_bound,airspeed_ref,bearing,heading_ref,min_ground_speed_ref,adapted_period,p_gain,time_const,can_run_factor,wind_est_valid
990166,0.0,0.0,1.0,1.0,0.0,212.13,15.0,0.0,0.0,0.0,10.0,0.8885,7.071,0.0,0
90537386,0.0,0.0,1.0,1.0,0.0,212.13,15.0,0.0,0.0,0.0,10.0,0.8885,7.071,1.0,1
90557273,0.014162014,0.0,1.0,1.0,79.678734,47.010174,5.6286445,2.0642838,1.8812729,5.0,10.0,0.87964594,7.0,1.0,1
90637155,-0.23889934,0.0,1.0,1.0,79.175316,46.539925,5.607485,2.0876198,1.9016957,5.0,10.0,0.87964594,7.0,1.0,1
90736689,-0.25916985,0.0,1.0,1.0,78.51027,47.85111,5.5814795,2.1268625,1.9327797,5.0,10.0,0.87964594,7.0,1.0,1
90836544,-0.24628595,0.0,1.0,1.0,77.83856,47.483833,5.5711074,2.1469471,1.9473425,5.0,10.0,0.87964594,7.0,1.0,1
90936195,-0.60903925,0.8936841,1.0,1.0,77.178276,49.089237,5.5529723,2.172994,1.9693985,5.0,10.0,0.87964594,7.0,1.0,1
91036179,-0.50470906,0.37597096,1.0,1.0,76.51762,49.323563,5.538384,2.1981301,1.9880755,5.0,10.0,0.87964594,7.0,1.0,1
91135915,-0.6837509,0.81575894,1.0,1.0,75.84014,47.806274,5.517387,2.2183125,2.0059233,5.0,10.0,0.87964594,7.0,1.0,1
91235485,-0.8931827,1.0621345,1.0,1.0,75.15778,49.1943,5.4953012,2.2423644,2.0262218,5.0,10.0,0.87964594,7.0,1.0,1
91335229,-0.8713299,0.8767075,1.0,1.0,74.4665,49.317028,5.4766183,2.2631516,2.0444064,5.0,10.0,0.87964594,7.0,1.0,1
91434986,-1.2541593,1.3906753,1.0,1.0,73.81073,49.633503,5.4577804,2.2827911,2.061535,5.0,10.0,0.87964594,7.0,1.0,1
91534955,-1.2174636,1.1836184,1.0,1.0,73.12722,50.095413,5.4335303,2.3038583,2.0819473,5.0,10.0,0.87964594,7.0,1.0,1
91634540,-1.3126577,1.2290959,1.0,1.0,72.44019,48.39982,5.4102035,2.3228052,2.102883,5.0,10.0,0.87964594,7.0,1.0,1
91734259,-1.6673611,1.5276817,1.0,1.0,71.7698,50.260384,5.3853965,2.3458989,2.1221347,5.0,10.0,0.87964594,7.0,1.0,1
91834146,-1.5514374,1.2702049,1.0,1.0,71.07705,50.9077,5.3610024,2.367978,2.1468415,5.0,10.0,0.87964594,7.0,1.0,1
91933760,-1.9545332,1.5940183,1.0,1.0,70.389786,51.171604,5.3336997,2.3903084,2.1652324,5.0,10.0,0.87964594,7.0,1.0,1
92033488,-1.9594606,1.5164115,1.0,1.0,69.685974,51.887047,5.431997,2.415497,2.1977577,5.0,10.0,0.87964594,7.0,1.0,1
92133318,-1.9409862,1.4272364,1.0,1.0,68.98525,51.180542,5.5306287,2.4376864,2.226803,5.0,10.0,0.87964594,7.0,1.0,1
92232988,-2.449769,1.8084558,1.0,1.0,68.27851,53.553806,5.6292815,2.4625704,2.2535005,5.0,10.0,0.87964594,7.0,1.0,1
92332791,-2.3198802,1.6187567,1.0,1.0,67.56086,54.242523,5.7278147,2.4871979,2.2855477,5.0,10.0,0.87964594,7.0,1.0,1
92432614,-2.5566964,1.7269248,1.0,1.0,66.84936,53.666855,5.8266325,2.509407,2.3163042,5.0,10.0,0.87964594,7.0,1.0,1
92532532,-2.6919377,1.7615402,1.0,1.0,66.15711,54.487522,5.92536,2.532442,2.3423915,5.0,10.0,0.87964594,7.0,1.0,1
92631999,-2.615609,1.6221124,1.0,1.0,65.43889,53.715706,6.0236325,2.555359,2.372638,5.0,10.0,0.87964594,7.0,1.0,1
92731821,-3.10978,1.9047345,1.0,1.0,64.74962,55.094566,6.122184,2.5793066,2.3984025,5.0,10.0,0.87964594,7.0,1.0,1
92831489,-3.019039,1.7707582,1.0,1.0,64.06813,55.141834,6.220674,2.6040993,2.430493,5.0,10.0,0.87964594,7.0,1.0,1
92931291,-3.0995643,1.7252973,1.0,1.0,63.369164,53.831528,6.319517,2.6283882,2.46167,5.0,10.0,0.87964594,7.0,1.0,1
93031186,-3.4107802,1.8672633,1.0,1.0,62.68793,55.307163,6.418158,2.6547163,2.4898047,5.0,10.0,0.87964594,7.0,1.0,1
93130859,-3.3417397,1.7564051,1.0,1.0,62.01529,55.233234,6.516651,2.679571,2.5227535,5.0,10.0,0.87964594,7.0,1.0,1
93230541,-3.7650275,1.9316274,1.0,1.0,61.35353,55.93702,6.615288,2.704734,2.5551677,5.0,10.0,0.87964594,7.0,1.0,1
93330298,-3.7127585,1.8498145,1.0,1.0,60.696484,56.128254,6.7929115,2.731333,2.5852637,5.0,10.0,0.87964594,7.0,1.0,1
93430024,-3.6959038,1.7416435,1.0,1.0,60.040573,54.58693,6.8926373,2.75599,2.6168816,5.0,10.0,0.87964594,7.0,1.0,1
93529834,-4.1084194,1.9227387,1.0,1.0,59.422295,56.213745,6.9924483,2.7808058,2.6446848,5.0,10.0,0.87964594,7.0,1.0,1
93629516,-4.056469,1.8351195,1.0,1.0,58.78564,56.434475,7.0,2.8064985,2.675079,5.0,10.0,0.87964594,7.0,1.0,1
93729515,-4.260913,1.8553455,1.0,1.0,58.16954,56.02016,7.0000005,2.8316479,2.7039757,5.0,10.0,0.87964594,7.0,1.0,1
93829059,-4.3045473,1.8268323,1.0,1.0,57.56287,56.312096,7.0000005,2.857862,2.7306767,5.0,10.0,0.87964594,7.0,1.0,1
93928867,-4.2064395,1.7083772,1.0,1.0,56.966904,55.480965,7.0,2.8827612,2.7588959,5.0,10.0,0.87964594,7.0,1.0,1
94028569,-4.4829836,1.7966657,1.0,1.0,56.37313,56.554424,7.0,2.9080272,2.787435,5.0,10.0,0.87964594,7.0,1.0,1
94128341,-4.39528,1.7067293,1.0,1.0,55.795826,56.255894,7.0000005,2.9328067,2.8130143,5.0,10.0,0.87964594,7.0,1.0,1
94228053,-4.2461576,1.5540074,1.0,1.0,55.203293,54.28512,7.0,2.9567037,2.8403058,5.0,10.0,0.87964594,7.0,1.0,1
94327814,-4.544759,1.6519831,1.0,1.0,54.640255,55.32577,7.0,2.9806347,2.865397,5.0,10.0,0.87964594,7.0,1.0,1
94427709,-4.479575,1.5766993,1.0,1.0,54.07869,55.082664,7.0000005,3.0040853,2.8932257,5.0,10.0,0.87964594,7.0,1.0,1
94527480,-4.3243027,1.4343292,1.0,1.0,53.53127,53.08783,7.0000005,3.0249543,2.9188685,5.0,10.0,0.87964594,7.0,1.0,1
94637459,-4.599086,1.5067798,1.0,1.0,52.95444,53.618248,7.0000005,3.0494757,2.9440408,5.0,10.0,0.87964594,7.0,1.0,1
94737029,-4.5375514,1.442622,1.0,1.0,52.440834,53.371925,7.0000005,3.0717397,2.9708772,5.0,10.0,0.87964594,7.0,1.0,1
94836716,-4.375845,1.3090689,1.0,1.0,51.943787,51.22606,7.0000005,3.0923893,2.9954605,5.0,10.0,0.87964594,7.0,1.0,1
94936530,-4.6534076,1.3934113,1.0,1.0,51.485214,52.16445,7.0,3.1135387,3.018315,5.0,10.0,0.87964594,7.0,1.0,1
95036258,-4.605718,1.341567,1.0,1.0,51.020977,51.94831,6.9999995,3.134958,3.0442924,5.0,10.0,0.87964594,7.0,1.0,1
95136224,-4.467998,1.2440048,1.0,1.0,50.55925,50.4765,6.9999995,-3.1282446,3.0659747,5.0,10.0,0.87964594,7.0,1.0,1
95235766,-4.76691,1.3412722,1.0,1.0,50.12411,51.993088,6.9999995,-3.106179,3.0925996,5.0,10.0,0.87964594,7.0,1.0,1
95335276,-4.707397,1.284735,1.0,1.0,49.682606,51.58999,6.9999995,-3.0855181,3.1184134,5.0,10.0,0.87964594,7.0,1.0,1
95435030,-4.600682,1.2123214,1.0,1.0,49.239983,50.685394,6.9999995,-3.0668173,3.139091,5.0,10.0,0.87964594,7.0,1.0,1
95534999,-4.7965584,1.260259,1.0,1.0,48.809063,51.35733,7.0000005,-3.0453815,-3.118247,5.0,10.0,0.87964594,7.0,1.0,1
95634812,-4.8918247,1.2763456,1.0,1.0,48.394302,51.89802,6.9999995,-3.0228078,-3.0908387,5.0,10.0,0.87964594,7.0,1.0,1
95734494,-4.8256617,1.230621,1.0,1.0,47.970562,51.558327,7.0000005,-3.0030558,-3.0688314,5.0,10.0,0.87964594,7.0,1.0,1
95834240,-4.8040175,1.1913254,1.0,1.0,47.55612,51.106876,7.0000005,-2.984286,-3.0459304,5.0,10.0,0.87964594,7.0,1.0,1
95933995,-5.1461864,1.3441821,1.0,1.0,47.139774,53.907997,7.0,-2.9475622,-3.004106,5.0,10.0,0.87964594,7.0,1.0,1
96034006,-5.0666075,1.2865283,1.0,1.0,46.73251,53.463165,6.9999995,-2.928161,-2.9802115,5.0,10.0,0.87964594,7.0,1.0,1
96133528,-4.9745865,1.2251692,1.0,1.0,46.317245,52.911648,7.0,-2.909482,-2.9574497,5.0,10.0,0.87964594,7.0,1.0,1
96233270,-5.237234,1.4032494,1.0,1.0,45.883797,56.871902,7.0000005,-2.8560877,-2.8955173,5.0,10.0,0.87964594,7.0,1.0,1
96332837,-5.1876183,1.3754517,1.0,1.0,45.434113,57.057255,7.0000005,-2.8301215,-2.8634975,5.0,10.0,0.87964594,7.0,1.0,1
96432614,-5.10395,1.3226106,1.0,1.0,44.97023,56.733013,7.0,-2.8088632,-2.8372414,5.0,10.0,0.87964594,7.0,1.0,1
96532606,-5.1578207,1.4204745,1.0,1.0,44.48527,59.35236,7.0,-2.7594614,-2.7791796,5.0,10.0,0.87964594,7.0,1.0,1
96632132,-5.104883,1.4245621,1.0,1.0,43.96693,60.263634,6.9999995,-2.724098,-2.7348776,5.0,10.0,0.87964594,7.0,1.0,1
96732037,-4.979722,1.3543525,1.0,1.0,43.469925,59.595295,6.9999995,-2.7059216,-2.7140083,5.0,10.0,0.87964594,7.0,1.0,1
96831580,-4.809738,1.3570824,1.0,1.0,42.953823,60.995796,7.0,-2.665792,-2.6646898,5.0,10.0,0.87964594,7.0,1.0,1
96931541,-4.698386,1.3576432,1.0,1.0,42.403416,61.902527,6.9999995,-2.629402,-2.619996,5.0,10.0,0.87964594,7.0,1.0,1
97031318,-4.515376,1.2688087,1.0,1.0,41.86639,61.023415,7.0,-2.613564,-2.6016262,5.0,10.0,0.87964594,7.0,1.0,1
97130818,-4.2058673,1.253065,1.0,1.0,41.29965,62.469433,7.000001,-2.5717907,-2.5494006,5.0,10.0,0.87964594,7.0,1.0,1
