timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,termination_switch,gear_switch,transition_switch,photo_switch,video_switch,engage_main_motor_switch,payload_power_switch
115752170,115728681,3,4,1,0,0,0,0,0,0,0,0,0,0,0
116772087,116748776,3,4,1,0,0,0,0,0,0,0,0,0,0,0
117784724,117761193,3,4,1,0,0,0,0,0,0,0,0,0,0,0
118804609,118781280,3,4,1,0,0,0,0,0,0,0,0,0,0,0
119819516,119796134,3,4,1,0,0,0,0,0,0,0,0,0,0,0
120839498,120816112,3,4,1,0,0,0,0,0,0,0,0,0,0,0
121857104,121833603,3,4,1,0,0,0,0,0,0,0,0,0,0,0
122874464,122851050,3,4,1,0,0,0,0,0,0,0,0,0,0,0
123891942,123868625,3,4,1,0,0,0,0,0,0,0,0,0,0,0
124891969,124868587,3,4,1,0,0,0,0,0,0,0,0,0,0,0
125909442,125886039,3,4,1,0,0,0,0,0,0,0,0,0,0,0
126926974,126903551,3,4,1,0,0,0,0,0,0,0,0,0,0,0
127942164,127921007,3,4,1,0,0,0,0,0,0,0,0,0,0,0
128961892,128938622,3,4,1,0,0,0,0,0,0,0,0,0,0,0
129981914,129958477,3,4,1,0,0,0,0,0,0,0,0,0,0,0
130996877,130973469,3,4,1,0,0,0,0,0,0,0,0,0,0,0
132017014,131993467,3,4,1,0,0,0,0,0,0,0,0,0,0,0
133034308,133010903,3,4,1,0,0,0,0,0,0,0,0,0,0,0
134051786,134028432,3,4,1,0,0,0,0,0,0,0,0,0,0,0
