timestamp,unallocated_torque[0],unallocated_torque[1],unallocated_torque[2],unallocated_thrust[0],unallocated_thrust[1],unallocated_thrust[2],handled_motor_failure_mask,motor_stop_mask,torque_setpoint_achieved,thrust_setpoint_achieved,actuator_saturation[0],actuator_saturation[1],actuator_saturation[2],actuator_saturation[3],actuator_saturation[4],actuator_saturation[5],actuator_saturation[6],actuator_saturation[7],actuator_saturation[8],actuator_saturation[9],actuator_saturation[10],actuator_saturation[11],actuator_saturation[12],actuator_saturation[13],actuator_saturation[14],actuator_saturation[15]
115822582,-0.23142612,0.46285254,0.0,9.313226e-10,0.0,0.0,0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
115830063,-0.2279526,0.4559055,0.0,9.313226e-10,0.0,0.0,0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
116022084,-0.18624985,0.3725,0.0,9.313226e-10,0.0,0.0,0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
116221591,-0.06392485,0.12785003,0.0,9.313226e-10,0.0,0.0,0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
116418603,1.7881393e-07,-8.940697e-08,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
116623094,1.7881393e-07,3.7252903e-08,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
116825090,1.7881393e-07,0.0,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
117024602,1.1920929e-07,-8.381903e-09,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
117224104,8.940697e-08,-8.940697e-08,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
117421117,8.940697e-08,-1.1920929e-07,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
117623117,5.9604645e-08,-8.940697e-08,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
117820127,2.2351742e-08,1.4901161e-08,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
118017189,2.9802322e-08,-5.9604645e-08,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
118224136,2.9802322e-08,2.7939677e-09,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
118423637,2.9802322e-08,1.1920929e-07,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
118620673,2.9802322e-08,4.4703484e-08,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
118825141,5.9604645e-08,-8.940697e-08,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
119019664,8.940697e-08,-2.9802322e-08,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
119221661,8.940697e-08,0.0,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
119418679,8.940697e-08,-7.450581e-09,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
119625662,1.1920929e-07,-8.940697e-08,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
119820198,1.7881393e-07,-1.1920929e-07,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
120024677,-0.049158335,0.09831685,0.0,9.313226e-10,0.0,0.0,0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
120219194,-0.05144334,0.102886915,0.0,9.313226e-10,0.0,0.0,0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
120418701,-0.018054247,0.036108702,0.0,9.313226e-10,0.0,0.0,0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
120618207,-0.03506291,0.070126,0.0,9.313226e-10,0.0,0.0,0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
120820209,-0.012953997,0.025908291,0.0,9.313226e-10,0.0,0.0,0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
121024735,1.7881393e-07,-8.940697e-08,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
121219220,-0.013099015,0.026198298,0.0,9.313226e-10,0.0,0.0,0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
121418729,-0.02384448,0.0476892,0.0,9.313226e-10,0.0,0.0,0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
121620736,-0.031440437,0.06288117,0.0,9.313226e-10,0.0,0.0,0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
121822732,1.7881393e-07,-1.1920929e-07,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
122022233,1.1920929e-07,-1.7881393e-07,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
122219244,1.1920929e-07,-1.7881393e-07,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
122421246,1.1920929e-07,-2.3841858e-07,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
122620756,8.940697e-08,-1.7881393e-07,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
122820258,8.940697e-08,-2.3841858e-07,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
123019768,8.940697e-08,-1.7881393e-07,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
123224262,8.940697e-08,-1.1920929e-07,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
123423769,8.940697e-08,-1.1920929e-07,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
123623272,8.940697e-08,-1.7881393e-07,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
123822786,8.940697e-08,-1.7881393e-07,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
124019799,4.4703484e-08,-2.3841858e-07,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
124221798,2.9802322e-08,-1.7881393e-07,0.0,1.8626451e-09,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
124421299,4.4703484e-08,-2.3841858e-07,0.0,7.450581e-09,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
124623296,5.9604645e-08,-1.7881393e-07,0.0,7.450581e-09,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
124820314,1.1920929e-07,-1.1920929e-07,0.0,7.450581e-09,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
125017324,-0.008168936,0.01633817,0.0,7.450581e-09,0.0,0.0,0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
125221818,1.7881393e-07,-1.1920929e-07,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
125426318,8.940697e-08,-1.7881393e-07,0.0,7.450581e-09,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
125623326,4.4703484e-08,-1.1920929e-07,0.0,1.4901161e-08,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
125822830,8.940697e-08,8.940697e-08,0.0,1.4901161e-08,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
126022339,1.7881393e-07,4.4703484e-08,0.0,1.4901161e-08,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
126224338,1.7881393e-07,-1.4901161e-08,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
126423857,4.4703484e-08,-7.450581e-09,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
126620861,1.1920929e-07,-2.9802322e-08,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
126825351,1.1920929e-07,-8.940697e-08,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
127024860,2.2351742e-08,-3.7252903e-09,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
127224366,8.940697e-08,2.6077032e-08,0.0,2.9802322e-08,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
127418888,-1.8626451e-09,8.940697e-08,0.0,2.9802322e-08,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
127623379,-1.4901161e-08,2.2351742e-08,0.0,2.9802322e-08,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
127820391,2.2351742e-08,-1.4901161e-08,0.0,2.9802322e-08,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
128022397,-2.2351742e-08,5.9604645e-08,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
128221897,5.9604645e-08,-5.9604645e-08,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
128421413,-2.9802322e-08,-2.2351742e-08,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
128623408,-2.2351742e-08,2.3841858e-07,0.0,2.9802322e-08,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
128820417,0.031106353,-0.062212706,0.0,2.9802322e-08,0.0,0.0,0,0,0,1,0,-2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
129019926,-5.9604645e-08,1.7881393e-07,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
129216938,0.03374952,-0.0674991,0.0,0.0,0.0,0.0,0,0,0,1,0,-2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
129426417,-8.940697e-08,2.3841858e-07,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
129623435,1.1920929e-07,1.1920929e-07,0.0,5.9604645e-08,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
129825499,-0.14570594,-0.29141223,0.0,5.9604645e-08,0.0,0.0,0,0,0,1,0,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
130024939,-0.05059713,-0.10119456,0.0,5.9604645e-08,0.0,0.0,0,0,0,1,0,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
130219459,1.7881393e-07,8.940697e-08,0.0,5.9604645e-08,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
130423957,1.1920929e-07,8.940697e-08,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
130620967,1.1920929e-07,8.940697e-08,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
130825459,1.1920929e-07,8.940697e-08,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
131020048,1.1920929e-07,8.940697e-08,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
131219482,1.1920929e-07,5.9604645e-08,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
131423978,1.1920929e-07,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
