timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2]
115822739,0.0,0.9581117,-0.035034522,0.14588547,-0.24395107,0.014423043,0.0,0.0
115827965,0.0,0.95821583,-0.035096858,0.14587048,-0.2435416,0.014423043,0.0,0.0
115872618,0.0,0.95940393,-0.035934728,0.14510679,-0.23915857,0.014423043,0.0,0.0
115922494,0.0,0.9607978,-0.03760607,0.14569661,-0.23286474,0.014423043,0.0,0.0
115972393,0.0,0.9623095,-0.037630368,0.14523754,-0.22682731,0.014423043,0.0,0.0
116022239,0.0,0.9636378,-0.038595848,0.14442177,-0.22148348,0.014423043,0.0,0.0
116067592,0.0,0.9645434,-0.04002779,0.14504997,-0.21682797,0.014423043,0.0,0.0
116127289,0.0,0.9662479,-0.04024649,0.14453445,-0.20941587,0.014423043,0.0,0.0
116171894,0.0,0.96787995,-0.041392583,0.14421041,-0.20173891,0.014423043,0.0,0.0
116221786,0.0,0.97007096,-0.04307703,0.14314908,-0.19135076,0.014423043,0.0,0.0
116271610,0.0,0.9721679,-0.04557595,0.14340346,-0.17957696,0.014423043,0.0,0.0
116326733,0.0,0.974458,-0.046508443,0.14264275,-0.16709846,0.014423043,0.0,0.0
116371408,0.0,0.9760868,-0.047982592,0.14158022,-0.15782066,0.014423043,0.0,0.0
116421285,0.0,0.9773659,-0.049158715,0.14117616,-0.14969529,0.014423043,0.0,0.0
116476400,0.0,0.97815216,-0.050884962,0.14103116,-0.14401117,0.014423043,0.0,0.0
116526326,0.0,0.97835267,-0.051055033,0.1415454,-0.14207175,0.014423043,0.0,0.0
116570919,0.0,0.978493,-0.05024765,0.14079227,-0.14214194,0.014423043,0.0,0.0
116620771,0.0,0.97819376,-0.04989715,0.14206937,-0.14305079,0.014423043,0.0,0.0
116675934,0.0,0.9780709,-0.04980385,0.14152585,-0.14445564,0.014423043,0.0,0.0
116725759,0.0,0.97786194,-0.04960009,0.14159738,-0.14586326,0.014423043,0.0,0.0
116770386,0.0,0.9776139,-0.05036407,0.141218,-0.14762051,0.014423043,0.0,0.0
116825476,0.0,0.97705543,-0.04983594,0.14140525,-0.1512732,0.014423043,0.0,0.0
116875442,0.0,0.97636205,-0.049196605,0.14162897,-0.15568568,0.014423043,0.0,0.0
116925229,0.0,0.9755483,-0.048467472,0.14188012,-0.16070561,0.014423043,0.0,0.0
116969898,0.0,0.9749142,-0.046900917,0.14251418,-0.16441542,0.014423043,0.0,0.0
117025031,0.0,0.97440624,-0.04742437,0.14280283,-0.1670053,0.014423043,0.0,0.0
117074893,0.0,0.97420865,-0.046296474,0.14271168,-0.16854598,0.014423043,0.0,0.0
117124745,0.0,0.9738145,-0.04698119,0.1423792,-0.1708981,0.014423043,0.0,0.0
117174692,0.0,0.9726752,-0.045093246,0.14252679,-0.17763942,0.014423043,0.0,0.0
117224524,0.0,0.9705581,-0.043443706,0.14303821,-0.1888643,0.014423043,0.0,0.0
117274455,0.0,0.9679143,-0.042448904,0.14379553,-0.20165017,0.014423043,0.0,0.0
117319010,0.0,0.96580976,-0.040981803,0.14422052,-0.2115002,0.014423043,0.0,0.0
117374190,0.0,0.9638693,-0.03957974,0.14517286,-0.21980505,0.014423043,0.0,0.0
117424052,0.0,0.9631559,-0.039218143,0.14471008,-0.22327481,0.014423043,0.0,0.0
117473873,0.0,0.96337813,-0.039362483,0.14467087,-0.22231387,0.014423043,0.0,0.0
117523796,0.0,0.9644945,-0.040096555,0.14446914,-0.21741936,0.014423043,0.0,0.0
117573712,0.0,0.96610045,-0.04014484,0.14456272,-0.21009533,0.014423043,0.0,0.0
117623549,0.0,0.96783686,-0.041449677,0.14362873,-0.20234762,0.014423043,0.0,0.0
117673466,0.0,0.9692571,-0.04239269,0.14391959,-0.19501506,0.014423043,0.0,0.0
117723342,0.0,0.97079587,-0.044574857,0.14315079,-0.1872865,0.014423043,0.0,0.0
117773183,0.0,0.97234935,-0.044833068,0.14260885,-0.17941418,0.014423043,0.0,0.0
117823034,0.0,0.97379494,-0.046006795,0.14223453,-0.17139488,0.014423043,0.0,0.0
117872960,0.0,0.97493786,-0.047934208,0.14206119,-0.1643688,0.014423043,0.0,0.0
117922782,0.0,0.9756692,-0.048527826,0.14243163,-0.15946124,0.014423043,0.0,0.0
117972738,0.0,0.9764014,-0.048266478,0.1414837,-0.1558625,0.014423043,0.0,0.0
118022556,0.0,0.9767045,-0.04850334,0.1419768,-0.15342274,0.014423043,0.0,0.0
118072464,0.0,0.97681016,-0.048601385,0.14194328,-0.15274815,0.014423043,0.0,0.0
118122278,0.0,0.97679347,-0.048625086,0.14136085,-0.15338613,0.014423043,0.0,0.0
118172249,0.0,0.9766324,-0.048477106,0.14141166,-0.15440837,0.014423043,0.0,0.0
118226772,0.0,0.97633314,-0.048204638,0.14150476,-0.1562892,0.014423043,0.0,0.0
118271913,0.0,0.9758445,-0.04868491,0.14237802,-0.15838489,0.014423043,0.0,0.0
118321815,0.0,0.9754115,-0.048346903,0.14192127,-0.16153449,0.014423043,0.0,0.0
118371742,0.0,0.9749402,-0.047936235,0.1420605,-0.16435488,0.014423043,0.0,0.0
118426274,0.0,0.97474074,-0.047764454,0.14211835,-0.16553341,0.014423043,0.0,0.0
118471462,0.0,0.9748147,-0.046814833,0.14254248,-0.16500424,0.014423043,0.0,0.0
118521316,0.0,0.9750667,-0.04804584,0.14202347,-0.16360255,0.014423043,0.0,0.0
118575950,0.0,0.9751906,-0.048153583,0.14198697,-0.16286267,0.014423043,0.0,0.0
118625816,0.0,0.9747735,-0.047792614,0.14210887,-0.16534029,0.014423043,0.0,0.0
118670927,0.0,0.9743418,-0.047424205,0.14223225,-0.16786568,0.014423043,0.0,0.0
118720849,0.0,0.9742029,-0.04730669,0.14227138,-0.16867052,0.014423043,0.0,0.0
118775493,0.0,0.9740761,-0.04714358,0.14289577,-0.16892031,0.014423043,0.0,0.0
118825286,0.0,0.97418594,-0.047292452,0.14227611,-0.168768,0.014423043,0.0,0.0
118870422,0.0,0.9741591,-0.047159016,0.1434613,-0.16795515,0.014423043,0.0,0.0
118925031,0.0,0.97453374,-0.047533635,0.14276649,-0.16625959,0.014423043,0.0,0.0
118974961,0.0,0.97482866,-0.047788117,0.14268151,-0.1645217,0.014423043,0.0,0.0
119024795,0.0,0.975092,-0.048067775,0.14201604,-0.16345194,0.014423043,0.0,0.0
119069948,0.0,0.97505057,-0.047981296,0.14261667,-0.16320142,0.014423043,0.0,0.0
119124540,0.0,0.9750226,-0.048007574,0.14203641,-0.16386524,0.014423043,0.0,0.0
119174466,0.0,0.97490966,-0.047909874,0.14206938,-0.16453576,0.014423043,0.0,0.0
119224297,0.0,0.9749258,-0.046962548,0.14192183,-0.16484042,0.014423043,0.0,0.0
119274190,0.0,0.9749479,-0.04794295,0.14205822,-0.16430876,0.014423043,0.0,0.0
119324057,0.0,0.97498995,-0.04787861,0.14322275,-0.16306263,0.014423043,0.0,0.0
119374105,0.0,0.9752783,-0.048133135,0.14313743,-0.16132922,0.014423043,0.0,0.0
119423819,0.0,0.9756415,-0.04845749,0.14302793,-0.15911794,0.014423043,0.0,0.0
119473687,0.0,0.97598904,-0.048771895,0.14292103,-0.15697208,0.014423043,0.0,0.0
119523563,0.0,0.97621095,-0.04897477,0.14285164,-0.15558617,0.014423043,0.0,0.0
119573597,0.0,0.97621477,-0.04897828,0.14285043,-0.15556219,0.014423043,0.0,0.0
119623311,0.0,0.9759597,-0.047780182,0.14279528,-0.15757307,0.014423043,0.0,0.0
119673248,0.0,0.97529656,-0.047186438,0.14299257,-0.16162695,0.014423043,0.0,0.0
119723062,0.0,0.974385,-0.046392564,0.1432521,-0.1670342,0.014423043,0.0,0.0
119773110,0.0,0.9733399,-0.04646839,0.14368649,-0.17263912,0.014423043,0.0,0.0
119822899,0.0,0.97241765,-0.044756602,0.14377163,-0.17813048,0.014423043,0.0,0.0
119872710,0.0,0.97155446,-0.044068333,0.1439841,-0.18278018,0.014423043,0.0,0.0
119922574,0.0,0.97065526,-0.043368507,0.14419642,-0.18749669,0.014423043,0.0,0.0
119972676,0.0,0.96940875,-0.042424925,0.14447685,-0.19383816,0.014423043,0.0,0.0
120022328,0.0,0.9675097,-0.04104057,0.14487618,-0.20310497,0.014423043,0.0,0.0
120072252,0.0,0.96496034,-0.039270394,0.14536598,-0.21489105,0.014423043,0.0,0.0
120122075,0.0,0.9622652,-0.037492946,0.14583455,-0.22665457,0.014423043,0.0,0.0
120172147,0.0,0.96007067,-0.036107153,0.14618382,-0.23577714,0.014423043,0.0,0.0
120221848,0.0,0.95868105,-0.036182746,0.1466149,-0.24109238,0.014423043,0.0,0.0
120271708,0.0,0.958008,-0.03577553,0.14671479,-0.24375321,0.014423043,0.0,0.0
120326857,0.0,0.957894,-0.035707004,0.1467315,-0.24420065,0.014423043,0.0,0.0
120371613,0.0,0.9580704,-0.035813104,0.14670563,-0.24350786,0.014423043,0.0,0.0
120421346,0.0,0.9582542,-0.034997012,0.14645356,-0.24305445,0.014423043,0.0,0.0
120471243,0.0,0.95809007,-0.03582498,0.14670272,-0.2434303,0.014423043,0.0,0.0
120526406,0.0,0.9573708,-0.035393864,0.14680734,-0.2462438,0.014423043,0.0,0.0
120571104,0.0,0.9567099,-0.034077182,0.14667031,-0.24906364,0.014423043,0.0,0.0
120620863,0.0,0.9563355,-0.033857264,0.14672123,-0.2504976,0.014423043,0.0,0.0
120676067,0.0,0.95669395,-0.034067746,0.1466725,-0.2491252,0.014423043,0.0,0.0
120725899,0.0,0.9578679,-0.034764953,0.14650881,-0.24457222,0.014423043,0.0,0.0
120770606,0.0,0.9595909,-0.036740016,0.14647625,-0.23744509,0.014423043,0.0,0.0
120820365,0.0,0.96443045,-0.03985139,0.14566052,-0.21695349,0.014423043,0.0,0.0
120875517,0.0,0.9677941,-0.04218826,0.14500093,-0.20141871,0.014423043,0.0,0.0
120925351,0.0,0.9708621,-0.043528017,0.14414835,-0.18642265,0.014423043,0.0,0.0
120970107,0.0,0.9732457,-0.04543312,0.14355928,-0.17354944,0.014423043,0.0,0.0
121025151,0.0,0.9755673,-0.04742712,0.14291292,-0.15998465,0.014423043,0.0,0.0
121074992,0.0,0.97706014,-0.048798762,0.14245039,-0.15059905,0.014423043,0.0,0.0
121124857,0.0,0.97804385,-0.049748763,0.14212142,-0.14407223,0.014423043,0.0,0.0
121169680,0.0,0.97865176,-0.05035683,0.1419071,-0.13988318,0.014423043,0.0,0.0
