timestamp,command,result_param2,target_component,result,result_param1,target_system,from_external
18586689,512,0,190,2,0,255,0
20127668,512,0,190,2,0,255,0
21096028,512,0,190,2,0,255,0
22048092,512,0,190,2,0,255,0
23130301,512,0,190,2,0,255,0
24060112,512,0,190,2,0,255,0
30134479,512,0,190,2,0,255,0
49683208,512,0,190,2,0,255,0
