timestamp,voltage_v,current_a,current_average_a,discharged_mah,remaining,scale,time_remaining_s,temperature,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],voltage_cell_v[4],voltage_cell_v[5],voltage_cell_v[6],voltage_cell_v[7],voltage_cell_v[8],voltage_cell_v[9],voltage_cell_v[10],voltage_cell_v[11],voltage_cell_v[12],voltage_cell_v[13],max_cell_voltage_delta,full_charge_capacity_wh,remaining_capacity_wh,nominal_voltage,internal_resistance_estimate,ocv_estimate,ocv_estimate_filtered,volt_based_soc_estimate,voltage_prediction,prediction_error,estimation_covariance_norm,capacity,cycle_count,average_time_to_empty,manufacture_date,state_of_health,max_error,interface_error,faults,over_discharge_count,connected,cell_count,source,priority,id,is_powering_off,is_required,warning
115822954,16.678839,0.0,15.0,0.070029154,0.94213957,1.0083346,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060382,16.678839,16.687164,0.9529852,16.74066,-0.15633202,0.55404454,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
115832940,16.67425,0.0,15.0,0.070029154,0.9421939,1.0083268,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060382,16.67425,16.687164,0.9529852,16.74066,-0.15633202,0.55404454,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
116022937,15.611693,0.0,15.0,0.070029154,0.9293613,1.0101941,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060382,15.611693,16.687164,0.9529852,16.74066,-0.15633202,0.55404454,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
116222937,16.650394,0.0,15.0,0.070029154,0.9281325,1.0103732,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060382,16.650394,16.687164,0.9529852,16.74066,-0.15633202,0.55404454,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
116422936,16.675167,0.0,15.0,0.070029154,0.93036264,1.0100482,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060382,16.675167,16.687164,0.9529852,16.74066,-0.15633202,0.55404454,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
116622937,16.149395,0.0,15.0,0.07008002,0.92697567,1.010542,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060382,16.149395,16.686468,0.9526953,16.588661,0.02778244,0.55404454,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
116822936,16.657734,0.0,15.0,0.07008002,0.92875475,1.0102825,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060382,16.657734,16.686468,0.9526953,16.588661,0.02778244,0.55404454,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
117022937,16.662321,0.0,15.0,0.07042087,0.92557377,1.0107466,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060382,16.662321,16.68586,0.95244163,16.644777,0.020296097,0.55404454,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
117222937,16.430176,0.0,15.0,0.07051245,0.92358774,1.0110365,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060382,16.430176,16.685589,0.9523291,16.664898,-0.0071640015,0.55404454,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
117422936,16.661404,0.0,15.0,0.07061927,0.9224042,1.0112094,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060382,16.661404,16.685528,0.95230335,16.695787,-0.027959824,0.55404454,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
117622937,15.966798,0.0,15.0,0.07061927,0.9176764,1.0119004,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060382,15.966798,16.685528,0.95230335,16.695787,-0.027959824,0.55404454,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
117823087,16.691685,0.0,15.0,0.071188934,0.9108719,1.0128968,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060382,16.691685,16.685436,0.9522652,16.663847,0.0076503754,0.55404454,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
