timestamp,timestamp_sample,information_event_changes,gps_checks_passed,reset_vel_to_gps,reset_vel_to_flow,reset_vel_to_vision,reset_vel_to_zero,reset_pos_to_last_known,reset_pos_to_gps,reset_pos_to_vision,starting_gps_fusion,starting_vision_pos_fusion,starting_vision_vel_fusion,starting_vision_yaw_fusion,yaw_aligned_to_imu_gps,reset_hgt_to_baro,reset_hgt_to_gps,reset_hgt_to_rng,reset_hgt_to_ev
68409141,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
69417010,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
70424949,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
71432680,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
72440684,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
73448315,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
74456242,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
75464025,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
76471896,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
77479780,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
78487770,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
79495393,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
80503267,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
81511099,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
82518996,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
83526774,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
84534721,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
85542495,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
86550333,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
87558126,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
88566056,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
89573995,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
90581657,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
91589727,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
92597457,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
93605303,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
94613151,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
95621027,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
96628831,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
97636676,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
98644586,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
99652435,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
100660263,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
101668055,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
102675885,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
103683786,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
104691665,34960688,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
