timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],reset_integral,fw_control_yaw_wheel
71128153,0.0,0.5520475,-0.10947229,0.07110934,0.82353073,0.107142895,0.0,0.0,0,0
71133173,0.0,0.55177426,-0.10949587,0.07107302,0.8237138,0.107142895,0.0,0.0,0,0
71183025,0.0,0.5506584,-0.109592006,0.07092469,0.82446015,0.107142895,0.0,0.0,0,0
71232922,0.0,0.55271685,-0.109414436,0.07119832,0.8230816,0.107142895,0.0,0.0,0,0
71282831,0.0,0.55692154,-0.109048665,0.071757294,0.8202424,0.107142895,0.0,0.0,0,0
71332714,0.0,0.560712,-0.10871537,0.072261244,0.817656,0.105911374,0.0,0.0,0,0
71382603,0.0,0.5611354,-0.10867793,0.07231754,0.81736547,0.107142895,0.0,0.0,0,0
71432541,0.0,0.55836666,-0.10892199,0.07194942,0.81925935,0.10960594,0.0,0.0,0,0
71482386,0.0,0.5547519,-0.10923792,0.07146885,0.82171136,0.116995096,0.0,0.0,0,0
71532295,0.0,0.552141,-0.10946421,0.071121775,0.82346797,0.13300496,0.0,0.0,0,0
71582179,0.0,0.55011564,-0.10963866,0.07085255,0.8248224,0.13669953,0.0,0.0,0,0
71632069,0.0,0.5479967,-0.10982016,0.07057089,0.82623166,0.13793108,0.0,0.0,0,0
71681970,0.0,0.54544425,-0.11003743,0.07023165,0.82791895,0.1391626,0.0,0.0,0,0
71731856,0.0,0.54239184,-0.1102953,0.06982596,0.8299219,0.14162564,0.0,0.0,0,0
71781754,0.0,0.5398424,-0.11050906,0.06948716,0.8315824,0.1625616,0.0,0.0,0,0
71831684,0.0,0.5384281,-0.11062702,0.06929922,0.8324989,0.1711823,0.0,0.0,0,0
71881544,0.0,0.53822976,-0.11064353,0.06927286,0.8326272,0.19581285,0.0,0.0,0,0
71931427,0.0,0.5383404,-0.11063432,0.06928756,0.83255565,0.2302956,0.0,0.0,0,0
71981322,0.0,0.53826076,-0.11064094,0.06927698,0.8326071,0.24753699,0.0,0.0,0,0
72031216,0.0,0.53841704,-0.110627934,0.069297746,0.832506,0.24630544,0.0,0.0,0,0
72081111,0.0,0.5376811,-0.11068914,0.06919996,0.8329815,0.24630544,0.0,0.0,0,0
72131031,0.0,0.5365312,-0.110784516,0.06904715,0.83372265,0.24630544,0.0,0.0,0,0
72185879,0.0,0.5358454,-0.11084127,0.068956025,0.8341636,0.24630544,0.0,0.0,0,0
72230793,0.0,0.5366139,-0.11077767,0.06905814,0.8336694,0.24630544,0.0,0.0,0,0
72280693,0.0,0.53589845,-0.11083688,0.06896307,0.8341295,0.26847294,0.0,0.0,0,0
72330577,0.0,0.53244555,-0.11112103,0.06850428,0.83633786,0.29679805,0.0,0.0,0,0
72385463,0.0,0.52707845,-0.11155747,0.067791216,0.8397306,0.317734,0.0,0.0,0,0
72430360,0.0,0.52614814,-0.11163248,0.06766763,0.84031385,0.317734,0.0,0.0,0,0
72480255,0.0,0.528027,-0.1114808,0.067917235,0.8391346,0.317734,0.0,0.0,0,0
72530204,0.0,0.5271326,-0.1115531,0.06779841,0.83969665,0.317734,0.0,0.0,0,0
72585026,0.0,0.52240664,-0.11193225,0.06717061,0.84264493,0.317734,0.0,0.0,0,0
72629932,0.0,0.5185143,-0.112240896,0.066653594,0.8450457,0.3165025,0.0,0.0,0,0
72679828,0.0,0.5173396,-0.112333395,0.06649757,0.8457653,0.317734,0.0,0.0,0,0
72734730,0.0,0.5177479,-0.112301275,0.0665518,0.84551543,0.317734,0.0,0.0,0,0
72784608,0.0,0.5147964,-0.11253267,0.0661598,0.8473157,0.3165025,0.0,0.0,0,0
72829505,0.0,0.510171,-0.112891555,0.06554553,0.85010874,0.3165025,0.0,0.0,0,0
72879405,0.0,0.5072951,-0.11311243,0.06516363,0.851828,0.32389164,0.0,0.0,0,0
72934344,0.0,0.50646573,-0.113175794,0.0650535,0.8523213,0.32758623,0.0,0.0,0,0
72984194,0.0,0.5074626,-0.11309961,0.065185875,0.8517282,0.32758623,0.0,0.0,0,0
73029083,0.0,0.5106031,-0.11285823,0.0656029,0.8498493,0.35714287,0.0,0.0,0,0
73083967,0.0,0.51673496,-0.11238091,0.06641726,0.8461349,0.3891626,0.0,0.0,0,0
73133866,0.0,0.51847404,-0.11224406,0.06664825,0.84507036,0.41009855,0.0,0.0,0,0
73183764,0.0,0.51438445,-0.11256482,0.06610508,0.8475659,0.41502464,0.0,0.0,0,0
73233684,0.0,0.5107372,-0.112847865,0.06562072,0.84976864,0.41502464,0.0,0.0,0,0
73283582,0.0,0.51153356,-0.1127863,0.065726474,0.8492895,0.41379315,0.0,0.0,0,0
73333469,0.0,0.5115594,-0.1127843,0.06572991,0.8492739,0.41379315,0.0,0.0,0,0
73383323,0.0,0.5147598,-0.11253553,0.06615493,0.847338,0.41379315,0.0,0.0,0,0
73433216,0.0,0.51994294,-0.11212799,0.06684335,0.8441674,0.41379315,0.0,0.0,0,0
73483113,0.0,0.52384216,-0.1118176,0.0673613,0.8417533,0.41379315,0.0,0.0,0,0
73533045,0.0,0.5250874,-0.111717775,0.06752671,0.8409771,0.41379315,0.0,0.0,0,0
73582898,0.0,0.5236327,-0.11183435,0.067333475,0.8418836,0.41379315,0.0,0.0,0,0
73632837,0.0,0.5190887,-0.11219555,0.06672989,0.84469295,0.41379315,0.0,0.0,0,0
73682682,0.0,0.5167228,-0.11238185,0.06641565,0.8461423,0.41871923,0.0,0.0,0,0
