timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral
71168221,0.45985138,0.3577765,0.105349034,0.107142895,0.0,0.0,1
71173154,0.4572816,0.35454842,0.104364134,0.107142895,0.0,0.0,1
71188025,0.44950107,0.3455008,0.10155933,0.107142895,0.0,0.0,1
71212972,0.43710828,0.3308215,0.097167805,0.107142895,0.0,0.0,1
71232931,0.42923787,0.32053602,0.094289765,0.107142895,0.0,0.0,1
71247902,0.42728725,0.31425798,0.09293392,0.105911374,0.0,0.0,1
71272858,0.4280287,0.30820194,0.08615379,0.107142895,0.0,0.0,1
71292804,0.44132847,0.3036298,0.09281995,0.107142895,0.0,0.0,1
71312760,0.45593336,0.30183467,0.09430495,0.107142895,0.0,0.0,1
71327756,0.47017846,0.30188802,0.096083716,0.105911374,0.0,0.0,1
71352694,0.4992548,0.3064236,0.10063426,0.107142895,0.0,0.0,1
71372660,0.52190226,0.3139874,0.105130345,0.107142895,0.0,0.0,1
71387617,0.537396,0.32100338,0.10870186,0.107142895,0.0,0.0,1
71412550,0.5620084,0.33340672,0.11486608,0.107142895,0.0,0.0,1
71432550,0.57886904,0.343102,0.11953236,0.10960594,0.0,0.0,1
71447476,0.5886188,0.34958544,0.122510344,0.10960594,0.0,0.0,1
71472427,0.5986185,0.35847235,0.12617625,0.11083746,0.0,0.0,1
71492374,0.6035203,0.36310953,0.12807211,0.116995096,0.0,0.0,1
71512372,0.6067946,0.3645825,0.12894255,0.12684733,0.0,0.0,1
71527294,0.6074531,0.36356696,0.12878881,0.13300496,0.0,0.0,1
71552298,0.60470825,0.35775587,0.12691663,0.13669953,0.0,0.0,1
71572241,0.6021486,0.3496615,0.12451832,0.13669953,0.0,0.0,1
71592163,0.59990245,0.33897394,0.12154156,0.13669953,0.0,0.0,1
71612123,0.5952849,0.326155,0.11773576,0.13793108,0.0,0.0,1
71632078,0.58941907,0.31194773,0.11348079,0.13793108,0.0,0.0,1
71652035,0.5847227,0.29859486,0.10965076,0.13793108,0.0,0.0,1
71666999,0.5834316,0.29034394,0.10750758,0.13793108,0.0,0.0,1
