timestamp,defer_failsafes_timeout_s,disable_auto_disarm,defer_failsafes,source_type,source_id
67571652,0,0,0,0,0
68077695,0,0,0,0,0
68583962,0,0,0,0,0
69090665,0,0,0,0,0
69599147,0,0,0,0,0
70104699,0,0,0,0,0
70610656,0,0,0,0,0
71116657,0,0,0,0,0
71622655,0,0,0,0,0
72128657,0,0,0,0,0
72634656,0,0,0,0,0
73140658,0,0,0,0,0
73646656,0,0,0,0,0
74152656,0,0,0,0,0
74658657,0,0,0,0,0
75164966,0,0,0,0,0
75670674,0,0,0,0,0
76176669,0,0,0,0,0
76682681,0,0,0,0,0
77189645,0,0,0,0,0
77695637,0,0,0,0,0
78201833,0,0,0,0,0
78707637,0,0,0,0,0
79213637,0,0,0,0,0
79719921,0,0,0,0,0
80225638,0,0,0,0,0
80731638,0,0,0,0,0
81237638,0,0,0,0,0
81743638,0,0,0,0,0
82250045,0,0,0,0,0
82755739,0,0,0,0,0
83261695,0,0,0,0,0
83767637,0,0,0,0,0
84273647,0,0,0,0,0
84779635,0,0,0,0,0
85285638,0,0,0,0,0
85792137,0,0,0,0,0
86297637,0,0,0,0,0
86803640,0,0,0,0,0
87309635,0,0,0,0,0
87815638,0,0,0,0,0
88321638,0,0,0,0,0
88827742,0,0,0,0,0
89333638,0,0,0,0,0
89839936,0,0,0,0,0
90345638,0,0,0,0,0
90851638,0,0,0,0,0
91357638,0,0,0,0,0
91863855,0,0,0,0,0
92369656,0,0,0,0,0
92875657,0,0,0,0,0
93381656,0,0,0,0,0
93887657,0,0,0,0,0
94393883,0,0,0,0,0
94899746,0,0,0,0,0
95408040,0,0,0,0,0
95913638,0,0,0,0,0
96419651,0,0,0,0,0
96925639,0,0,0,0,0
97431651,0,0,0,0,0
97938638,0,0,0,0,0
98445163,0,0,0,0,0
98950638,0,0,0,0,0
99456633,0,0,0,0,0
99962634,0,0,0,0,0
100468633,0,0,0,0,0
100975634,0,0,0,0,0
101482736,0,0,0,0,0
101988633,0,0,0,0,0
102494631,0,0,0,0,0
103000635,0,0,0,0,0
103507633,0,0,0,0,0
104013644,0,0,0,0,0
104520656,0,0,0,0,0
105026670,0,0,0,0,0
