timestamp,rpm_estimate,rpm_raw
69394171,3.8352225,1.4644086
69404201,3.068178,0.0
69594209,0.16424145,0.0
69794118,-0.11813076,0.0
69994168,-0.0013619547,0.0
70194167,-1.570227e-05,0.0
70394167,-1.8103484e-07,0.0
70594167,-2.0871895e-09,0.0
70794168,-2.4063657e-11,0.0
70994131,134.40417,210.68481
71194118,306.8905,334.11783
71394167,393.05838,399.9421
71594167,278.28973,278.3202
71794196,268.08673,312.9133
71994184,554.38617,637.779
72194168,531.4182,521.80505
72394168,809.0416,826.0891
72594167,666.8283,766.1132
72794167,729.35315,572.7539
72994168,900.77814,886.23047
73194167,914.35565,1097.2776
73394120,870.2907,827.12976
73594167,862.2934,835.1665
73794168,973.7048,861.2419
73994120,1085.3726,953.70123
74194167,1171.402,1135.3676
74394168,1154.0763,1005.2851
74594168,1181.6545,1056.1523
74794180,1199.589,1095.7435
74994168,1180.4592,1079.5898
75194167,1181.775,1093.1014
75394167,1213.9647,1274.4143
75594168,1294.2408,1305.8397
75794168,1358.6138,1402.354
75994178,1422.5781,1321.3005
76194167,1368.0902,1333.0077
76394127,1339.9188,1400.2722
76594168,1571.3783,1584.3634
76794167,1547.9209,1500.15
76994168,1482.633,1505.7086
77194167,1673.4487,1533.6917
77394118,1645.1926,1668.008
77594185,1735.9259,1722.4852
77794174,1615.5245,1638.3408
77994168,1734.4043,1599.6093
78194185,1709.5237,1655.7197
78394167,1781.103,1892.5784
78594167,1653.7954,1648.1139
78794168,1733.1832,1542.0945
78994184,1807.3522,1881.3302
79194167,1784.4282,1763.6718
79394118,1798.752,1888.8854
79594167,1728.0178,1700.6836
79794168,1841.2523,1765.4899
79994167,1886.0266,1903.2125
80194166,1816.7125,1734.1239
80394120,1871.0541,1904.1066
80594167,1794.1271,1935.0586
80794168,1802.8915,1714.0862
80994167,1904.0532,1830.8717
81194168,1862.8405,1912.8945
81394120,1857.1083,1791.1458
81594167,1839.9055,1871.8832
81794167,1758.4482,1729.9806
81994166,1859.4233,1823.7307
82194116,1885.565,1967.6787
82394167,1823.3539,1710.7667
82594188,1882.3337,1890.8285
82794166,1805.5474,1904.4873
82994166,1776.1323,1603.3188
83194167,1918.7563,1960.1573
83394168,1898.7905,2072.3394
83594167,1860.1344,1733.4305
83794166,1881.3138,1942.3829
83994167,1613.4945,1589.3555
84194167,1767.8573,1791.6832
84394166,1614.4246,1519.195
84594198,1564.5981,1645.613
84794188,1454.122,1273.2051
84994118,1460.445,1504.3947
85194167,1450.6764,1498.5352
85394167,1508.2758,1387.5934
85594168,1472.5419,1360.9762
85794168,1426.2225,1592.2852
85994194,1525.3362,1345.4885
86194122,1485.6902,1543.5674
86394167,1363.068,1373.8861
86594117,1383.3503,1369.629
86794166,1059.897,1237.7928
86994167,1291.7747,1378.5562
87194178,1050.2075,1152.3049
87394168,1268.3531,1340.4662
87594167,1012.2887,1065.6855
87794168,1202.7671,1170.3009
87994166,94.74303,-4.396302
88194167,-13.498249,-16.134245
88394116,-19.891432,-20.569578
88594167,-15.880355,-13.182313
88794117,-47.361515,-67.383
88994166,10.463928,24.904905
89194168,11.984038,11.716439
89394195,-0.9940311,-2.9255998
89594117,-7.3986354,-10.25348
89794167,-16.709578,-20.40584
89994117,-31.361076,-30.916388
90194167,-2.7640657,-1.4647014
90394166,-6.602533,-1.4593027
90594168,-0.013642288,2.9296958
90794167,0.80188036,0.0
90994167,-0.014864989,0.0
91194166,-0.00017138166,0.0
