timestamp,frequency_hz
69394171,0.008522717
69404201,0.0068181735
69444228,0.002792724
69494168,0.0009151197
69544170,0.00029986643
69594209,0.000364981
69644197,0.00011959699
69694119,3.9189545e-05
69744170,1.284163e-05
69794118,-0.00026251283
69844237,-8.60202e-05
69894168,-2.8187098e-05
69944120,-9.236348e-06
69994168,-3.0265662e-06
70044207,-9.917453e-07
70094135,-3.2497508e-07
70144168,-1.06487825e-07
70194167,-3.4893937e-08
70244212,-1.1434044e-08
70294169,-3.7467074e-09
70344168,-1.2277211e-09
70394167,-4.0229964e-10
70444177,-1.3182554e-10
70494168,-4.3196596e-11
70544179,-1.415466e-11
70594167,-4.638199e-12
70644197,-1.5198452e-12
70694168,-4.980228e-13
70744199,-1.6319212e-13
70794168,-5.3474796e-14
70844204,-1.7522621e-14
70894168,0.020923771
70944118,0.13911815
70994131,0.29867595
71044181,0.447179
71094119,0.51429135
71144118,0.63150436
71194118,0.68197894
71244215,0.8058418
71294118,0.820733
71344169,0.83109266
71394167,0.8734631
71444201,0.77588964
71494176,0.708826
71544167,0.6072978
71594167,0.6184217
71644213,0.55851066
71694168,0.5564954
71744188,0.548596
71794196,0.5957483
71844190,0.6932344
71894171,0.79026634
71944182,0.96749645
71994184,1.2319694
72044167,1.4890385
72094168,1.5455314
72144118,1.3834494
72194168,1.1809294
72244183,1.1872746
72294169,1.3406126
72344168,1.6300443
72394168,1.7978704
72444190,1.749263
72494167,1.4928261
72544167,1.4154533
72594167,1.4818407
72644195,1.6227024
72694177,1.8662153
72744168,1.9723231
72794167,1.6207849
72844216,1.4853764
72894169,1.5304776
72944176,1.8075765
72994168,2.0017292
73044212,1.9417101
73094167,1.70917
73144167,1.7573999
73194167,2.0319016
73244175,2.327607
73294118,2.3002784
73344119,1.9942318
73394120,1.9339794
73444175,2.187293
73494168,2.424494
73544168,2.1513524
73594167,1.9162077
73644166,1.9328634
73694168,2.20675
73744167,2.4199746
73794168,2.1637886
73844187,2.1321082
73894168,2.3363032
73944174,2.619944
73994120,2.4119391
74044196,2.2149088
74094167,2.3509965
74144168,2.6484106
74194167,2.6031156
74244211,2.3216224
74294169,2.3918817
74344170,2.6977553
74394168,2.564614
74444186,2.3132691
74494121,2.4206223
74544167,2.7012944
74594168,2.625899
74644196,2.4328105
74694119,2.566924
74744167,2.8473368
74794180,2.6657534
74844246,2.5121872
74894167,2.7143471
74944167,2.9111717
74994168,2.6232429
75044210,2.5695224
75094167,2.8248527
75144167,2.856422
75194167,2.6261668
75244222,2.734018
75294167,3.0268767
75344168,2.8361456
75394167,2.6976995
75444205,2.9550397
75494167,3.0354211
75544171,2.7891793
75594168,2.876091
75644125,3.1194139
75694124,2.8703356
75744167,2.7946773
75794168,3.019142
75844167,3.067654
75894168,2.856599
75944168,3.0452325
75994178,3.161285
76044184,2.9488597
76094117,3.0749884
76144167,3.2586148
76194167,3.0402005
76244241,3.0749161
76294182,3.261538
76344167,3.066175
76394127,2.9775975
76444221,3.1919568
76494167,3.4161541
76544166,3.3249733
76594168,3.491952
76644214,3.1928446
76694135,3.0988905
76744167,3.3696315
76794167,3.4398243
76844189,3.401079
76894168,3.6177049
76944167,3.3811846
76994168,3.2947402
77044190,3.6412234
77094169,3.5972886
77144167,3.6822348
77194167,3.7187753
77244222,3.4325845
77294167,3.5517018
77344118,3.718906
77394118,3.6559837
77444241,3.8997486
77494167,3.6805289
77544167,3.577208
77594185,3.8576133
77644193,3.7433667
77694168,3.9119964
77744167,3.8165624
77794174,3.5900548
77844189,3.8251011
77894168,3.7856636
77944168,3.855628
77994168,3.854232
78044203,3.595837
78094118,3.734646
78144167,3.8659637
78194185,3.7989419
78244169,3.9372518
78294169,3.695395
78344117,3.7267747
78394167,3.958007
78444217,3.8408613
