timestamp,bias_x[0],bias_x[1],bias_x[2],bias_x[3],bias_y[0],bias_y[1],bias_y[2],bias_y[3],bias_z[0],bias_z[1],bias_z[2],bias_z[3],valid[0],valid[1],valid[2],valid[3],stable[0],stable[1],stable[2],stable[3]
69338535,-0.010973337,0.0,0.0,0.0,0.0021475456,0.0,0.0,0.0,-0.015554955,0.0,0.0,0.0,1,0,0,0,0,0,0,0
105369374,-0.00031129443,0.0,0.0,0.0,-0.00018329338,0.0,0.0,0.0,1.4511266e-05,0.0,0.0,0.0,0,0,0,0,0,0,0,0
105389239,-0.00037634512,0.0,0.0,0.0,-0.00016437909,0.0,0.0,0.0,-1.7126005e-05,0.0,0.0,0.0,0,0,0,0,0,0,0,0
