timestamp,timestamp_sample,indicated_airspeed_m_s,true_airspeed_m_s,confidence
70379778,70347537,-2.96305,-3.0289097,1.0
71392555,71367564,-3.1046,-3.1736112,1.0
72365451,72329665,-4.2356806,-4.329825,1.0
73393260,73360901,-3.5919724,-3.6718082,1.0
74341265,74314277,-2.9630508,-3.0289075,1.0
75339106,75307555,-3.292563,-3.365826,1.0
76366903,76334203,-3.292563,-3.3657265,1.0
77379734,77334235,-3.8830497,-3.9693613,1.0
78352654,78320922,-2.8447433,-2.9079297,1.0
79380455,79354354,-2.8143892,-2.8763242,1.0
80368351,80340799,-0.7876294,-0.8049947,1.0
81381177,81374378,-5.8775744,-6.007439,1.0
82379039,82347553,2.838004,2.9008756,1.0
83342019,83314303,1.2356453,1.2630962,1.0
84379754,84304264,-4.063192,-4.1532145,1.0
85352677,85327567,-1.2162387,-1.2432597,1.0
86300642,86274263,4.0159273,4.104986,1.0
87353383,87327528,-0.4369459,-0.44661134,1.0
88381205,88334387,4.423028,4.5205526,1.0
89354097,89327544,-1.9043168,-1.946158,1.0
90367010,90334159,-2.9044983,-2.9674058,1.0
91394739,91367554,2.5845826,2.640487,1.0
92327734,92300849,3.042481,3.1083298,1.0
93380494,93354257,2.8978984,2.9606078,1.0
94368347,94340802,2.5845826,2.6405365,1.0
95366217,95334180,3.2340546,3.3040278,1.0
96394016,96380912,2.7457137,2.8051102,1.0
97341978,97314243,2.8978984,2.9606237,1.0
98379763,98354262,2.8978984,2.9605973,1.0
99327741,99300849,2.4127142,2.4648805,1.0
100365530,100334193,3.07058,3.1370115,1.0
101378344,101324224,2.322016,2.3722544,1.0
102341285,102314251,2.7457137,2.8051066,1.0
103299293,103267570,3.0141191,3.0793664,1.0
104381963,104354263,3.180497,3.2493382,1.0
