timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,wheel_rate_integ
70546756,0.0,0.0,0.0,0.0
70551765,0.0,0.0,0.0,0.0
70748837,0.0,0.0,0.0,0.0
70948398,0.0,0.0,0.0,0.0
71147972,0.0,0.0,0.0,0.0
71347542,0.0,0.0,0.0,0.0
71547118,0.0,0.0,0.0,0.0
71746688,0.0,0.0,0.0,0.0
71951261,0.0,0.0,0.0,0.0
72150835,0.0,0.0,0.0,0.0
72350408,0.0,0.0,0.0,0.0
72550130,0.0,0.0,0.0,0.0
72749685,0.0,0.0,0.0,0.0
72949242,0.0,0.0,0.0,0.0
73148806,0.0,0.0,0.0,0.0
73348358,0.0,0.0,0.0,0.0
73550358,0.0,0.0,0.0,0.0
73749910,0.0,0.0,0.0,0.0
73949480,0.0,0.0,0.0,0.0
74149049,0.0,0.0,0.0,0.0
74348630,0.0,0.0,0.0,0.0
74548196,0.0,0.0,0.0,0.0
74750265,0.0,0.0,0.0,0.0
74949842,0.0,0.0,0.0,0.0
75149423,0.0,0.0,0.0,0.0
75348987,0.0,0.0,0.0,0.0
75548562,0.0,0.0,0.0,0.0
75748136,0.0,0.0,0.0,0.0
75947710,0.0,0.0,0.0,0.0
76149774,-0.005066865,0.0033175638,-0.0030607863,0.0
76349349,-0.0072627366,-0.011577551,0.008215824,0.0
76548920,-0.021837208,-0.05329548,0.029606596,0.0
76748498,-0.006069359,-0.05102528,0.039302886,0.0
76948070,-0.00045656116,-0.04246782,0.027720332,0.0
77147647,0.0037233927,-0.045200616,0.017719286,0.0
77347214,-0.0087135825,-0.051219348,0.0061380835,0.0
77551781,-0.017426396,-0.06207608,-0.0077611725,0.0
77748858,-0.028707745,-0.07309889,-0.009871243,0.0
77948429,-0.051637515,-0.07994778,0.0074762087,0.0
78148005,-0.06710159,-0.08229953,0.013553513,0.0
78347583,-0.08928808,-0.083003454,0.01799989,0.0
78547151,-0.101773545,-0.091611676,0.02759615,0.0
78746736,-0.11427405,-0.106644236,0.03297849,0.0
78951286,-0.12570156,-0.10416952,0.019947229,0.0
79150860,-0.14701466,-0.11496265,0.008997851,0.0
79350432,-0.16955768,-0.13455863,0.011920387,0.0
79550013,-0.18890926,-0.13574181,0.024923647,0.0
79749588,-0.19945827,-0.13146202,0.036904622,0.0
79949150,-0.1916734,-0.15114032,0.029630452,0.0
80148726,-0.17273311,-0.16081576,0.011351458,0.0
80348298,-0.15903422,-0.1783269,-0.0031410516,0.0
80550362,-0.13385443,-0.19759543,-0.0039061073,0.0
80749935,-0.10614228,-0.21685599,-0.000117730604,0.0
80949510,-0.10498853,-0.23799403,0.0076794457,0.0
