timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping,gyro_clipping,accel_calibration_count,gyro_calibration_count
69396617,-0.3788584,0.650292,0.3637809,4989,0,-0.978358,-3.0388496,-8.376326,4899,0,0,2,1
69401607,-0.3803286,0.6614862,0.3669534,4990,0,-0.9670094,-3.0561483,-8.383167,4899,0,0,2,1
69406596,-0.37668288,0.6573326,0.35929826,4989,0,-0.9128291,-3.1801355,-8.351962,4899,0,0,2,1
69411585,-0.3889547,0.6547133,0.3667265,4989,0,-0.8973265,-3.1419451,-8.398401,4898,0,0,2,1
69416574,-0.39885825,0.6588621,0.36643064,4989,0,-0.90222144,-3.087631,-8.472008,4899,0,0,2,1
69421564,-0.4160434,0.65988415,0.3696346,4990,0,-0.8805018,-3.0040631,-8.576534,4899,0,0,2,1
69426553,-0.44754726,0.6510478,0.36652926,4989,0,-0.87257874,-2.8841722,-8.616416,4900,0,0,2,1
69431543,-0.47794583,0.64562815,0.36512953,4990,0,-0.84863114,-2.8522136,-8.568207,4899,0,0,2,1
69436532,-0.49263322,0.63854325,0.369647,4989,0,-0.8397597,-2.7746491,-8.516053,4899,0,0,2,1
69441521,-0.51287615,0.6423861,0.37437436,4989,0,-0.7758915,-2.666588,-8.513447,4899,0,0,2,1
69446510,-0.5339189,0.63817465,0.3694567,4989,0,-0.7250609,-2.5381145,-8.522993,4899,0,0,2,1
69451500,-0.54623574,0.6381674,0.37066418,4990,0,-0.64064264,-2.4580495,-8.507899,4899,0,0,2,1
69456489,-0.54155576,0.64050835,0.36593977,4989,0,-0.5917033,-2.3995721,-8.515067,4899,0,0,2,1
69461479,-0.54811084,0.63285667,0.36651018,4990,0,-0.6196798,-2.3491294,-8.535939,4899,0,0,2,1
69466468,-0.53104675,0.62631685,0.35933545,4989,0,-0.69018584,-2.3825006,-8.626075,4899,0,0,2,1
69471457,-0.53364396,0.6203999,0.3686288,4989,0,-0.7581832,-2.4483476,-8.77925,4899,0,0,2,1
69476446,-0.53183264,0.6184724,0.36839104,4989,0,-0.7895098,-2.482641,-8.840653,4899,0,0,2,1
69481436,-0.53721243,0.6135556,0.36328426,4990,0,-0.744379,-2.4259412,-8.844018,4899,0,0,2,1
69486425,-0.5417334,0.6163061,0.3626083,4989,0,-0.66046286,-2.3978896,-8.964906,4899,0,0,2,1
69491414,-0.5464083,0.6178323,0.36666876,4989,0,-0.59757864,-2.336455,-9.051276,4899,0,0,2,1
69496404,-0.5500516,0.60932773,0.3688419,4990,0,-0.55563414,-2.3706782,-9.110073,4901,0,0,2,1
69501393,-0.5615163,0.60662955,0.3646614,4989,0,-0.51618785,-2.2361374,-9.108606,4897,0,0,2,1
69506382,-0.57878387,0.6030168,0.37106088,4989,0,-0.4857811,-2.1545799,-9.142541,7348,0,0,2,1
69511372,-0.5924825,0.59692353,0.3719305,4990,0,-0.42677996,-1.9954396,-9.215952,4899,0,0,2,1
69516361,-0.6021703,0.59199905,0.37120032,4989,0,-0.3379091,-1.925338,-9.2702875,4898,0,0,2,1
