timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ
64540318,0.0,0.0,0.0
64542812,0.0,0.0,0.0
64742338,0.0,0.0,0.0
64941837,0.0,0.0,0.0
65141350,0.0,0.0,0.0
65340866,0.0,0.0,0.0
65540378,0.0,0.0,0.0
65739890,0.0,0.0,0.0
65944396,0.0,0.0,0.0
66143909,0.0,0.0,0.0
66343433,0.0,0.0,0.0
66542936,0.0,0.0,0.0
66739955,0.0,0.0,0.0
66939469,0.0,0.0,0.0
67138984,0.0,0.0,0.0
67343497,0.0,0.0,0.0
67543021,0.0,0.0,0.0
67742525,0.0,0.0,0.0
67942040,0.0,0.0,0.0
68141557,0.0,0.0,0.0
68341071,0.0,0.0,0.0
68540584,0.0,0.0,0.0
68742601,0.0,0.0,0.0
68942108,0.0,0.0,0.0
69141626,0.0,0.0,0.0
69341137,0.0,0.0,0.0
69540656,0.0,0.0,0.0
69740166,0.0,0.0,0.0
69939682,0.0,0.0,0.0
70144353,0.0,0.0,0.0
70343888,0.0,0.0,0.0
70543380,0.0,0.0,0.0
70742911,0.0,0.0,0.0
70942408,0.0,0.0,0.0
71141928,0.0,0.0,0.0
71341443,0.0,0.0,0.0
71543432,0.0,0.0,0.0
71740477,0.0,0.0,0.0
71942449,0.0,0.0,0.0
72141962,0.0,0.0,0.0
72341478,0.0,0.0,0.0
72540996,0.0,0.0,0.0
72740547,0.0,0.0,0.0
72942506,0.0,0.0,0.0
73142015,0.0,0.0,0.0
73341532,0.0,0.0,0.0
73541033,0.0,0.0,0.0
73740557,0.0,0.0,0.0
73940070,0.0,0.0,0.0
74139587,0.0,0.0,0.0
74344022,0.0,0.0,0.0
74543543,0.0,0.0,0.0
74743054,0.0,0.0,0.0
74942575,0.0,0.0,0.0
75142089,0.0,0.0,0.0
75341608,0.0,0.0,0.0
75541118,0.0,0.0,0.0
75740642,0.0,0.0,0.0
75942654,0.0,0.0,0.0
75950077,0.0,0.0,0.0
78703398,0.0,0.0,0.0
78705892,0.0,0.0,0.0
78907901,0.0,0.0,0.0
79107417,0.0,0.0,0.0
79306937,0.0,0.0,0.0
79506450,0.0,0.0,0.0
79705983,0.0,0.0,0.0
79905481,0.0,0.0,0.0
80105000,0.0,0.0,0.0
80307008,0.0,0.0,0.0
80506523,0.0,0.0,0.0
80706040,0.0,0.0,0.0
80905561,0.0,0.0,0.0
81105072,0.0,0.0,0.0
81304588,0.0,0.0,0.0
81506602,0.0,0.0,0.0
81706134,0.0,0.0,0.0
81905646,0.0,0.0,0.0
82105152,0.0,0.0,0.0
82304684,0.0,0.0,0.0
82504185,0.0,0.0,0.0
82703704,0.0,0.0,0.0
82908219,0.0,0.0,0.0
83107733,0.0,0.0,0.0
83307247,0.0,0.0,0.0
83506767,0.0,0.0,0.0
83706281,0.0,0.0,0.0
83905798,0.0,0.0,0.0
84105319,0.0,0.0,0.0
84307324,0.0,0.0,0.0
84506846,0.0,0.0,0.0
84706360,0.0,0.0,0.0
84905882,0.0,0.0,0.0
85105393,0.0,0.0,0.0
85304910,0.0,0.0,0.0
85504426,0.0,0.0,0.0
85703945,0.0,0.0,0.0
85905959,0.0,0.0,0.0
86105474,0.0,0.0,0.0
86304989,0.0,0.0,0.0
86504510,0.0,0.0,0.0
86704034,0.0,0.0,0.0
86903547,0.0,0.0,0.0
87108192,0.0,0.0,0.0
87307703,0.0,0.0,0.0
87507216,0.0,0.0,0.0
87706743,0.0,0.0,0.0
87906269,0.0,0.0,0.0
88105777,0.0,0.0,0.0
88305292,0.0,0.0,0.0
88507270,0.0,0.0,0.0
88706790,0.0,0.0,0.0
88906308,0.0,0.0,0.0
89105835,0.0,0.0,0.0
89305347,0.0,0.0,0.0
89504882,0.0,0.0,0.0
89704378,0.0,0.0,0.0
89908903,0.0,0.0,0.0
90108345,0.0,0.0,0.0
90307867,0.0,0.0,0.0
90507376,0.0,0.0,0.0
90706911,0.0,0.0,0.0
90903974,0.0,0.0,0.0
91105960,0.0,0.0,0.0
91302993,0.0,0.0,0.0
91507440,0.0,0.0,0.0
91706990,0.0,0.0,0.0
91906476,0.0,0.0,0.0
92105995,0.0,0.0,0.0
92305511,0.0,0.0,0.0
92505041,0.0,0.0,0.0
92707034,0.0,0.0,0.0
92906551,0.0,0.0,0.0
93106058,0.0,0.0,0.0
93305577,0.0,0.0,0.0
