timestamp,normalized_wheel_setpoint
64538428,0.009615483
64543014,0.009615483
64638125,0.009615483
64742596,0.009615483
64837634,0.009615483
64942048,0.009615483
65037207,0.009615483
65141558,0.009615483
65241338,0.009615483
65341059,0.009615483
65440805,0.009615483
65540562,0.009615483
65640322,0.009615483
65740075,0.009615483
65839830,0.009615483
65939602,0.009615483
66039347,0.009615483
66139127,0.009615483
66238875,0.009615483
66338625,0.009615483
66438368,0.009615483
66538142,0.009615483
66643214,0.009615483
66737654,0.009615483
66842772,0.009615483
66937173,0.009615483
67042246,0.009615483
67136684,0.009615483
67241809,0.009615483
67341576,0.009615483
67441366,0.009615483
67541080,0.009615483
67640862,0.009615483
67740596,0.009615483
67840345,0.009615483
67940109,0.009615483
68044455,0.009615483
68139655,0.009615483
68243971,0.009615483
68339172,0.009615483
68443486,0.009615483
68538696,0.009615483
68643000,0.009615483
68742809,0.009615483
68838004,0.009615483
68942314,0.009615483
69042037,0.009615483
69141845,0.009615483
69241553,0.009615483
69341343,0.009615483
69441057,0.009615483
69540858,0.009615483
69640604,0.009615483
69740374,0.009615483
69840097,0.009615483
69939885,0.009615483
70039686,0.009615483
70144919,0.009615483
70239126,0.009615483
70344443,0.009615483
70438662,0.009615483
70543921,0.009615483
70638203,0.009615483
70737952,0.009615483
70843007,0.009615483
70943031,0.009615483
71042515,0.009615483
71136975,0.009615483
71242129,0.009615483
71341993,0.009615483
71441549,0.009615483
71541568,0.009615483
71641095,0.009615483
71741012,0.009615483
71840640,0.009615483
71940386,0.009615483
72040136,0.009615483
72139982,0.009615483
72244246,0.009615483
72339458,0.009615483
72443766,0.009615483
72538956,0.009615483
72643322,0.009615483
72738517,0.009615483
72842792,0.009615483
72942686,0.009615483
73042365,0.009615483
73142192,0.009615483
73241824,0.009615483
73341714,0.009615483
73441342,0.009615483
73541203,0.009615483
73640855,0.009615483
73740735,0.009615483
73840381,0.009615483
73940270,0.009615483
74039905,0.009615483
74139762,0.009615483
