timestamp,timestamp_sample,device_id,pressure,temperature,error_count
65208698,65208116,4028193,102299.0,16.65,0
66202715,66202134,4028193,102300.0,16.66,0
67207771,67207190,4028193,102299.0,16.68,0
68202027,68201446,4028193,102308.0,16.699999,0
69196310,69195729,4028193,102296.0,16.72,0
70212138,70211556,4028193,102304.0,16.74,0
71206359,71205778,4028193,102301.0,16.76,0
72211059,72210477,4028193,102304.0,16.779999,0
73204871,73204289,4028193,102302.0,16.8,0
74209939,74209358,4028193,102303.0,16.82,0
75203766,75203184,4028193,102303.0,16.84,0
76197674,76197093,4028193,102303.0,16.859999,0
77191855,77191273,4028193,102305.0,16.869999,0
78207719,78207138,4028193,102305.0,16.9,0
79201953,79201371,4028193,102300.0,16.91,0
80206489,80205908,4028193,102299.0,16.93,0
81211310,81210714,4028193,102301.0,16.949999,0
82205537,82204956,4028193,102306.0,16.97,0
83199279,83198697,4028193,102304.0,16.99,0
84193221,84192640,4028193,102302.0,17.01,0
85209121,85208539,4028193,102307.0,17.029999,0
86203357,86202776,4028193,102302.0,17.039999,0
87207922,87207340,4028193,102302.0,17.06,0
88212671,88212089,4028193,102301.0,17.08,0
89206914,89206332,4028193,102301.0,17.1,0
90200698,90200116,4028193,102301.0,17.119999,0
91194479,91193898,4028193,102302.0,17.13,0
92209770,92209189,4028193,102302.0,17.15,0
93203942,93203361,4028193,102305.0,17.17,0
