timestamp,defer_failsafes_timeout_s,disable_auto_disarm,defer_failsafes,disable_auto_set_home,source_type,source_id
62554643,0,0,0,0,0,0
63060645,0,0,0,0,0,0
63566648,0,0,0,0,0,0
64072649,0,0,0,0,0,0
64576670,0,0,0,0,0,0
65082649,0,0,0,0,0,0
65588647,0,0,0,0,0,0
66094764,0,0,0,0,0,0
66600647,0,0,0,0,0,0
67106796,0,0,0,0,0,0
67612684,0,0,0,0,0,0
68118648,0,0,0,0,0,0
68624682,0,0,0,0,0,0
69130649,0,0,0,0,0,0
69636648,0,0,0,0,0,0
70142654,0,0,0,0,0,0
70648648,0,0,0,0,0,0
71154647,0,0,0,0,0,0
71661095,0,0,0,0,0,0
72166648,0,0,0,0,0,0
72672646,0,0,0,0,0,0
73178647,0,0,0,0,0,0
73684647,0,0,0,0,0,0
74190648,0,0,0,0,0,0
74696648,0,0,0,0,0,0
75202661,0,0,0,0,0,0
75708649,0,0,0,0,0,0
76215653,0,0,0,0,0,0
76721644,0,0,0,0,0,0
77227644,0,0,0,0,0,0
77733643,0,0,0,0,0,0
78239732,0,0,0,0,0,0
78746134,0,0,0,0,0,0
79251647,0,0,0,0,0,0
79757646,0,0,0,0,0,0
80263648,0,0,0,0,0,0
80769649,0,0,0,0,0,0
81275648,0,0,0,0,0,0
81781647,0,0,0,0,0,0
82287756,0,0,0,0,0,0
82794074,0,0,0,0,0,0
83299647,0,0,0,0,0,0
83805657,0,0,0,0,0,0
84311646,0,0,0,0,0,0
84817648,0,0,0,0,0,0
85323648,0,0,0,0,0,0
85829649,0,0,0,0,0,0
86335658,0,0,0,0,0,0
86841648,0,0,0,0,0,0
87348647,0,0,0,0,0,0
87855659,0,0,0,0,0,0
88361646,0,0,0,0,0,0
88867647,0,0,0,0,0,0
89374647,0,0,0,0,0,0
89880646,0,0,0,0,0,0
90386682,0,0,0,0,0,0
90892648,0,0,0,0,0,0
91398648,0,0,0,0,0,0
91904692,0,0,0,0,0,0
92410806,0,0,0,0,0,0
92916652,0,0,0,0,0,0
93422649,0,0,0,0,0,0
