timestamp,imbalanced_prop_metric,motor_failure_mask,motor_stop_mask,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
64414048,-0.0058232,0,0,0,0,0,0,0,0,0,0
64917721,-0.005999175,0,0,0,0,0,0,0,0,0,0
65423796,-0.005427325,0,0,0,0,0,0,0,0,0,0
65929706,-0.005318031,0,0,0,0,0,0,0,0,0,0
66435803,-0.008894156,0,0,0,0,0,0,0,0,0,0
66941656,-0.00960605,0,0,0,0,0,0,0,0,0,0
67447657,-0.014142802,0,0,0,0,0,0,0,0,0,0
67953835,-0.015028992,0,0,0,0,0,0,0,0,0,0
68459840,-0.013266233,0,0,0,0,0,0,0,0,0,0
68965665,-0.018963277,0,0,0,0,0,0,0,0,0,0
69471670,-0.017706065,0,0,0,0,0,0,0,0,0,0
69977657,-0.0162366,0,0,0,0,0,0,0,0,0,0
70484366,-0.019706195,0,0,0,0,0,0,0,0,0,0
70989728,-0.025371922,0,0,0,0,0,0,0,0,0,0
71495666,-0.030453783,0,0,0,0,0,0,0,0,0,0
72001656,-0.03344052,0,0,0,0,0,0,0,0,0,0
72507684,-0.041218743,0,0,0,0,0,0,0,0,0,0
73013862,-0.04438799,0,0,0,0,0,0,0,0,0,0
73519657,-0.045465756,0,0,0,0,0,0,0,0,0,0
74025711,-0.04389988,0,0,0,0,0,0,0,0,0,0
74531658,-0.053516712,0,0,0,0,0,0,0,0,0,0
75037658,-0.062165014,0,0,0,0,0,0,0,0,0,0
75544128,-0.058384996,0,0,0,0,0,0,0,0,0,0
75951814,-0.05418464,0,0,0,0,0,0,0,0,0,0
76457652,-0.055275906,0,0,0,0,0,0,0,0,0,0
76963653,-0.05014868,0,0,0,0,0,0,0,0,0,0
77469749,-0.046929564,0,0,0,0,0,0,0,0,0,0
77975798,-0.048089746,0,0,0,0,0,0,0,0,0,0
78481819,-0.043757375,0,0,0,0,0,0,0,0,0,0
78702058,-0.042184215,0,0,0,0,0,0,0,0,0,0
79207656,-0.045733694,0,0,0,0,0,0,0,0,0,0
79713673,-0.053697493,0,0,0,0,0,0,0,0,0,0
80220317,-0.05096444,0,0,0,0,0,0,0,0,0,0
80725666,-0.057127286,0,0,0,0,0,0,0,0,0,0
81231799,-0.068982154,0,0,0,0,0,0,0,0,0,0
81737676,-0.07013753,0,0,0,0,0,0,0,0,0,0
82243761,-0.061987035,0,0,0,0,0,0,0,0,0,0
82749676,-0.056990676,0,0,0,0,0,0,0,0,0,0
83255701,-0.05016097,0,0,0,0,0,0,0,0,0,0
83761892,-0.046139166,0,0,0,0,0,0,0,0,0,0
84267657,-0.041102182,0,0,0,0,0,0,0,0,0,0
84773907,-0.07051779,0,0,0,0,0,0,0,0,0,0
85279656,-0.06732753,0,0,0,0,0,0,0,0,0,0
85785665,-0.061483506,0,0,0,0,0,0,0,0,0,0
86291794,-0.059613086,0,0,0,0,0,0,0,0,0,0
86797657,-0.05510091,0,0,0,0,0,0,0,0,0,0
87304657,-0.058293674,0,0,0,0,0,0,0,0,0,0
87812088,-0.06311191,0,0,0,0,0,0,0,0,0,0
88317717,-0.06328442,0,0,0,0,0,0,0,0,0,0
88823657,-0.06278295,0,0,0,0,0,0,0,0,0,0
89330657,-0.057226337,0,0,0,0,0,0,0,0,0,0
89837070,-0.052258242,0,0,0,0,0,0,0,0,0,0
90343091,-0.047012642,0,0,0,0,0,0,0,0,0,0
90848657,-0.041066963,0,0,0,0,0,0,0,0,0,0
91354663,-0.036717325,0,0,0,0,0,0,0,0,0,0
91860656,-0.032983378,0,0,0,0,0,0,0,0,0,0
92366656,-0.02999021,0,0,0,0,0,0,0,0,0,0
92465781,-0.029530944,0,0,0,0,0,0,0,0,0,0
92971677,-0.034277074,0,0,0,0,0,0,0,0,0,0
