timestamp,command,result_param2,target_component,result,result_param1,target_system,from_external
7759220,512,0,190,2,0,255,0
8240630,512,0,190,2,0,255,0
11631058,512,0,190,2,0,255,0
12140652,512,0,190,2,0,255,0
13237992,512,0,190,2,0,255,0
16658292,512,0,190,2,0,255,0
28287716,512,0,190,2,0,255,0
47637226,512,0,190,2,0,255,0
