timestamp,compression_gains[0],compression_gains[1],compression_gains[2],spectral_damper_hpf[0],spectral_damper_hpf[1],spectral_damper_hpf[2],spectral_damper_out[0],spectral_damper_out[1],spectral_damper_out[2]
64445562,0.9999979,0.99999994,0.99999994,9.230115e-06,3.1456353e-09,2.233135e-07,5.9472627e-06,1.2138801e-07,1.4140257e-07
64547793,0.9999977,0.99999976,1.0,1.2103146e-05,3.061335e-07,5.3824294e-08,6.578476e-06,7.1322694e-07,5.4798942e-08
64650045,0.9999982,0.9999975,0.99999994,3.2490645e-06,1.473804e-06,2.6565556e-07,5.2052446e-06,7.168915e-06,1.2890719e-07
64752305,0.9999989,0.9999995,0.9999999,1.0916754e-07,1.9686587e-07,2.9267628e-07,3.140901e-06,1.4083295e-06,3.293921e-07
64854549,0.9999983,0.9999999,0.99999994,1.1882906e-06,1.0171366e-06,8.593518e-07,4.9616187e-06,3.900151e-07,2.1441471e-07
64956971,0.99999815,0.9999999,0.99999994,5.1023276e-06,3.0624986e-07,1.768714e-08,5.2478663e-06,3.6111476e-07,1.8462725e-07
65059049,0.9999984,0.9999986,0.99999994,1.5650525e-05,1.5282936e-05,3.7772367e-07,4.567533e-06,3.9341935e-06,2.0996633e-07
65161408,0.9999988,0.9999994,0.99999994,3.095857e-07,4.9226554e-08,8.85762e-08,3.4651905e-06,1.6397653e-06,1.5828847e-07
65263553,0.99999857,0.99999946,0.99999994,8.8741734e-07,7.823528e-07,5.4924055e-08,4.130095e-06,1.5944725e-06,1.0764458e-07
65365925,0.99999994,0.9999999,0.99999994,6.6503936e-09,1.9578805e-09,2.4474817e-08,1.993468e-07,3.6439707e-07,1.7097469e-07
65468049,0.9999997,0.99999994,1.0,1.0549879e-08,2.9336395e-08,1.320456e-07,8.2174813e-07,1.4063241e-07,6.9483356e-08
65570304,0.99999917,0.99999636,0.99999994,1.480936e-07,1.4588894e-06,6.1503613e-07,2.4034473e-06,1.0365555e-05,1.315167e-07
65672550,0.99999994,0.9999997,0.99999994,4.3871257e-10,1.2494004e-06,3.8304572e-07,1.1517376e-07,8.847943e-07,1.1572582e-07
65774804,0.9999981,0.99999964,0.99999994,5.5216155e-06,1.14236215e-07,2.6139485e-08,5.4910074e-06,9.4350133e-07,1.964078e-07
65877052,0.99999815,0.9999999,1.0,1.9374268e-06,1.538945e-07,2.9706628e-09,5.3687268e-06,4.0801834e-07,6.5114804e-08
65979316,0.9835978,0.9999999,0.9999999,0.007888159,1.065641e-06,5.7715516e-07,0.04699494,3.7186516e-07,2.5953085e-07
66081557,0.99245405,0.99742883,0.9999991,0.00025528265,0.007738231,5.543885e-08,0.02161168,0.0073638815,2.501659e-06
66183811,0.938783,0.998009,0.9999976,0.109488234,0.0037583848,2.7331446e-06,0.17532651,0.0057022367,6.7563465e-06
66286057,0.9954765,0.9988513,0.9999992,7.282362e-06,0.00012488193,3.5030023e-06,0.012955347,0.0032898583,2.1859746e-06
66388310,0.9997945,0.9999445,0.9999995,3.0880415e-07,5.475485e-06,2.2316442e-06,0.00058857544,0.00015899794,1.3803159e-06
66490564,0.99999005,0.99999315,0.99999857,4.331437e-06,3.4823066e-07,8.878434e-09,2.8424758e-05,1.9668605e-05,4.1269163e-06
66592811,0.9999995,0.99999845,0.9999988,1.1718238e-08,1.613322e-06,2.826124e-08,1.4212799e-06,4.48804e-06,3.4715504e-06
66695065,0.9999998,0.9999989,0.9999997,1.5415718e-06,1.0781447e-06,1.2478771e-06,4.91727e-07,3.1178213e-06,8.589424e-07
66797330,0.9999979,0.99999666,0.9999999,8.321874e-06,8.162435e-06,5.3019005e-07,5.97069e-06,9.628183e-06,3.515619e-07
66899565,0.9999874,0.99447703,0.9999984,9.285234e-07,0.019454528,2.7462374e-06,3.5951645e-05,0.015817862,4.6406417e-06
67001820,0.99997056,0.9994125,0.9999995,4.491062e-06,4.652192e-05,1.2624357e-06,8.42943e-05,0.0016827207,1.3023007e-06
67104070,0.9999498,0.99783665,0.9999981,9.946451e-06,0.00746598,5.194243e-06,0.00014380316,0.0061959014,5.4450506e-06
67206335,0.9999954,0.996519,0.99999845,2.3926817e-05,0.011537636,6.8813674e-06,1.3199133e-05,0.009969575,4.42797e-06
67308573,0.99999845,0.99977756,0.9999997,1.4965057e-06,1.5784762e-08,4.555554e-07,4.383812e-06,0.0006370802,8.493068e-07
67410829,0.99999875,0.9999893,0.9999999,8.692154e-07,9.333165e-09,1.902197e-08,3.5636551e-06,3.0752635e-05,3.207003e-07
67513070,0.9738107,0.99999446,0.9998351,0.34216478,3.417401e-06,0.000267281,0.07500663,1.584822e-05,0.00047238488
67615329,0.9940505,0.99939764,0.99999046,0.00022407767,0.0002964166,8.1554674e-07,0.017046371,0.0017258266,2.728677e-05
67717583,0.99122757,0.9994269,0.99999905,0.090017155,0.0031039992,2.763499e-06,0.025124414,0.0016414062,2.660258e-06
67819830,0.9836974,0.9980966,0.9999905,0.019217188,0.0028367287,1.258893e-05,0.04669086,0.005451382,2.7212382e-05
67922079,0.99887407,0.99989206,0.9999992,5.2969676e-07,3.6075388e-08,3.661111e-07,0.0032246993,0.00030921065,2.1946705e-06
68024330,0.9999471,0.9999865,0.99999917,2.0651046e-07,3.7056365e-05,1.0092637e-06,0.00015166069,3.852988e-05,2.3928592e-06
68126582,0.9999974,0.9999965,0.99999845,1.2678872e-07,1.3802617e-06,1.3279046e-07,7.5105504e-06,1.000462e-05,4.369739e-06
68228851,0.9999988,0.99999964,0.9999996,3.921255e-07,6.309447e-07,6.486253e-07,3.4978773e-06,1.0488817e-06,1.1773359e-06
68331085,0.9999982,0.9999981,0.9999998,1.6469446e-07,4.9057326e-06,3.2949534e-09,5.0854856e-06,5.5210794e-06,5.5706386e-07
68433336,0.9983869,0.99983054,0.99999946,0.005409814,0.000567685,3.7489135e-06,0.004619973,0.00048540643,1.5875381e-06
68535583,0.98874956,0.99986464,0.9999111,0.025418742,3.7806235e-06,7.1051236e-09,0.03222142,0.00038765988,0.00025457607
68637841,0.9935465,0.99999285,0.99999535,0.010592498,3.1814006e-06,6.1352994e-06,0.018482957,2.0416532e-05,1.3362185e-05
68740099,0.9929848,0.9999977,0.99999946,9.553054e-05,3.4028835e-06,2.0717443e-06,0.02009167,6.714149e-06,1.5739213e-06
68842410,0.99968064,0.9999974,0.9999992,4.966636e-07,1.5638056e-05,1.6970283e-08,0.0009136261,7.5172306e-06,2.1364808e-06
68944598,0.999985,0.99999744,0.9999996,5.746897e-07,1.2743003e-05,1.2286355e-08,4.3002907e-05,7.4239465e-06,1.1337559e-06
69046844,0.99999785,0.9999987,0.9999997,1.3289023e-06,2.904054e-06,1.8265581e-07,6.129896e-06,3.7885109e-06,9.345649e-07
69149233,0.999999,0.99999964,0.99999946,8.2005904e-08,2.3194386e-07,3.0328295e-06,2.9189428e-06,1.0819705e-06,1.4704672e-06
69251349,0.99999934,0.99999964,0.9999994,8.433565e-07,1.163732e-06,2.4832639e-06,1.8813694e-06,9.693601e-07,1.64044e-06
69353672,0.9999991,0.999999,0.99999976,3.1094747e-05,5.2682167e-06,7.0512186e-07,2.5816282e-06,2.9226974e-06,7.4479163e-07
69455855,0.99999803,0.9999997,0.99999994,3.023208e-06,5.54629e-10,1.5488244e-07,5.7021884e-06,8.607498e-07,2.466759e-07
69558121,0.99999976,0.9999992,0.9999999,9.228589e-08,6.475863e-06,2.2588718e-08,7.426689e-07,2.186762e-06,3.9843513e-07
69660351,0.99999934,0.9999985,0.9999998,3.7697678e-08,3.104286e-06,1.5963968e-06,1.9073811e-06,4.2201546e-06,4.5544823e-07
69762600,0.9999976,0.99999857,0.9999999,1.26092655e-05,7.200003e-06,2.0625582e-07,6.8832073e-06,4.164902e-06,3.1890315e-07
69864861,0.99999976,0.9999997,0.9999998,1.4731156e-08,9.678752e-07,1.6556358e-08,6.991558e-07,8.7620845e-07,5.264305e-07
69967107,0.99999917,0.99999875,0.99999994,8.045588e-12,4.1309163e-06,3.5832267e-07,2.3995826e-06,3.5992825e-06,1.5304663e-07
70069355,0.9999945,0.9987605,0.9999999,3.6376718e-05,0.0075199353,3.9955967e-07,1.578812e-05,0.0035498433,3.5078898e-07
70171606,0.99327475,0.9953383,0.99999774,0.031275224,0.013251008,1.9402698e-05,0.019261258,0.013351062,6.5311447e-06
